% Edge sensor logfile normalized 'log_20240202_162028.254/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1706887229.5637 202 236 252 268 250 266 249 196  0.0000
1706887229.5713 195 237 258 271 256 267 251 203  0.0000
1706887229.5789 200 236 252 272 248 263 253 200  0.0000
1706887229.5867 204 233 248 264 248 253 250 198  0.0000
1706887229.5949 195 231 247 270 259 280 257 208  0.0000
1706887229.6034 200 234 247 264 258 264 253 201  0.0000
1706887229.6111 198 232 247 268 247 261 250 202  0.0000
1706887229.6186 200 230 248 274 270 272 257 202  0.0000
1706887229.6274 205 240 251 268 256 267 248 199  0.0000
1706887229.6362 198 234 251 262 252 257 245 195  0.0000
1706887229.6434 211 236 251 266 258 268 257 201  0.0000
1706887229.6516 208 242 251 262 254 264 258 201  0.0000
1706887229.6602 207 239 248 263 248 267 257 198  0.0000
1706887229.6671 202 241 248 257 257 277 257 187  0.0000
1706887229.6758 198 246 252 266 246 251 232 175  0.0000
1706887229.6847 203 243 255 274 238 255 241 190  0.0000
1706887229.6908 199 244 259 269 238 252 236 191  0.0000
1706887229.6990 204 240 248 253 229 250 233 187  0.0000
1706887229.7075 184 220 231 251 236 254 236 202  0.0000
1706887229.7155 192 234 245 262 241 262 252 194  0.0000
1706887229.7230 195 235 253 266 253 267 248 197  0.0000
1706887229.7315 192 236 253 265 247 260 246 201  0.0000
1706887229.7387 195 228 246 263 250 264 260 208  0.0000
1706887229.7475 192 228 250 264 267 276 258 195  0.0000
1706887229.7552 202 249 268 274 255 262 247 196  0.0000
1706887229.7628 218 249 259 260 250 263 247 193  0.0000
1706887229.7715 221 242 259 266 249 265 249 195  0.0000
1706887229.7792 220 248 261 273 254 255 248 196  0.0000
1706887229.7877 207 238 249 272 255 265 242 194  0.0000
1706887229.7949 200 231 251 271 260 263 250 196  0.0000
1706887229.8037 195 237 256 277 265 254 236 189  0.0000
1706887229.8112 206 246 261 272 255 262 248 202  0.0000
1706887229.8189 210 244 256 283 257 263 252 188  0.0000
1706887229.8286 202 240 255 268 252 256 247 197  0.0000
1706887229.8350 205 235 254 271 254 262 255 203  0.0000
1706887229.8434 198 242 253 269 255 262 253 197  0.0000
1706887229.8511 200 240 263 283 266 266 251 200  0.0000
1706887229.8597 196 233 260 276 263 258 247 196  0.0000
1706887229.8674 206 247 256 277 262 271 245 199  0.0000
1706887229.8748 203 242 267 284 260 271 253 198  0.0000
1706887229.8834 210 241 268 274 258 260 250 195  0.0000
1706887229.8907 211 247 261 277 258 258 251 199  0.0000
1706887229.8995 204 238 264 282 272 271 255 206  0.0000
1706887229.9070 204 241 259 280 263 277 273 215  0.0000
1706887229.9147 204 236 269 296 291 294 273 202  0.0000
1706887229.9233 209 258 278 293 264 272 253 191  0.0000
1706887229.9309 209 261 288 293 269 269 247 201  0.0000
1706887229.9392 228 270 287 291 266 265 255 202  0.0000
1706887229.9469 229 263 275 285 265 273 261 206  0.0000
1706887229.9556 220 252 270 281 265 264 244 181  0.0000
1706887229.9631 208 246 259 279 255 259 246 197  0.0000
1706887229.9707 217 252 270 288 265 259 245 195  0.0000
1706887229.9794 209 251 269 269 246 260 242 190  0.0000
1706887229.9871 208 233 244 259 250 258 252 198  0.0000
1706887229.9954 196 235 257 277 259 266 256 200  0.0000
1706887230.0030 208 249 264 274 253 261 245 195  0.0000
1706887230.0115 208 244 261 266 251 263 251 203  0.0000
1706887230.0191 208 242 260 274 251 262 255 203  0.0000
1706887230.0267 204 243 256 269 259 272 257 197  0.0000
1706887230.0354 206 238 267 273 252 270 257 209  0.0000
1706887230.0427 209 248 263 269 260 269 258 202  0.0000
1706887230.0513 206 242 257 271 256 268 250 194  0.0000
1706887230.0588 208 255 264 272 253 264 253 195  0.0000
1706887230.0676 216 252 258 275 259 265 257 202  0.0000
1706887230.0751 206 244 257 267 258 271 248 196  0.0000
1706887230.0828 210 242 251 270 259 270 252 200  0.0000
1706887230.0911 210 239 256 275 261 273 253 207  0.0000
1706887230.0996 197 240 260 270 255 264 256 196  0.0000
1706887230.1073 213 245 259 272 259 272 258 197  0.0000
1706887230.1150 214 248 257 265 250 264 257 208  0.0000
1706887230.1236 209 243 262 269 255 268 260 193  0.0000
1706887230.1313 208 247 262 275 254 265 254 195  0.0000
1706887230.1397 215 254 255 268 253 258 241 180  0.0000
1706887230.1470 211 242 252 258 235 241 242 183  0.0000
1706887230.1547 196 228 244 252 247 264 248 201  0.0000
1706887230.1634 210 247 261 269 252 263 248 196  0.0000
1706887230.1710 192 227 249 264 253 258 240 197  0.0000
1706887230.1787 190 245 259 268 254 261 239 188  0.0000
1706887230.1880 202 245 259 260 250 255 259 226  0.0000
1706887230.1951 203 242 255 270 261 283 270 214  0.0000
1706887230.2028 213 253 268 281 259 276 257 200  0.0000
1706887230.2115 208 241 266 287 267 269 258 205  0.0000
1706887230.2191 207 257 275 281 263 260 252 199  0.0000
1706887230.2268 231 254 269 277 263 277 254 196  0.0000
1706887230.2353 218 250 263 273 254 259 246 190  0.0000
1706887230.2435 217 253 259 267 251 255 247 200  0.0000
1706887230.2512 215 245 257 276 265 270 257 199  0.0000
1706887230.2589 224 257 264 271 255 266 252 194  0.0000
1706887230.2676 210 241 257 268 250 269 257 207  0.0000
1706887230.2752 209 240 260 277 263 276 248 193  0.0000
1706887230.2837 212 245 263 274 253 260 236 188  0.0000
1706887230.2908 220 259 263 271 256 257 251 200  0.0000
1706887230.2996 217 246 258 278 258 263 244 195  0.0000
1706887230.3073 210 252 258 268 252 258 243 192  0.0000
1706887230.3148 215 246 263 268 256 261 246 196  0.0000
1706887230.3234 209 253 264 263 260 265 249 195  0.0000
1706887230.3310 212 245 258 268 255 260 245 190  0.0000
1706887230.3393 215 254 267 279 259 264 244 194  0.0000
1706887230.3471 214 250 266 274 257 260 247 199  0.0000
1706887230.3548 210 250 266 272 256 260 261 210  0.0000
1706887230.3634 218 253 270 271 254 267 248 205  0.0000
1706887230.3708 215 245 261 264 258 284 272 207  0.0000
1706887230.3796 211 252 273 288 283 279 260 201  0.0000
1706887230.3872 231 280 292 286 267 276 253 203  0.0000
1706887230.3955 229 265 275 280 260 267 255 202  0.0000
1706887230.4032 210 246 257 269 256 269 251 190  0.0000
1706887230.4108 233 259 271 275 261 271 252 198  0.0000
1706887230.4194 215 250 265 275 254 258 242 179  0.0000
1706887230.4270 221 257 264 267 247 250 239 193  0.0000
1706887230.4357 215 235 244 259 250 258 250 198  0.0000
1706887230.4429 211 247 256 268 252 260 247 200  0.0000
1706887230.4517 199 224 245 269 254 260 251 200  0.0000
1706887230.4591 205 247 262 272 259 265 244 194  0.0000
1706887230.4668 203 250 260 270 253 255 242 192  0.0000
1706887230.4756 212 251 258 267 251 264 245 197  0.0000
1706887230.4832 213 253 266 273 259 258 242 187  0.0000
1706887230.4915 213 248 264 267 247 262 249 191  0.0000
1706887230.4992 206 236 256 271 253 259 250 211  0.0000
1706887230.5077 208 250 258 274 260 260 245 194  0.0000
1706887230.5153 208 244 259 269 256 263 246 199  0.0000
1706887230.5229 201 241 257 269 254 262 248 197  0.0000
1706887230.5316 213 248 263 273 260 264 246 199  0.0000
1706887230.5396 210 246 263 267 246 251 239 188  0.0000
1706887230.5483 220 248 258 269 248 253 247 197  0.0000
1706887230.5548 207 242 257 270 260 276 250 197  0.0000
1706887230.5636 208 246 260 276 254 257 246 189  0.0000
1706887230.5712 205 245 252 262 250 268 253 200  0.0000
1706887230.5788 210 245 264 267 256 266 243 192  0.0000
1706887230.5877 204 241 257 263 258 256 224 170  0.0000
1706887230.5948 216 254 264 265 231 231 223 180  0.0000
1706887230.6034 210 255 253 267 248 253 244 188  0.0000
1706887230.6112 205 253 254 243 228 242 233 179  0.0000
1706887230.6189 206 230 236 254 230 246 239 198  0.0000
1706887230.6276 184 228 247 265 248 263 238 186  0.0000
1706887230.6352 194 238 250 261 243 250 244 203  0.0000
1706887230.6433 213 246 269 273 258 259 243 195  0.0000
1706887230.6509 206 242 254 272 249 263 259 213  0.0000
1706887230.6597 198 242 255 264 258 276 254 197  0.0000
1706887230.6673 214 253 276 290 267 268 247 194  0.0000
1706887230.6749 232 257 261 260 249 259 247 201  0.0000
1706887230.6831 204 245 260 272 256 264 249 195  0.0000
1706887230.6914 215 251 265 266 247 263 247 189  0.0000
1706887230.6990 217 245 252 270 258 266 248 196  0.0000
1706887230.7068 206 255 261 274 250 257 238 197  0.0000
1706887230.7156 209 252 267 272 251 261 241 196  0.0000
1706887230.7231 208 251 256 264 249 253 239 192  0.0000
1706887230.7316 208 249 263 268 255 265 252 199  0.0000
1706887230.7390 210 253 258 272 254 258 246 188  0.0000
1706887230.7467 204 247 255 264 255 270 250 194  0.0000
1706887230.7555 195 239 262 270 254 263 247 191  0.0000
1706887230.7632 205 249 270 277 251 260 241 197  0.0000
1706887230.7707 205 246 257 268 242 256 241 185  0.0000
1706887230.7792 208 242 263 272 254 264 244 191  0.0000
1706887230.7870 214 249 266 269 249 259 247 192  0.0000
1706887230.7952 209 240 256 268 246 254 242 195  0.0000
1706887230.8029 207 248 254 267 252 261 249 188  0.0000
1706887230.8117 208 249 265 269 253 261 246 197  0.0000
1706887230.8192 200 244 262 273 254 264 261 221  0.0000
1706887230.8270 200 241 269 286 282 273 261 204  0.0000
1706887230.8347 225 274 290 283 261 262 248 193  0.0000
1706887230.8429 203 244 256 262 237 249 235 193  0.0000
1706887230.8517 232 265 282 277 252 262 247 193  0.0000
1706887230.8595 216 251 269 272 252 259 252 198  0.0000
1706887230.8669 211 248 264 271 251 258 236 182  0.0000
1706887230.8757 206 249 260 266 241 253 238 188  0.0000
1706887230.8834 198 236 262 264 251 263 244 198  0.0000
1706887230.8916 214 248 256 252 230 239 239 186  0.0000
1706887230.8993 203 232 242 262 245 259 248 194  0.0000
1706887230.9079 190 234 249 261 246 257 241 191  0.0000
1706887230.9154 198 243 259 267 244 252 242 189  0.0000
1706887230.9231 205 245 256 262 246 261 246 199  0.0000
1706887230.9308 199 239 258 262 249 259 241 183  0.0000
1706887230.9392 201 237 261 267 246 260 238 181  0.0000
1706887230.9469 207 247 263 266 248 255 238 189  0.0000
1706887230.9555 205 246 258 265 244 257 242 190  0.0000
1706887230.9630 204 243 258 260 243 242 238 183  0.0000
1706887230.9707 203 241 257 268 241 248 241 201  0.0000
1706887230.9795 197 236 246 258 245 257 236 194  0.0000
1706887230.9871 197 241 258 273 247 253 234 176  0.0000
1706887230.9954 203 239 251 264 246 256 244 192  0.0000
1706887231.0030 207 244 256 261 247 255 236 188  0.0000
1706887231.0116 191 237 259 273 248 257 234 185  0.0000
1706887231.0193 205 238 254 260 247 253 237 191  0.0000
1706887231.0270 205 241 250 256 242 248 242 187  0.0000
1706887231.0356 205 243 257 265 241 250 225 169  0.0000
1706887231.0427 201 239 251 263 249 248 242 186  0.0000
1706887231.0515 187 231 250 264 239 230 214 172  0.0000
1706887231.0590 201 242 241 245 225 241 229 187  0.0000
1706887231.0668 187 214 233 254 234 242 230 177  0.0000
1706887231.0756 188 233 247 252 230 243 230 187  0.0000
1706887231.0832 199 247 256 266 251 249 236 185  0.0000
1706887231.0913 188 237 245 257 238 250 237 193  0.0000
1706887231.0990 194 239 249 257 240 251 246 203  0.0000
1706887231.1077 191 235 252 271 269 271 258 192  0.0000
1706887231.1154 204 253 271 277 255 259 238 190  0.0000
1706887231.1231 200 241 258 263 246 253 240 182  0.0000
1706887231.1307 217 257 266 274 246 252 237 189  0.0000
1706887231.1388 215 251 256 263 250 251 233 188  0.0000
1706887231.1477 199 240 259 260 245 254 242 183  0.0000
1706887231.1553 203 246 254 257 250 254 242 189  0.0000
1706887231.1629 190 237 254 263 243 255 240 191  0.0000
1706887231.1717 201 244 254 258 245 254 240 191  0.0000
1706887231.1790 194 234 254 258 254 260 243 195  0.0000
1706887231.1876 196 245 256 265 251 254 236 194  0.0000
1706887231.1948 199 244 256 269 238 245 232 185  0.0000
1706887231.2035 203 244 253 262 243 246 245 193  0.0000
1706887231.2112 201 235 254 264 247 254 245 190  0.0000
1706887231.2190 201 243 256 265 245 247 239 194  0.0000
1706887231.2276 200 238 254 264 250 263 244 192  0.0000
1706887231.2353 200 236 250 263 248 253 236 188  0.0000
1706887231.2437 197 232 258 268 248 250 235 184  0.0000
1706887231.2512 210 248 259 271 241 250 241 188  0.0000
1706887231.2590 202 240 256 262 248 255 240 202  0.0000
1706887231.2676 207 247 253 261 256 270 257 193  0.0000
1706887231.2752 200 243 268 278 261 260 249 195  0.0000
1706887231.2829 193 228 250 263 242 257 240 188  0.0000
1706887231.2913 208 254 288 287 266 262 247 200  0.0000
1706887231.2988 228 261 269 270 250 256 236 189  0.0000
1706887231.3067 211 246 260 266 251 258 239 186  0.0000
1706887231.3153 206 247 258 269 248 242 228 181  0.0000
1706887231.3229 203 240 251 262 243 249 231 191  0.0000
1706887231.3317 201 242 249 254 232 237 231 183  0.0000
1706887231.3390 211 240 244 252 240 254 238 197  0.0000
1706887231.3477 183 219 240 258 240 250 234 185  0.0000
1706887231.3555 183 232 251 260 244 249 235 184  0.0000
1706887231.3629 200 234 253 272 251 254 236 187  0.0000
1706887231.3716 195 244 255 275 249 247 232 186  0.0000
1706887231.3792 199 240 249 264 244 253 232 182  0.0000
1706887231.3869 194 230 247 262 241 254 237 187  0.0000
1706887231.3953 199 241 251 262 242 255 238 186  0.0000
1706887231.4028 196 229 244 253 236 245 238 193  0.0000
1706887231.4116 199 237 251 262 249 251 240 186  0.0000
1706887231.4191 198 238 254 270 241 250 233 182  0.0000
1706887231.4269 192 240 251 257 242 251 237 185  0.0000
1706887231.4347 196 231 253 262 240 247 235 185  0.0000
1706887231.4429 201 239 250 259 245 255 233 184  0.0000
1706887231.4515 193 232 249 259 240 243 236 191  0.0000
1706887231.4592 197 229 250 259 248 259 246 194  0.0000
1706887231.4668 191 224 246 267 246 253 230 181  0.0000
1706887231.4757 198 238 255 262 249 255 235 176  0.0000
1706887231.4834 193 234 256 266 247 255 242 186  0.0000
1706887231.4916 194 241 254 261 242 243 220 156  0.0000
1706887231.4992 197 240 257 252 224 232 210 177  0.0000
1706887231.5070 198 221 226 239 220 238 229 182  0.0000
1706887231.5160 174 219 237 251 236 246 229 182  0.0000
1706887231.5237 194 228 248 261 242 255 236 190  0.0000
1706887231.5314 170 216 238 252 248 249 239 180  0.0000
1706887231.5395 186 226 246 261 237 244 237 189  0.0000
1706887231.5474 194 231 248 261 253 259 245 193  0.0000
1706887231.5552 188 232 255 271 247 254 235 189  0.0000
1706887231.5628 194 234 252 260 248 251 236 190  0.0000
1706887231.5716 192 240 266 272 256 257 240 188  0.0000
1706887231.5793 218 249 256 259 246 259 240 190  0.0000
1706887231.5868 202 237 246 261 251 252 237 186  0.0000
1706887231.5951 192 239 256 270 250 257 238 186  0.0000
1706887231.6029 187 230 253 261 243 248 234 181  0.0000
1706887231.6115 196 235 248 257 248 251 231 182  0.0000
1706887231.6192 199 238 260 266 252 247 242 188  0.0000
1706887231.6279 201 232 244 258 238 246 238 189  0.0000
1706887231.6355 193 227 242 257 241 251 238 192  0.0000
1706887231.6428 190 234 252 268 254 253 239 178  0.0000
1706887231.6515 197 236 252 258 246 250 240 185  0.0000
1706887231.6592 191 237 248 269 249 258 244 182  0.0000
1706887231.6669 193 242 257 264 247 253 237 178  0.0000
1706887231.6756 195 237 255 260 244 245 229 186  0.0000
1706887231.6828 193 230 249 259 244 248 239 190  0.0000
1706887231.6911 201 231 250 260 245 257 234 189  0.0000
1706887231.6988 202 238 248 258 247 247 240 184  0.0000
1706887231.7076 196 233 251 265 250 262 255 199  0.0000
1706887231.7153 195 235 252 267 259 265 251 198  0.0000
1706887231.7228 192 236 254 261 248 258 243 185  0.0000
1706887231.7315 197 242 266 277 271 268 248 198  0.0000
1706887231.7388 203 255 280 279 265 262 246 193  0.0000
1706887231.7467 220 252 262 267 250 255 235 189  0.0000
1706887231.7553 206 236 252 262 249 259 246 195  0.0000
1706887231.7628 195 236 247 267 250 257 241 190  0.0000
1706887231.7716 200 238 254 264 250 252 227 165  0.0000
1706887231.7792 207 243 259 272 231 235 227 178  0.0000
1706887231.7871 195 235 244 251 236 252 242 193  0.0000
1706887231.7955 181 226 244 255 244 247 237 185  0.0000
1706887231.8031 189 231 251 260 246 253 236 187  0.0000
1706887231.8116 187 226 239 253 243 256 241 183  0.0000
1706887231.8193 187 230 251 270 244 255 239 193  0.0000
1706887231.8269 195 236 249 259 248 259 240 188  0.0000
1706887231.8358 190 229 244 259 248 255 242 185  0.0000
1706887231.8430 184 230 250 269 245 255 239 182  0.0000
1706887231.8517 201 241 252 269 245 254 242 192  0.0000
1706887231.8592 193 237 247 254 237 244 238 186  0.0000
1706887231.8669 202 239 249 260 246 256 237 186  0.0000
1706887231.8756 196 235 260 258 244 254 239 188  0.0000
1706887231.8832 197 229 241 255 247 258 242 189  0.0000
1706887231.8915 191 230 246 260 249 257 231 179  0.0000
1706887231.8990 186 237 257 267 248 253 241 191  0.0000
1706887231.9068 193 240 250 259 244 247 234 187  0.0000
1706887231.9157 193 229 247 259 240 247 240 183  0.0000
1706887231.9233 199 233 247 259 246 256 242 192  0.0000
1706887231.9309 192 228 242 263 239 251 233 191  0.0000
1706887231.9393 192 228 250 262 242 256 225 175  0.0000
1706887231.9467 190 234 250 253 218 226 216 170  0.0000
1706887231.9556 186 218 231 244 223 245 227 184  0.0000
1706887231.9632 190 223 244 251 244 252 230 185  0.0000
1706887231.9708 174 205 229 252 238 246 229 182  0.0000
1706887231.9796 179 222 237 247 231 247 229 180  0.0000
1706887231.9882 184 234 249 255 235 250 245 198  0.0000
1706887231.9954 188 229 245 264 251 261 247 197  0.0000
1706887232.0030 189 224 245 254 249 263 239 192  0.0000
1706887232.0107 181 229 250 271 272 267 251 193  0.0000
1706887232.0194 194 243 269 274 254 254 238 189  0.0000
1706887232.0271 201 238 256 259 245 250 231 190  0.0000
1706887232.0357 203 236 246 260 242 257 242 195  0.0000
1706887232.0428 196 237 258 269 249 251 233 184  0.0000
1706887232.0517 196 230 249 257 240 253 234 184  0.0000
1706887232.0594 201 231 249 265 243 254 242 192  0.0000
1706887232.0670 185 229 241 261 244 253 241 188  0.0000
1706887232.0747 190 231 252 258 247 254 232 180  0.0000
1706887232.0833 196 241 254 260 242 247 233 192  0.0000
1706887232.0915 190 234 251 265 246 255 233 189  0.0000
1706887232.0992 199 239 248 264 244 259 235 183  0.0000
1706887232.1070 201 241 253 260 249 254 239 193  0.0000
1706887232.1157 190 232 242 257 239 250 240 193  0.0000
1706887232.1232 186 231 250 269 251 255 234 181  0.0000
1706887232.1309 196 232 251 260 252 259 236 186  0.0000
1706887232.1391 191 231 245 260 253 257 237 185  0.0000
1706887232.1469 192 237 254 266 249 251 235 200  0.0000
1706887232.1547 197 235 254 259 249 258 252 201  0.0000
1706887232.1634 192 231 250 266 243 260 243 190  0.0000
1706887232.1709 194 235 252 268 272 287 256 204  0.0000
1706887232.1797 201 250 276 281 268 271 251 199  0.0000
1706887232.1869 212 249 257 265 257 266 244 192  0.0000
1706887232.1953 192 240 249 263 255 257 238 184  0.0000
1706887232.2030 196 237 254 265 247 254 237 193  0.0000
1706887232.2116 206 239 254 261 245 256 237 176  0.0000
1706887232.2190 198 238 248 263 238 242 224 169  0.0000
1706887232.2268 193 229 239 245 231 246 234 188  0.0000
1706887232.2355 187 221 233 250 242 252 241 189  0.0000
1706887232.2428 182 220 240 254 247 257 242 196  0.0000
1706887232.2515 180 227 247 263 246 259 230 192  0.0000
1706887232.2589 194 234 252 263 249 259 238 184  0.0000
1706887232.2667 189 225 244 256 250 258 239 181  0.0000
1706887232.2756 190 237 252 266 253 249 231 180  0.0000
1706887232.2832 198 235 245 258 239 258 236 180  0.0000
1706887232.2916 191 225 250 263 254 253 245 187  0.0000
1706887232.2992 192 225 244 256 242 257 237 185  0.0000
1706887232.3067 192 234 251 260 245 252 234 185  0.0000
1706887232.3156 185 224 246 257 248 261 244 191  0.0000
1706887232.3233 194 233 247 259 250 255 235 184  0.0000
1706887232.3309 184 230 243 264 239 249 237 181  0.0000
1706887232.3392 195 236 251 258 244 251 242 196  0.0000
1706887232.3478 191 233 246 262 244 251 241 192  0.0000
1706887232.3554 191 229 245 265 239 250 229 178  0.0000
1706887232.3631 196 229 249 257 245 258 244 197  0.0000
1706887232.3708 189 227 242 263 252 254 232 182  0.0000
1706887232.3794 191 233 252 265 244 251 221 166  0.0000
1706887232.3871 196 232 244 246 221 234 216 170  0.0000
1706887232.3953 187 222 229 248 235 252 233 180  0.0000
1706887232.4029 198 225 239 248 235 241 229 184  0.0000
1706887232.4117 174 206 217 246 236 247 229 182  0.0000
1706887232.4194 170 212 230 251 236 247 228 184  0.0000
1706887232.4270 182 222 241 257 240 251 244 193  0.0000
1706887232.4348 187 227 244 258 250 263 249 196  0.0000
1706887232.4430 186 220 240 259 244 263 247 178  0.0000
1706887232.4516 182 230 246 275 261 266 243 190  0.0000
1706887232.4593 196 251 272 274 255 257 243 188  0.0000
1706887232.4670 208 233 240 256 243 253 234 188  0.0000
1706887232.4747 196 226 248 267 244 256 242 194  0.0000
1706887232.4833 197 232 250 260 246 252 233 186  0.0000
1706887232.4916 190 224 242 263 246 247 233 190  0.0000
1706887232.4992 187 233 250 265 251 256 245 189  0.0000
1706887232.5069 195 234 247 262 247 251 234 185  0.0000
1706887232.5147 193 236 249 263 239 254 242 185  0.0000
1706887232.5234 187 229 245 259 246 257 240 185  0.0000
1706887232.5308 198 236 246 262 241 256 238 187  0.0000
1706887232.5394 198 233 243 255 240 252 238 194  0.0000
1706887232.5471 193 231 246 259 255 269 249 196  0.0000
1706887232.5549 190 232 249 259 248 256 245 191  0.0000
1706887232.5637 199 236 250 262 248 255 241 188  0.0000
1706887232.5712 196 236 252 265 248 256 237 192  0.0000
1706887232.5787 197 237 251 262 247 255 233 180  0.0000
1706887232.5875 194 236 249 257 242 248 241 204  0.0000
1706887232.5957 194 233 249 261 253 261 252 203  0.0000
1706887232.6034 190 228 241 256 244 258 252 200  0.0000
1706887232.6111 198 229 248 268 264 276 256 202  0.0000
1706887232.6195 203 243 271 285 269 272 252 195  0.0000
1706887232.6272 212 252 262 275 260 265 237 188  0.0000
1706887232.6350 201 242 251 262 249 253 235 181  0.0000
1706887232.6432 205 236 255 265 247 260 242 192  0.0000
1706887232.6509 203 242 247 256 251 255 246 184  0.0000
1706887232.6597 204 237 249 261 240 239 218 176  0.0000
1706887232.6671 198 235 241 244 232 245 240 199  0.0000
1706887232.6749 183 215 238 252 246 252 242 190  0.0000
1706887232.6833 184 219 237 259 247 256 237 187  0.0000
1706887232.6916 185 226 249 260 244 253 245 188  0.0000
1706887232.6993 191 234 253 265 248 254 237 192  0.0000
1706887232.7079 192 237 248 263 245 248 233 195  0.0000
1706887232.7155 198 236 251 256 242 251 235 183  0.0000
1706887232.7232 194 231 239 257 245 249 237 182  0.0000
1706887232.7309 193 234 250 258 251 262 242 190  0.0000
1706887232.7391 191 232 242 254 244 255 240 186  0.0000
1706887232.7469 194 223 237 253 247 258 237 192  0.0000
1706887232.7555 192 229 251 264 253 256 241 182  0.0000
1706887232.7631 204 239 248 258 242 253 238 189  0.0000
1706887232.7708 196 236 247 255 236 247 234 189  0.0000
1706887232.7796 199 228 248 257 243 248 242 189  0.0000
1706887232.7872 192 231 241 257 244 257 244 189  0.0000
1706887232.7956 194 223 237 248 240 254 233 191  0.0000
1706887232.8030 189 224 245 265 253 261 246 187  0.0000
1706887232.8117 190 237 250 260 244 253 231 185  0.0000
1706887232.8194 193 228 242 259 244 249 224 169  0.0000
1706887232.8270 198 234 248 255 223 228 211 171  0.0000
1706887232.8348 195 227 230 253 232 243 235 183  0.0000
1706887232.8430 196 227 229 247 234 248 229 185  0.0000
1706887232.8507 185 211 219 240 228 248 236 185  0.0000
1706887232.8594 169 216 233 254 238 246 235 184  0.0000
1706887232.8671 183 225 238 250 242 250 240 197  0.0000
1706887232.8749 190 230 244 256 244 261 251 193  0.0000
1706887232.8836 195 234 248 262 250 263 244 184  0.0000
1706887232.8908 195 227 243 264 257 269 249 191  0.0000
1706887232.8996 199 249 263 271 254 257 241 189  0.0000
1706887232.9073 209 235 236 250 242 251 237 193  0.0000
1706887232.9152 193 236 237 264 246 253 234 187  0.0000
1706887232.9229 201 235 248 257 251 255 245 193  0.0000
1706887232.9316 191 231 247 261 247 252 233 186  0.0000
1706887232.9397 189 231 253 265 248 251 235 185  0.0000
1706887232.9475 194 233 250 260 247 257 239 190  0.0000
1706887232.9550 192 229 246 262 247 248 241 192  0.0000
1706887232.9628 194 230 250 254 238 250 238 191  0.0000
1706887232.9716 196 231 247 262 245 260 239 189  0.0000
1706887232.9790 185 227 241 258 246 255 243 186  0.0000
1706887232.9867 196 235 249 262 248 257 246 186  0.0000
