% Edge sensor logfile normalized 'log_20231228_111734.253/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1703758655.9615 409 466 432 470 740 995 790 573  0.0494
1703758655.9693 415 457 417 454 724 977 798 567  0.0485
1703758655.9766 405 469 436 472 726 1000 837 618  0.0526
1703758655.9856 422 476 432 456 716 1000 815 598  0.0500
1703758655.9934 402 466 432 472 714 1000 820 610  0.0507
1703758656.0016 412 471 417 450 692 985 840 638  0.0514
1703758656.0094 429 478 436 470 706 1000 842 638  0.0525
1703758656.0175 402 462 404 443 670 975 827 632  0.0492
1703758656.0255 379 455 404 436 676 960 837 632  0.0498
1703758656.0335 396 466 417 443 664 965 852 649  0.0507
1703758656.0414 419 482 419 450 680 982 865 669  0.0535
1703758656.0495 409 473 426 443 654 963 870 652  0.0507
1703758656.0574 382 469 417 432 636 951 857 669  0.0508
1703758656.0654 402 476 434 443 650 968 890 669  0.0521
1703758656.0734 402 473 434 445 638 965 915 680  0.0526
1703758656.0813 379 466 419 434 618 938 882 658  0.0493
1703758656.0893 412 478 443 452 634 965 910 686  0.0528
1703758656.0973 432 489 458 454 636 958 920 694  0.0535
1703758656.1053 412 480 443 443 626 951 905 683  0.0520
1703758656.1133 386 489 445 445 624 960 935 686  0.0524
1703758656.1213 415 494 449 456 630 948 920 692  0.0529
1703758656.1292 412 501 456 454 626 958 925 700  0.0536
1703758656.1371 405 492 436 441 608 936 907 652  0.0488
1703758656.1452 402 471 432 439 616 941 945 703  0.0529
1703758656.1534 415 519 468 474 642 970 967 697  0.0542
1703758656.1613 405 482 441 452 628 963 932 632  0.0493
1703758656.1693 389 464 430 425 608 958 955 666  0.0505
1703758656.1772 432 501 458 470 640 997 952 689  0.0538
1703758656.1850 429 487 449 463 642 980 952 694  0.0541
1703758656.1930 429 494 451 452 638 982 940 658  0.0515
1703758656.2013 422 485 453 454 636 987 932 646  0.0507
1703758656.2092 409 492 451 454 638 985 950 683  0.0532
1703758656.2172 432 485 464 456 634 977 925 663  0.0514
1703758656.2250 445 476 451 447 628 968 907 646  0.0498
1703758656.2329 422 480 443 456 630 977 915 672  0.0517
1703758656.2411 462 514 466 463 644 953 920 683  0.0530
1703758656.2491 429 480 445 443 612 924 902 652  0.0487
1703758656.2570 405 469 443 445 606 929 877 661  0.0488
1703758656.2650 432 485 447 465 612 929 890 661  0.0492
1703758656.2729 438 492 468 461 632 938 895 669  0.0509
1703758656.2808 438 482 441 465 612 916 895 655  0.0487
1703758656.2890 415 478 438 445 598 914 887 649  0.0475
1703758656.2968 422 478 460 467 620 931 902 672  0.0505
1703758656.3048 432 476 449 463 614 919 892 672  0.0500
1703758656.3130 412 462 434 450 590 902 865 635  0.0456
1703758656.3209 435 485 449 476 620 921 895 666  0.0499
1703758656.3289 438 485 468 476 618 926 890 652  0.0488
1703758656.3371 419 476 456 476 620 921 877 666  0.0496
1703758656.3449 422 448 443 470 626 907 897 663  0.0497
1703758656.3530 429 480 451 467 624 916 887 672  0.0503
1703758656.3610 458 478 453 476 630 936 900 658  0.0501
1703758656.3690 415 464 428 454 614 911 862 638  0.0469
1703758656.3770 389 451 426 465 624 921 887 666  0.0500
1703758656.3850 435 489 460 487 652 965 892 689  0.0539
1703758656.3929 409 453 436 465 638 941 847 644  0.0486
1703758656.4009 392 439 411 447 632 941 847 646  0.0484
1703758656.4089 422 476 449 476 652 953 880 646  0.0503
1703758656.4168 396 462 447 467 666 958 867 646  0.0509
1703758656.4249 415 473 449 470 656 938 857 632  0.0490
1703758656.4329 392 446 430 463 646 943 855 607  0.0471
1703758656.4407 399 471 460 496 658 960 885 661  0.0518
1703758656.4487 435 476 458 487 664 960 852 638  0.0499
1703758656.4568 409 466 445 487 674 973 872 658  0.0524
1703758656.4646 399 457 451 478 674 968 867 638  0.0509
1703758656.4727 445 492 483 516 688 982 872 644  0.0523
1703758656.4808 396 460 443 476 678 982 847 627  0.0501
1703758656.4887 379 451 430 474 678 970 842 624  0.0497
1703758656.4976 409 469 458 483 692 992 852 612  0.0503
1703758656.5047 415 492 466 490 712 1000 860 624  0.0527
1703758656.5127 415 487 458 485 694 1000 852 607  0.0502
1703758656.5206 386 457 458 478 698 1000 850 624  0.0512
1703758656.5286 415 480 464 487 694 1000 860 601  0.0501
1703758656.5376 399 487 468 483 716 1000 855 604  0.0518
1703758656.5455 389 460 445 472 712 1000 832 562  0.0490
1703758656.5526 402 480 473 503 720 1000 867 576  0.0514
1703758656.5606 442 496 490 505 736 1000 870 612  0.0543
1703758656.5696 412 480 462 492 722 1000 852 593  0.0517
1703758656.5776 405 480 473 496 728 1000 840 604  0.0523
1703758656.5854 402 482 471 505 726 1000 850 610  0.0529
1703758656.5934 412 492 481 509 714 1000 855 601  0.0517
1703758656.6018 386 476 456 492 684 992 820 598  0.0480
1703758656.6096 372 478 475 494 696 987 857 607  0.0504
1703758656.6175 402 496 486 523 706 1000 875 632  0.0531
1703758656.6255 392 482 466 492 680 963 832 596  0.0480
1703758656.6333 369 471 462 465 656 955 820 579  0.0453
1703758656.6412 402 489 483 487 664 968 837 598  0.0473
1703758656.6497 392 489 492 485 664 970 837 618  0.0484
1703758656.6575 369 485 488 481 660 965 847 593  0.0472
1703758656.6654 372 469 477 465 648 965 840 590  0.0462
1703758656.6734 405 489 486 503 654 973 870 615  0.0486
1703758656.6812 396 482 486 467 632 953 857 601  0.0463
1703758656.6891 405 492 488 478 636 958 867 607  0.0471
1703758656.6973 409 507 501 496 636 960 877 629  0.0485
1703758656.7054 422 496 516 494 634 975 900 638  0.0496
1703758656.7133 386 487 490 476 628 941 882 618  0.0474
1703758656.7213 392 462 479 463 606 943 890 621  0.0468
1703758656.7291 405 503 494 476 614 943 892 641  0.0483
1703758656.7372 432 494 501 490 630 955 905 661  0.0506
1703758656.7452 422 492 488 472 618 938 882 646  0.0485
1703758656.7532 402 487 475 461 602 936 902 669  0.0496
1703758656.7612 429 505 492 463 610 946 895 669  0.0500
1703758656.7692 425 498 477 465 620 936 897 683  0.0514
1703758656.7770 399 478 468 445 598 914 905 675  0.0495
1703758656.7851 445 519 496 474 628 948 925 706  0.0535
1703758656.7931 471 521 496 478 632 941 930 720  0.0536
1703758656.8011 429 503 490 467 618 924 912 689  0.0517
1703758656.8089 432 523 483 467 620 948 920 717  0.0532
1703758656.8171 448 510 475 470 624 931 922 706  0.0531
1703758656.8250 445 517 486 472 620 943 915 703  0.0531
1703758656.8331 422 487 466 450 610 916 915 683  0.0508
1703758656.8411 448 498 468 481 620 938 922 694  0.0525
1703758656.8491 475 512 488 485 642 977 952 723  0.0545
1703758656.8570 452 489 464 447 620 929 897 680  0.0511
1703758656.8650 432 485 460 458 614 921 885 672  0.0499
1703758656.8732 465 519 479 467 630 933 887 666  0.0504
1703758656.8810 455 507 464 472 628 931 907 683  0.0518
1703758656.8890 452 507 468 465 640 951 887 677  0.0520
1703758656.8969 458 487 451 452 634 951 872 649  0.0494
1703758656.9052 471 507 471 478 664 982 910 686  0.0545
1703758656.9133 478 501 458 478 656 965 887 652  0.0512
1703758656.9214 475 505 468 461 650 975 887 652  0.0510
1703758656.9294 471 503 466 463 648 1000 907 683  0.0535
1703758656.9374 498 521 488 483 656 1000 905 669  0.0529
1703758656.9452 445 492 471 458 656 982 880 652  0.0512
1703758656.9532 425 487 468 447 638 985 872 635  0.0491
1703758656.9615 458 498 471 476 654 992 877 663  0.0519
1703758656.9694 462 501 483 481 678 1000 900 666  0.0537
1703758656.9773 445 492 460 458 640 973 872 663  0.0510
1703758656.9847 429 494 449 452 644 973 882 663  0.0513
1703758656.9927 455 519 475 458 646 987 895 692  0.0540
1703758657.0008 438 507 466 461 638 958 880 666  0.0511
1703758657.0090 425 487 438 427 638 951 840 652  0.0491
1703758657.0169 438 514 471 456 656 963 875 689  0.0540
1703758657.0247 458 514 481 472 662 965 887 692  0.0546
1703758657.0327 432 498 460 450 658 958 865 663  0.0516
1703758657.0418 429 501 471 461 682 985 887 686  0.0554
1703758657.0488 438 507 460 461 678 995 907 703  0.0565
1703758657.0570 435 507 477 472 694 992 902 677  0.0555
1703758657.0649 412 482 451 458 676 965 872 655  0.0523
1703758657.0727 409 492 460 470 696 1000 905 697  0.0573
1703758657.0807 445 505 473 503 708 1000 927 694  0.0581
1703758657.0896 432 480 451 476 680 987 872 666  0.0534
1703758657.0967 396 464 441 472 680 975 890 644  0.0522
1703758657.1049 432 494 468 498 690 1000 880 669  0.0544
1703758657.1127 419 480 462 490 696 1000 882 652  0.0536
1703758657.1206 399 482 468 498 696 992 877 658  0.0539
1703758657.1286 399 476 456 498 696 977 867 638  0.0524
1703758657.1375 422 487 481 514 718 1000 895 677  0.0575
1703758657.1446 422 469 475 503 686 995 857 604  0.0497
1703758657.1528 415 485 509 516 692 1000 875 615  0.0511
1703758657.1608 405 489 516 509 704 1000 860 590  0.0504
1703758657.1686 435 501 531 534 716 1000 850 598  0.0517
1703758657.1766 396 489 509 509 696 997 852 581  0.0491
1703758657.1855 399 492 509 494 690 992 830 556  0.0471
1703758657.1936 425 496 535 525 714 1000 845 553  0.0496
1703758657.2007 425 512 539 523 728 1000 847 559  0.0510
1703758657.2097 429 517 522 505 722 1000 812 542  0.0485
1703758657.2176 396 494 503 505 724 1000 817 556  0.0493
1703758657.2255 435 523 509 501 730 1000 837 567  0.0509
1703758657.2336 445 521 516 507 734 1000 805 545  0.0492
1703758657.2415 415 501 488 490 718 992 773 539  0.0461
1703758657.2496 445 517 498 527 765 1000 802 545  0.0515
1703758657.2575 465 530 505 532 757 1000 832 550  0.0525
1703758657.2655 452 521 505 525 763 1000 812 533  0.0514
1703758657.2735 438 535 481 527 771 1000 815 539  0.0522
1703758657.2816 485 535 494 527 767 1000 815 548  0.0523
1703758657.2895 504 551 505 527 773 1000 793 533  0.0512
1703758657.2975 465 523 490 516 757 997 793 514  0.0496
1703758657.3055 481 530 498 549 779 1000 820 553  0.0539
1703758657.3133 521 553 528 578 793 1000 822 567  0.0561
1703758657.3217 514 526 503 538 759 1000 810 548  0.0518
1703758657.3286 504 526 501 552 751 1000 802 528  0.0507
1703758657.3376 541 555 526 554 775 1000 812 545  0.0532
1703758657.3456 534 544 524 558 767 1000 807 545  0.0526
1703758657.3536 534 555 535 545 751 1000 798 548  0.0509
1703758657.3614 537 548 518 547 740 980 800 548  0.0502
1703758657.3696 557 574 550 552 755 1000 822 590  0.0539
1703758657.3776 547 569 543 532 714 995 795 562  0.0479
1703758657.3855 534 574 546 534 720 992 802 562  0.0488
1703758657.3935 551 585 550 521 700 995 810 590  0.0482
1703758657.4015 561 603 556 512 698 980 812 590  0.0482
1703758657.4094 521 571 541 492 670 975 802 564  0.0449
1703758657.4175 508 560 531 485 666 958 802 553  0.0442
1703758657.4254 511 574 552 494 670 990 825 615  0.0482
1703758657.4334 547 578 552 478 666 1000 842 615  0.0487
1703758657.4414 514 562 528 467 634 975 830 564  0.0443
1703758657.4494 495 539 520 467 634 985 855 618  0.0476
1703758657.4574 518 539 526 461 632 985 880 652  0.0501
1703758657.4654 504 553 516 434 624 965 860 627  0.0475
1703758657.4733 478 526 486 416 606 936 875 655  0.0484
1703758657.4812 511 539 494 432 628 985 900 661  0.0508
1703758657.4893 534 553 494 425 600 960 895 661  0.0493
1703758657.4971 501 535 471 403 606 955 907 658  0.0494
1703758657.5054 488 537 449 407 604 955 920 683  0.0512
1703758657.5134 495 528 458 410 606 960 907 692  0.0520
1703758657.5213 498 544 453 410 600 953 892 683  0.0508
1703758657.5291 465 498 432 399 582 924 887 677  0.0491
1703758657.5371 471 510 449 421 594 943 912 706  0.0520
1703758657.5451 498 523 464 427 606 968 932 723  0.0528
1703758657.5533 458 505 432 419 580 936 920 703  0.0514
1703758657.5613 448 492 443 430 586 943 942 692  0.0511
1703758657.5692 485 503 451 432 598 946 940 731  0.0522
1703758657.5770 471 512 451 436 606 948 935 723  0.0526
1703758657.5850 462 498 449 427 612 948 920 703  0.0528
1703758657.5931 462 494 441 447 596 929 927 709  0.0518
1703758657.6012 465 501 460 467 626 973 937 759  0.0537
1703758657.6092 455 478 462 452 606 975 907 680  0.0512
1703758657.6170 425 498 479 454 630 960 917 683  0.0524
1703758657.6249 442 498 471 465 636 975 932 720  0.0542
1703758657.6329 452 507 488 463 658 997 925 706  0.0555
1703758657.6410 409 487 462 456 638 987 907 686  0.0532
1703758657.6490 402 496 462 458 644 995 885 669  0.0520
1703758657.6571 422 492 475 458 664 1000 895 709  0.0558
1703758657.6649 422 510 481 470 678 1000 912 697  0.0563
1703758657.6728 432 494 473 465 666 1000 880 658  0.0522
1703758657.6810 409 482 473 474 688 1000 905 672  0.0548
1703758657.6888 422 498 479 483 698 1000 905 689  0.0567
1703758657.6967 422 498 475 487 690 1000 900 686  0.0560
1703758657.7049 412 485 475 481 678 982 862 663  0.0529
1703758657.7129 455 492 496 507 694 1000 862 661  0.0537
1703758657.7207 438 505 492 518 694 1000 890 661  0.0542
1703758657.7289 432 498 492 501 688 987 850 644  0.0518
1703758657.7368 445 507 498 512 698 975 855 666  0.0542
1703758657.7447 432 507 492 509 696 970 862 677  0.0552
1703758657.7528 448 519 505 521 692 948 830 655  0.0523
1703758657.7607 399 485 486 487 670 933 810 627  0.0480
1703758657.7687 425 505 501 525 700 963 845 675  0.0550
1703758657.7769 455 523 535 536 710 985 855 686  0.0574
1703758657.7848 435 505 494 503 696 968 845 669  0.0542
1703758657.7926 412 496 516 521 690 955 830 663  0.0529
1703758657.8008 448 523 524 538 706 955 840 689  0.0571
1703758657.8086 435 517 526 543 702 973 847 680  0.0558
1703758657.8167 438 521 531 532 706 951 835 649  0.0532
1703758657.8250 432 510 526 536 696 931 817 658  0.0524
1703758657.8328 475 546 543 563 726 958 867 700  0.0609
1703758657.8407 452 535 528 541 698 946 820 652  0.0522
1703758657.8489 465 528 520 538 724 948 807 663  0.0554
1703758657.8567 475 551 520 558 744 963 822 638  0.0559
1703758657.8648 511 564 546 569 746 965 845 661  0.0588
1703758657.8728 455 535 537 565 744 982 810 641  0.0559
1703758657.8808 478 542 513 554 751 960 805 618  0.0544
1703758657.8887 501 544 531 545 748 960 805 627  0.0545
1703758657.8967 504 555 531 578 775 997 800 610  0.0561
1703758657.9047 471 544 539 552 740 965 788 579  0.0508
1703758657.9128 471 546 541 563 761 977 795 598  0.0538
1703758657.9207 485 546 546 585 773 1000 795 610  0.0560
1703758657.9297 488 555 556 580 779 987 780 598  0.0547
1703758657.9376 465 539 537 567 755 975 788 556  0.0515
1703758657.9456 491 562 571 587 793 1000 795 573  0.0555
1703758657.9528 498 569 573 592 777 1000 810 564  0.0552
1703758657.9606 478 567 563 574 761 985 788 573  0.0528
1703758657.9686 485 564 578 580 761 987 807 596  0.0549
1703758657.9776 481 569 578 589 759 1000 832 596  0.0561
1703758657.9854 508 574 567 554 738 995 820 579  0.0522
1703758657.9936 471 558 552 541 724 985 802 567  0.0495
1703758658.0007 495 576 580 565 732 1000 840 610  0.0540
1703758658.0096 491 601 595 574 744 1000 850 604  0.0553
1703758658.0166 478 564 550 518 690 1000 842 612  0.0499
1703758658.0256 445 546 539 514 686 997 840 573  0.0478
1703758658.0334 501 562 554 503 690 1000 860 612  0.0504
1703758658.0416 495 571 533 501 690 1000 847 612  0.0500
1703758658.0497 488 560 522 490 666 985 845 581  0.0471
1703758658.0576 491 523 513 463 646 985 837 601  0.0467
1703758658.0656 518 560 518 496 658 977 877 641  0.0505
1703758658.0734 488 544 496 458 636 953 837 601  0.0459
1703758658.0813 501 537 507 463 638 943 860 627  0.0479
1703758658.0895 498 528 503 472 628 953 880 652  0.0495
1703758658.0974 521 537 490 474 626 955 895 680  0.0517
1703758658.1055 485 519 477 463 622 924 890 677  0.0508
1703758658.1135 478 512 479 463 600 916 890 658  0.0483
1703758658.1213 491 512 477 472 600 924 912 700  0.0519
