% Edge sensor logfile normalized 'log_20231228_094248.370/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1703752972.1734 422 494 505 525 536 506 466 497  0.0000
1703752972.1811 422 494 481 490 516 469 443 440  0.0000
1703752972.1890 372 471 477 478 500 474 451 437  0.0000
1703752972.1973 392 485 494 503 524 493 446 474  0.0000
1703752972.2056 405 487 492 496 514 462 453 435  0.0000
1703752972.2133 392 492 481 494 512 462 438 440  0.0000
1703752972.2213 372 462 477 494 524 484 436 474  0.0000
1703752972.2294 432 501 498 507 534 498 458 480  0.0000
1703752972.2373 402 485 481 494 524 496 463 468  0.0000
1703752972.2453 409 487 488 498 524 479 438 468  0.0000
1703752972.2533 392 476 507 498 528 488 458 471  0.0000
1703752972.2613 405 473 490 490 520 488 438 449  0.0000
1703752972.2693 363 457 466 476 500 462 438 451  0.0000
1703752972.2774 415 487 492 498 530 476 441 463  0.0000
1703752972.2853 396 482 483 487 526 476 446 451  0.0000
1703752972.2933 419 473 490 503 524 471 433 429  0.0000
1703752972.3013 376 469 479 505 520 469 453 460  0.0000
1703752972.3091 435 494 503 512 520 481 466 480  0.0000
1703752972.3173 389 476 486 498 514 457 453 460  0.0000
1703752972.3254 369 480 479 505 530 474 441 460  0.0000
1703752972.3331 396 476 490 498 522 466 456 471  0.0000
1703752972.3412 409 492 507 518 526 491 451 477  0.0000
1703752972.3492 363 462 475 487 516 466 436 440  0.0000
1703752972.3571 392 478 481 514 530 496 453 463  0.0000
1703752972.3651 422 485 490 505 522 491 471 485  0.0000
1703752972.3735 405 466 477 496 516 476 433 477  0.0000
1703752972.3812 396 469 462 487 522 466 443 457  0.0000
1703752972.3892 425 496 490 514 556 523 453 483  0.0000
1703752972.3972 405 492 490 507 528 459 441 454  0.0000
1703752972.4051 359 469 468 478 506 469 436 440  0.0000
1703752972.4131 409 482 486 512 528 471 438 460  0.0000
1703752972.4213 422 473 501 507 528 496 451 474  0.0000
1703752972.4292 386 462 486 496 502 469 428 449  0.0000
1703752972.4374 402 482 488 518 526 459 441 460  0.0000
1703752972.4454 442 501 498 521 538 491 456 480  0.0000
1703752972.4531 409 469 475 505 518 474 441 446  0.0000
1703752972.4614 402 478 471 481 518 471 428 457  0.0000
1703752972.4694 392 482 488 492 530 469 461 466  0.0000
1703752972.4772 389 482 488 490 518 491 443 446  0.0000
1703752972.4853 363 462 475 501 512 457 421 418  0.0000
1703752972.4934 422 498 498 501 528 488 456 474  0.0000
1703752972.5011 419 503 505 509 536 501 458 497  0.0000
1703752972.5094 399 469 486 505 526 469 438 483  0.0000
1703752972.5174 425 487 486 503 528 484 441 477  0.0000
1703752972.5252 419 507 496 512 528 496 456 528  0.0000
1703752972.5332 399 485 475 503 516 466 423 446  0.0000
1703752972.5413 386 476 471 498 522 469 436 457  0.0000
1703752972.5490 392 478 494 509 526 484 446 440  0.0000
1703752972.5574 409 482 486 483 510 464 436 426  0.0000
1703752972.5654 382 471 479 496 516 449 426 443  0.0000
1703752972.5731 389 471 488 487 528 488 446 463  0.0000
1703752972.5811 402 482 498 496 532 491 461 505  0.0000
1703752972.5891 386 473 490 507 528 469 446 454  0.0000
1703752972.5971 399 464 486 498 520 486 456 471  0.0000
1703752972.6053 405 485 492 518 538 513 456 494  0.0000
1703752972.6133 405 473 494 501 520 464 438 457  0.0000
1703752972.6210 389 482 468 481 497 462 441 446  0.0000
1703752972.6291 429 485 486 505 526 471 448 451  0.0000
1703752972.6371 425 482 486 505 524 511 451 468  0.0000
1703752972.6450 396 482 471 494 516 454 428 432  0.0000
1703752972.6531 386 473 488 492 524 469 456 463  0.0000
1703752972.6612 409 482 511 521 532 508 473 463  0.0000
1703752972.6689 405 489 492 512 524 476 448 468  0.0000
1703752972.6769 396 476 479 481 512 466 438 446  0.0000
1703752972.6851 415 482 507 503 534 481 443 477  0.0000
1703752972.6928 415 496 494 501 524 493 436 446  0.0000
1703752972.7008 402 480 481 490 516 476 423 449  0.0000
1703752972.7091 396 478 494 487 520 479 451 466  0.0000
1703752972.7168 422 485 513 518 528 501 458 471  0.0000
1703752972.7249 389 480 494 507 526 486 441 440  0.0000
1703752972.7331 379 473 490 490 512 464 448 449  0.0000
1703752972.7408 419 476 490 498 530 471 448 454  0.0000
1703752972.7488 389 480 490 498 518 481 448 443  0.0000
1703752972.7569 366 455 477 481 512 462 433 457  0.0000
1703752972.7648 396 485 488 496 524 476 436 468  0.0000
1703752972.7728 422 498 494 505 532 493 453 466  0.0000
1703752972.7809 389 469 496 496 528 474 438 457  0.0000
1703752972.7887 419 489 486 503 524 469 446 449  0.0000
1703752972.7967 415 492 505 514 536 501 456 471  0.0000
1703752972.8049 369 476 479 487 518 474 448 471  0.0000
1703752972.8126 366 469 483 503 512 462 438 443  0.0000
1703752972.8209 405 482 483 492 526 479 456 457  0.0000
1703752972.8289 392 473 498 501 514 466 441 443  0.0000
1703752972.8366 386 478 466 476 508 471 421 460  0.0000
1703752972.8446 399 494 496 525 536 479 451 463  0.0000
1703752972.8537 409 489 505 521 530 488 443 474  0.0000
1703752972.8616 409 478 486 501 526 471 448 463  0.0000
1703752972.8687 392 460 473 487 514 471 436 463  0.0000
1703752972.8769 405 501 501 518 540 501 451 471  0.0000
1703752972.8846 389 469 488 492 520 459 441 451  0.0000
1703752972.8926 356 460 473 483 504 464 438 457  0.0000
1703752972.9017 405 489 501 494 522 459 453 463  0.0000
1703752972.9095 412 482 496 525 536 481 451 471  0.0000
1703752972.9167 382 462 477 481 512 462 411 437  0.0000
1703752972.9257 409 496 501 521 534 484 453 480  0.0000
1703752972.9327 409 505 503 514 528 493 456 468  0.0000
1703752972.9407 402 471 483 496 522 474 446 457  0.0000
1703752972.9487 382 478 486 481 504 469 426 443  0.0000
1703752972.9568 399 485 501 523 534 498 473 471  0.0000
1703752972.9648 396 471 483 496 520 452 426 451  0.0000
1703752972.9729 405 476 481 494 518 462 431 460  0.0000
1703752972.9806 399 485 490 487 520 481 431 466  0.0000
1703752972.9887 419 501 492 521 532 484 448 466  0.0000
1703752972.9967 389 482 486 492 518 471 438 451  0.0000
1703752973.0048 389 482 479 492 512 469 448 480  0.0000
1703752973.0128 405 492 490 496 524 474 446 451  0.0000
1703752973.0209 399 480 490 496 520 484 446 474  0.0000
1703752973.0286 386 471 475 485 520 457 451 446  0.0000
1703752973.0366 399 485 503 518 538 488 446 468  0.0000
1703752973.0449 435 498 498 496 516 476 438 468  0.0000
1703752973.0527 389 478 481 503 528 469 446 451  0.0000
1703752973.0608 419 503 481 501 534 481 446 457  0.0000
1703752973.0688 415 498 496 496 530 493 456 483  0.0000
1703752973.0768 399 478 488 509 514 474 436 454  0.0000
1703752973.0849 386 480 475 476 520 476 443 440  0.0000
1703752973.0931 409 489 496 492 528 476 446 460  0.0000
1703752973.1011 392 476 486 485 518 471 438 457  0.0000
1703752973.1094 366 460 486 498 508 471 448 423  0.0000
1703752973.1174 415 478 488 501 518 474 461 488  0.0000
1703752973.1251 412 487 494 505 526 486 448 471  0.0000
1703752973.1331 412 480 473 492 512 442 418 443  0.0000
1703752973.1413 386 473 488 514 530 488 446 477  0.0000
1703752973.1490 422 503 498 503 532 486 458 483  0.0000
1703752973.1574 382 469 479 483 530 481 443 466  0.0000
1703752973.1655 379 466 468 476 512 484 441 451  0.0000
1703752973.1733 409 487 492 512 540 506 466 480  0.0000
1703752973.1806 415 482 496 492 530 481 438 446  0.0000
1703752973.1897 379 462 479 492 502 447 436 449  0.0000
1703752973.1974 399 476 501 503 528 484 463 454  0.0000
1703752973.2056 422 485 501 514 536 493 471 491  0.0000
1703752973.2138 392 473 483 492 526 462 433 446  0.0000
1703752973.2215 389 473 475 485 516 476 453 466  0.0000
1703752973.2286 422 494 507 523 542 498 448 471  0.0000
1703752973.2377 425 487 486 498 518 486 443 457  0.0000
1703752973.2454 402 476 488 509 534 496 453 449  0.0000
1703752973.2534 389 476 477 496 524 481 453 466  0.0000
1703752973.2615 402 480 503 527 530 469 448 474  0.0000
1703752973.2693 386 466 462 478 497 466 448 451  0.0000
1703752973.2775 412 492 492 507 518 488 456 466  0.0000
1703752973.2855 415 476 481 496 520 479 446 463  0.0000
1703752973.2932 379 462 490 492 524 484 451 466  0.0000
1703752973.3013 372 478 479 494 520 454 431 449  0.0000
1703752973.3094 399 489 503 518 546 501 463 497  0.0000
1703752973.3173 415 464 473 481 512 476 433 463  0.0000
1703752973.3255 389 487 494 501 524 476 453 480  0.0000
1703752973.3335 415 498 496 503 526 469 453 488  0.0000
1703752973.3412 399 469 505 509 532 486 458 463  0.0000
1703752973.3493 392 478 475 498 514 471 428 432  0.0000
1703752973.3574 402 485 490 503 518 466 448 471  0.0000
1703752973.3653 425 494 498 512 534 459 456 449  0.0000
1703752973.3733 379 464 477 494 516 479 443 477  0.0000
1703752973.3815 382 471 473 483 518 481 421 460  0.0000
1703752973.3892 392 494 486 514 538 488 456 494  0.0000
1703752973.3973 415 480 488 490 518 481 441 468  0.0000
1703752973.4056 382 460 464 472 495 464 431 443  0.0000
1703752973.4133 405 496 496 487 534 488 456 468  0.0000
1703752973.4213 429 489 503 521 532 496 456 454  0.0000
1703752973.4294 392 478 496 503 516 476 441 460  0.0000
1703752973.4374 369 466 466 492 510 469 451 454  0.0000
1703752973.4454 419 498 503 514 546 486 458 502  0.0000
1703752973.4536 392 480 477 483 520 452 436 443  0.0000
1703752973.4615 376 476 475 501 518 484 426 460  0.0000
1703752973.4696 409 482 501 509 528 474 448 494  0.0000
1703752973.4776 412 503 492 501 538 493 451 477  0.0000
1703752973.4853 392 473 475 492 510 459 433 432  0.0000
1703752973.4934 399 473 473 492 534 479 458 457  0.0000
1703752973.5016 412 492 501 514 526 501 468 485  0.0000
1703752973.5095 389 489 490 490 522 476 438 471  0.0000
1703752973.5175 405 482 481 505 522 486 436 454  0.0000
1703752973.5255 419 496 503 507 528 493 453 474  0.0000
1703752973.5332 415 480 473 501 522 466 433 437  0.0000
1703752973.5414 382 462 462 485 516 469 418 451  0.0000
1703752973.5496 422 494 498 496 526 491 466 474  0.0000
1703752973.5575 389 471 492 505 530 471 428 457  0.0000
1703752973.5655 389 485 496 494 524 466 443 451  0.0000
1703752973.5735 379 457 473 498 518 474 443 466  0.0000
