% Edge sensor logfile normalized 'log_20231228_094248.370/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1703752969.4051 343 485 466 660 971 955 620 494  0.0508
1703752969.4131 376 501 477 662 983 968 638 522  0.0520
1703752969.4211 405 517 507 669 975 977 640 525  0.0525
1703752969.4289 399 494 481 662 965 968 628 485  0.0514
1703752969.4370 389 510 498 665 981 973 653 511  0.0529
1703752969.4452 419 512 505 689 981 990 645 528  0.0541
1703752969.4529 369 505 483 669 969 970 643 514  0.0525
1703752969.4612 392 498 471 671 969 970 620 514  0.0516
1703752969.4692 409 521 505 674 975 992 660 519  0.0539
1703752969.4770 422 507 505 660 961 953 638 511  0.0515
1703752969.4850 379 485 498 662 953 965 638 497  0.0517
1703752969.4931 412 523 494 678 971 975 648 514  0.0533
1703752969.5008 415 517 518 669 975 1000 678 508  0.0546
1703752969.5090 409 514 488 665 963 975 643 511  0.0523
1703752969.5171 396 498 479 658 949 977 663 516  0.0528
1703752969.5248 435 523 509 667 967 1000 673 545  0.0541
1703752969.5328 379 492 477 640 947 973 653 514  0.0513
1703752969.5410 425 517 486 638 949 973 638 474  0.0504
1703752969.5487 409 517 488 654 953 1000 665 525  0.0529
1703752969.5569 419 514 498 643 959 1000 663 500  0.0523
1703752969.5649 379 480 466 618 939 992 655 485  0.0504
1703752969.5727 422 501 494 643 961 1000 680 525  0.0532
1703752969.5809 396 510 492 638 939 1000 675 516  0.0524
1703752969.5889 396 503 483 634 947 1000 670 528  0.0520
1703752969.5966 405 494 475 609 931 985 678 511  0.0510
1703752969.6048 409 505 503 645 949 1000 708 536  0.0553
1703752969.6128 402 487 464 600 921 992 658 508  0.0494
1703752969.6205 396 498 479 607 925 1000 688 511  0.0515
1703752969.6289 435 498 481 614 919 1000 683 525  0.0514
1703752969.6369 402 505 490 611 937 1000 700 531  0.0526
1703752969.6446 386 485 468 600 903 1000 685 491  0.0506
1703752969.6526 399 498 488 594 923 1000 705 536  0.0522
1703752969.6608 405 501 483 596 915 1000 688 522  0.0508
1703752969.6685 369 494 477 592 909 1000 693 516  0.0508
1703752969.6767 379 485 481 585 891 1000 705 545  0.0512
1703752969.6849 405 507 505 607 917 1000 720 573  0.0547
1703752969.6926 382 487 496 567 891 1000 708 522  0.0508
1703752969.7006 369 489 464 572 889 1000 720 548  0.0523
1703752969.7088 425 498 481 583 911 1000 725 533  0.0535
1703752969.7167 415 498 505 609 909 1000 720 570  0.0546
1703752969.7247 382 498 496 574 887 1000 710 500  0.0510
1703752969.7327 366 489 481 592 895 1000 730 562  0.0544
1703752969.7406 405 530 518 605 913 1000 745 536  0.0561
1703752969.7486 372 503 492 554 895 1000 730 522  0.0524
1703752969.7568 366 489 481 565 881 1000 735 511  0.0526
1703752969.7647 392 507 511 574 895 1000 748 550  0.0550
1703752969.7727 402 512 501 563 893 1000 718 508  0.0515
1703752969.7807 353 498 501 545 879 1000 700 480  0.0489
1703752969.7894 363 501 507 569 871 1000 728 497  0.0518
1703752969.7976 399 510 505 565 885 1000 720 491  0.0514
1703752969.8048 353 498 505 565 869 1000 695 471  0.0490
1703752969.8125 366 498 503 545 849 1000 728 483  0.0502
1703752969.8205 399 517 528 572 869 1000 740 500  0.0528
1703752969.8286 363 503 503 547 849 1000 725 471  0.0500
1703752969.8374 326 487 498 541 831 1000 733 460  0.0496
1703752969.8454 389 496 513 545 857 1000 735 477  0.0509
1703752969.8526 359 503 513 560 857 1000 743 488  0.0520
1703752969.8605 359 494 520 532 831 1000 723 477  0.0488
1703752969.8685 349 501 511 534 843 1000 758 483  0.0516
1703752969.8765 382 512 524 556 855 1000 760 500  0.0530
1703752969.8853 346 494 518 529 831 1000 750 491  0.0507
1703752969.8933 369 510 518 552 839 1000 760 491  0.0522
1703752969.9005 382 512 518 541 825 1000 770 497  0.0520
1703752969.9095 366 501 505 538 829 1000 755 485  0.0510
1703752969.9175 336 476 494 525 817 1000 748 463  0.0495
1703752969.9255 372 510 520 538 837 1000 760 494  0.0518
1703752969.9333 366 503 522 529 821 1000 750 474  0.0501
1703752969.9405 356 503 509 543 833 1000 758 483  0.0515
1703752969.9485 366 494 490 536 817 1000 775 483  0.0516
1703752969.9574 415 528 528 545 835 1000 783 528  0.0538
1703752969.9655 382 485 505 532 835 1000 763 485  0.0515
1703752969.9725 369 492 486 514 825 1000 743 511  0.0499
1703752969.9812 382 505 507 538 833 1000 768 497  0.0521
1703752969.9894 389 503 520 549 831 1000 770 488  0.0523
1703752969.9974 363 478 481 518 805 1000 748 468  0.0489
1703752970.0053 366 501 507 547 845 1000 778 511  0.0536
1703752970.0133 392 498 524 560 827 1000 790 508  0.0539
1703752970.0215 369 476 498 536 813 1000 770 485  0.0512
1703752970.0292 369 476 486 529 813 1000 758 474  0.0502
1703752970.0374 415 505 498 549 847 1000 793 522  0.0547
1703752970.0454 376 489 490 529 825 1000 760 488  0.0510
1703752970.0531 346 471 471 503 813 1000 760 483  0.0498
1703752970.0613 386 496 488 534 837 1000 768 494  0.0521
1703752970.0693 372 507 501 527 847 1000 773 497  0.0525
1703752970.0773 389 480 477 518 827 1000 770 483  0.0512
1703752970.0853 359 496 490 518 843 1000 763 488  0.0515
1703752970.0933 419 505 509 563 855 1000 788 508  0.0549
1703752970.1010 356 480 492 525 843 1000 765 502  0.0520
1703752970.1092 366 487 483 532 831 1000 753 494  0.0510
1703752970.1172 379 496 492 543 845 1000 765 505  0.0527
1703752970.1251 376 501 507 529 847 1000 750 511  0.0515
1703752970.1333 346 480 494 518 821 1000 740 477  0.0492
1703752970.1412 372 505 524 554 861 1000 760 528  0.0537
1703752970.1490 386 512 522 556 861 1000 770 511  0.0540
1703752970.1571 372 501 498 543 843 1000 753 502  0.0518
1703752970.1653 376 514 513 558 857 1000 753 500  0.0527
1703752970.1730 409 510 520 567 867 1000 778 505  0.0548
1703752970.1810 356 487 496 541 845 1000 745 474  0.0510
1703752970.1891 372 485 492 532 847 1000 745 480  0.0508
1703752970.1968 366 501 505 543 851 1000 755 500  0.0522
1703752970.2050 389 487 494 543 853 1000 748 485  0.0516
1703752970.2132 353 485 486 545 843 1000 733 471  0.0503
1703752970.2209 376 512 501 556 863 1000 755 514  0.0532
1703752970.2289 382 505 507 560 859 1000 765 502  0.0536
1703752970.2369 372 485 483 543 855 1000 753 488  0.0520
1703752970.2448 346 487 490 529 833 1000 738 500  0.0501
1703752970.2528 389 494 509 549 863 1000 773 505  0.0538
1703752970.2612 359 498 490 532 845 1000 750 474  0.0510
1703752970.2689 333 476 475 532 821 1000 738 474  0.0494
1703752970.2769 359 492 492 534 849 1000 763 494  0.0522
1703752970.2849 382 507 486 547 859 1000 760 508  0.0530
1703752970.2926 363 478 466 512 825 1000 725 463  0.0481
1703752970.3009 356 485 464 529 837 1000 748 477  0.0506
1703752970.3090 369 507 490 538 847 1000 763 502  0.0524
1703752970.3168 363 503 477 527 821 1000 753 477  0.0502
1703752970.3248 336 476 477 523 811 1000 743 460  0.0489
1703752970.3328 353 494 477 532 839 1000 758 488  0.0514
1703752970.3405 359 510 475 521 825 1000 728 460  0.0485
1703752970.3487 369 494 483 516 827 1000 743 466  0.0494
1703752970.3570 353 489 479 521 837 1000 743 488  0.0502
1703752970.3647 376 505 488 541 845 1000 758 491  0.0520
1703752970.3727 353 494 486 523 847 1000 730 463  0.0495
1703752970.3807 359 480 473 514 839 1000 740 466  0.0496
1703752970.3885 369 482 490 529 851 1000 750 485  0.0513
1703752970.3967 376 489 479 527 853 1000 735 488  0.0504
1703752970.4048 349 489 483 514 831 1000 745 477  0.0498
1703752970.4127 376 492 490 534 855 1000 763 488  0.0523
1703752970.4207 366 494 501 556 855 1000 760 488  0.0528
1703752970.4287 372 494 486 532 849 1000 760 474  0.0517
1703752970.4368 382 505 496 563 865 1000 748 494  0.0528
1703752970.4447 402 517 498 565 879 1000 755 516  0.0540
1703752970.4527 386 487 488 536 855 1000 745 500  0.0515
1703752970.4606 369 494 477 543 867 1000 728 477  0.0507
1703752970.4688 402 510 488 545 871 1000 738 491  0.0517
1703752970.4768 402 510 496 543 865 1000 728 494  0.0508
1703752970.4847 363 480 466 527 867 1000 730 480  0.0504
1703752970.4927 409 512 501 558 877 1000 740 477  0.0522
1703752970.5007 415 521 516 569 887 1000 753 508  0.0541
1703752970.5086 399 526 494 556 861 1000 733 491  0.0514
1703752970.5166 399 503 492 563 879 1000 735 494  0.0523
1703752970.5249 442 537 509 592 897 1000 748 508  0.0549
1703752970.5327 399 510 492 552 881 1000 723 485  0.0510
1703752970.5407 382 512 477 560 877 1000 720 491  0.0510
1703752970.5487 412 526 490 572 895 1000 733 500  0.0529
1703752970.5565 425 526 505 565 883 1000 730 500  0.0522
1703752970.5645 369 512 486 560 875 1000 698 457  0.0492
1703752970.5727 422 523 501 587 889 1000 730 491  0.0531
1703752970.5806 438 537 516 589 893 1000 743 519  0.0545
1703752970.5886 422 521 507 565 877 1000 705 474  0.0499
1703752970.5966 415 514 492 567 875 1000 710 494  0.0504
1703752970.6045 415 544 526 589 901 1000 745 502  0.0546
1703752970.6125 409 528 503 565 875 1000 713 497  0.0506
1703752970.6207 429 528 501 578 875 1000 713 500  0.0511
1703752970.6295 392 514 503 560 885 1000 723 508  0.0516
1703752970.6376 422 530 511 567 881 1000 738 511  0.0529
1703752970.6446 409 501 488 532 853 1000 713 463  0.0488
1703752970.6533 425 535 494 565 887 1000 725 502  0.0519
1703752970.6607 415 530 501 569 885 1000 720 491  0.0515
1703752970.6687 415 521 507 547 879 1000 715 485  0.0502
1703752970.6774 425 514 501 541 873 1000 718 480  0.0501
1703752970.6855 442 537 524 594 887 1000 755 528  0.0556
1703752970.6936 435 526 518 552 873 1000 720 483  0.0506
1703752970.7013 425 521 505 556 871 1000 720 505  0.0508
1703752970.7085 432 523 516 572 873 1000 730 485  0.0520
1703752970.7166 432 526 533 567 875 1000 743 514  0.0532
1703752970.7254 396 519 503 552 857 1000 700 474  0.0485
1703752970.7334 372 514 520 567 863 1000 745 514  0.0529
1703752970.7414 429 530 528 563 871 1000 720 502  0.0510
1703752970.7492 382 512 494 547 855 1000 725 477  0.0502
1703752970.7565 369 505 503 549 843 1000 740 483  0.0510
1703752970.7645 386 523 524 560 865 1000 758 514  0.0536
1703752970.7733 419 526 518 552 845 1000 735 502  0.0510
1703752970.7813 389 512 503 565 849 1000 728 494  0.0510
1703752970.7893 402 526 513 563 863 1000 763 505  0.0538
1703752970.7972 415 535 526 563 869 1000 768 516  0.0544
1703752970.8055 409 507 511 552 855 1000 738 491  0.0514
1703752970.8135 372 505 513 552 835 1000 758 494  0.0520
1703752970.8212 422 535 535 569 865 1000 768 516  0.0545
1703752970.8292 389 521 524 556 857 1000 738 485  0.0515
1703752970.8372 349 498 516 536 827 1000 743 502  0.0504
1703752970.8451 402 523 516 567 853 1000 765 511  0.0538
1703752970.8531 419 521 537 565 845 1000 768 508  0.0536
1703752970.8614 392 517 513 547 829 1000 755 483  0.0513
1703752970.8691 382 503 509 543 839 1000 765 500  0.0524
1703752970.8771 445 537 537 547 841 1000 768 525  0.0532
1703752970.8853 399 507 518 516 837 1000 760 511  0.0514
1703752970.8930 409 510 507 538 829 1000 753 519  0.0515
1703752970.9010 419 517 516 545 837 1000 805 536  0.0551
1703752970.9093 435 519 520 527 817 1000 788 536  0.0531
1703752970.9171 386 501 492 527 801 1000 765 511  0.0506
1703752970.9251 412 521 524 541 833 1000 788 550  0.0545
1703752970.9334 396 507 505 532 829 1000 780 536  0.0533
1703752970.9412 419 510 503 527 847 1000 783 533  0.0538
1703752970.9492 382 503 492 536 831 1000 802 553  0.0550
1703752970.9574 435 514 528 563 859 1000 807 567  0.0575
1703752970.9651 405 503 492 532 833 1000 800 579  0.0558
1703752970.9732 412 514 511 543 857 1000 825 596  0.0587
1703752970.9806 422 517 509 547 857 1000 847 590  0.0594
1703752970.9895 415 517 533 563 873 1000 840 576  0.0596
1703752970.9965 392 489 486 538 841 1000 812 579  0.0568
1703752971.0046 405 507 505 549 857 1000 840 615  0.0604
1703752971.0134 412 498 507 554 845 1000 800 567  0.0565
1703752971.0205 392 496 490 560 847 1000 793 567  0.0564
1703752971.0287 369 482 481 549 849 1000 770 548  0.0542
1703752971.0374 422 501 513 596 873 1000 785 584  0.0588
1703752971.0454 399 478 479 580 845 1000 733 542  0.0525
1703752971.0535 363 482 492 556 833 995 710 522  0.0489
1703752971.0613 402 498 501 576 853 982 715 522  0.0507
1703752971.0685 412 530 520 576 847 968 713 533  0.0504
1703752971.0767 382 498 501 574 837 960 680 505  0.0472
1703752971.0847 392 512 496 583 851 977 690 519  0.0488
1703752971.0927 425 521 524 609 877 987 703 522  0.0516
1703752971.1007 399 501 490 580 861 977 693 525  0.0491
1703752971.1086 396 503 486 598 861 973 680 491  0.0491
1703752971.1169 415 526 513 620 889 987 688 545  0.0513
1703752971.1249 402 521 513 600 881 970 678 497  0.0495
1703752971.1326 379 498 496 585 859 960 660 491  0.0472
1703752971.1407 435 539 511 618 889 977 668 505  0.0500
1703752971.1487 422 535 533 623 895 977 670 511  0.0505
1703752971.1568 405 526 520 623 889 958 650 491  0.0491
1703752971.1648 419 512 511 623 883 948 648 500  0.0488
1703752971.1728 455 542 522 643 907 965 670 522  0.0517
1703752971.1805 396 514 505 618 883 933 640 485  0.0479
1703752971.1885 412 528 507 614 891 931 638 485  0.0478
1703752971.1967 409 526 528 638 899 941 633 508  0.0491
1703752971.2047 409 514 516 645 899 936 623 497  0.0489
1703752971.2128 405 512 501 629 877 911 600 463  0.0461
1703752971.2208 429 523 513 643 913 919 630 500  0.0491
1703752971.2285 432 533 522 654 909 931 623 488  0.0496
1703752971.2365 402 517 518 636 895 909 596 485  0.0467
1703752971.2447 429 535 509 662 915 926 605 488  0.0493
1703752971.2536 448 530 522 669 915 911 613 522  0.0498
1703752971.2607 445 526 503 643 899 894 591 485  0.0466
1703752971.2687 438 517 511 660 907 872 578 471  0.0467
1703752971.2775 471 544 526 654 913 887 588 494  0.0472
1703752971.2855 491 571 552 671 919 872 573 477  0.0474
1703752971.2926 478 564 556 682 919 887 558 466  0.0481
1703752971.3014 528 576 563 685 927 885 581 497  0.0491
1703752971.3086 594 633 599 707 947 897 591 491  0.0522
1703752971.3166 633 651 625 687 933 887 583 497  0.0494
1703752971.3254 693 687 633 694 915 892 568 474  0.0495
1703752971.3334 792 767 687 738 957 916 600 525  0.1096
1703752971.3406 861 815 719 745 945 902 591 502  0.1090
1703752971.3494 904 849 743 749 937 904 596 494  0.1092
1703752971.3565 966 929 800 789 965 931 608 528  0.1102
1703752971.3646 1000 972 847 822 991 938 630 579  0.1113
1703752971.3734 1000 979 886 844 985 916 643 542  0.1117
1703752971.3806 986 995 920 882 987 933 673 581  0.1137
1703752971.3886 1000 1000 987 951 1000 992 733 632  0.1220
1703752971.3974 1000 1000 985 973 1000 977 763 683  0.1309
1703752971.4055 1000 1000 1000 986 993 987 825 765  0.1350
1703752971.4135 1000 1000 1000 1000 1000 1000 925 892  0.1350
1703752971.4214 1000 1000 1000 1000 1000 1000 982 963  0.1350
1703752971.4285 1000 1000 1000 1000 997 995 992 1000  0.1350
1703752971.4367 990 988 1000 1000 1000 1000 1000 1000  0.1350
1703752971.4455 1000 1000 1000 1000 1000 995 1000 1000  0.1350
1703752971.4535 957 974 980 1000 1000 997 1000 1000  0.1350
1703752971.4606 927 956 980 1000 1000 1000 1000 1000  0.1350
1703752971.4694 900 931 959 1000 1000 995 995 1000  0.1350
1703752971.4766 834 883 927 997 1000 997 995 1000  0.1350
1703752971.4846 759 845 888 971 967 968 987 1000  0.1350
1703752971.4935 706 810 895 986 983 980 987 1000  0.1350
1703752971.5015 676 772 858 951 961 951 982 1000  0.1302
1703752971.5086 587 706 807 911 907 933 950 1000  0.1167
1703752971.5165 518 640 762 886 887 916 955 1000  0.1062
1703752971.5245 498 601 732 844 859 897 927 985  0.1011
1703752971.5326 435 539 648 796 791 831 860 923  0.0897
1703752971.5414 412 523 608 707 722 797 805 861  0.0785
1703752971.5494 412 505 554 651 676 743 755 796  0.0509
1703752971.5565 399 489 528 598 642 672 670 740  0.0110
1703752971.5655 386 478 481 552 568 586 586 624  0.0000
1703752971.5735 402 487 494 529 566 530 543 596  0.0000
1703752971.5805 419 496 492 507 550 513 471 514  0.0000
1703752971.5894 396 478 475 490 536 469 441 468  0.0000
1703752971.5974 379 471 460 492 524 454 423 451  0.0000
1703752971.6046 409 498 501 516 550 479 466 480  0.0000
1703752971.6135 389 473 479 503 528 469 436 449  0.0000
1703752971.6215 376 471 477 490 526 462 423 457  0.0000
1703752971.6285 412 487 475 503 536 484 453 488  0.0000
1703752971.6373 419 487 505 514 530 496 468 474  0.0000
1703752971.6454 382 476 471 485 520 466 443 449  0.0000
1703752971.6525 405 476 492 498 526 484 448 480  0.0000
1703752971.6614 405 487 479 501 528 484 463 497  0.0000
1703752971.6694 425 476 486 507 526 479 448 474  0.0000
1703752971.6774 389 478 475 494 522 462 431 457  0.0000
1703752971.6852 409 487 498 525 538 501 463 485  0.0000
1703752971.6932 412 476 490 503 516 466 446 474  0.0000
1703752971.7015 405 485 486 503 534 471 448 449  0.0000
1703752971.7093 415 476 488 496 526 471 451 477  0.0000
1703752971.7173 396 487 507 516 524 496 463 463  0.0000
1703752971.7253 419 478 479 496 516 459 433 451  0.0000
1703752971.7330 386 464 468 501 516 479 451 460  0.0000
1703752971.7413 389 473 492 507 518 476 446 466  0.0000
1703752971.7493 372 473 477 487 516 449 436 451  0.0000
1703752971.7573 366 473 481 485 514 476 423 454  0.0000
1703752971.7653 422 485 494 494 526 486 463 477  0.0000
1703752971.7733 409 487 486 507 528 481 448 474  0.0000
1703752971.7810 389 485 488 498 514 493 451 480  0.0000
1703752971.7892 405 485 481 509 528 491 456 471  0.0000
1703752971.7972 405 482 507 512 530 491 456 454  0.0000
1703752971.8051 392 471 483 496 512 488 451 463  0.0000
1703752971.8132 392 464 477 494 510 471 451 449  0.0000
1703752971.8212 402 485 494 534 536 484 451 474  0.0000
1703752971.8289 382 466 505 498 516 469 453 463  0.0000
1703752971.8371 379 462 475 483 512 469 433 451  0.0000
1703752971.8452 399 489 501 523 534 476 446 480  0.0000
1703752971.8529 422 487 498 521 528 481 443 463  0.0000
1703752971.8611 396 480 479 496 514 474 436 446  0.0000
1703752971.8692 376 480 477 485 516 481 451 463  0.0000
1703752971.8771 415 476 507 525 534 506 471 446  0.0000
1703752971.8851 376 469 471 492 508 479 451 463  0.0000
1703752971.8931 389 457 477 492 512 452 421 451  0.0000
1703752971.9008 402 480 492 501 526 498 458 485  0.0000
1703752971.9090 415 485 501 507 524 462 448 449  0.0000
1703752971.9170 372 466 466 476 510 462 433 446  0.0000
1703752971.9250 412 482 488 512 534 493 468 460  0.0000
1703752971.9332 405 466 479 503 534 496 446 468  0.0000
1703752971.9412 412 455 481 503 520 484 443 466  0.0000
1703752971.9490 382 466 475 496 508 454 433 451  0.0000
1703752971.9571 412 485 498 532 536 501 473 477  0.0000
1703752971.9653 392 476 477 501 514 469 438 460  0.0000
1703752971.9730 419 473 473 512 522 481 446 457  0.0000
1703752971.9812 409 485 492 501 522 476 456 471  0.0000
1703752971.9892 409 476 492 501 536 491 446 454  0.0000
1703752971.9969 396 469 466 485 504 464 418 432  0.0000
1703752972.0051 405 485 492 501 530 469 436 468  0.0000
1703752972.0133 415 476 473 505 522 471 443 454  0.0000
1703752972.0210 396 478 481 503 512 476 446 460  0.0000
1703752972.0290 372 469 479 494 520 474 446 468  0.0000
1703752972.0371 409 503 505 516 542 503 471 485  0.0000
1703752972.0448 386 473 486 487 516 462 431 457  0.0000
1703752972.0529 382 487 488 494 514 474 438 463  0.0000
1703752972.0612 409 492 483 514 530 486 441 471  0.0000
1703752972.0689 425 501 492 514 538 484 456 485  0.0000
1703752972.0769 399 482 481 485 510 469 436 449  0.0000
1703752972.0850 382 476 488 494 532 484 458 471  0.0000
1703752972.0928 425 501 509 512 538 506 458 471  0.0000
1703752972.1010 386 469 475 490 514 471 446 483  0.0000
1703752972.1092 386 471 473 498 508 476 456 457  0.0000
1703752972.1169 405 487 490 505 528 506 466 483  0.0000
1703752972.1249 435 492 503 514 534 491 433 451  0.0000
1703752972.1329 382 464 460 481 504 449 431 446  0.0000
1703752972.1406 405 482 481 518 536 496 451 460  0.0000
1703752972.1489 396 480 496 503 536 488 448 466  0.0000
1703752972.1571 392 476 477 485 514 484 436 451  0.0000
1703752972.1648 386 480 475 476 514 474 438 457  0.0000
