% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1703854370.4718 0 0 0 0
1703854370.4783 0 0 0 0
1703854370.4857 4294967295 4294967295 -1 -1
1703854370.4920 4294967295 4294967295 0 0
1703854370.4995 4294967295 4294967295 0 0
1703854370.5065 0 4294967295 1 0
1703854370.5129 0 4294967295 0 0
1703854370.5198 0 4294967295 0 0
1703854370.5278 0 4294967295 0 0
1703854370.5342 0 4294967295 0 0
1703854370.5412 0 4294967295 0 0
1703854370.5487 0 4294967295 0 0
1703854370.5557 0 4294967295 0 0
1703854370.5621 0 4294967295 0 0
1703854370.5693 0 4294967295 0 0
1703854370.5758 0 4294967295 0 0
1703854370.5837 0 4294967295 0 0
1703854370.5906 0 4294967295 0 0
1703854370.5968 0 4294967295 0 0
1703854370.6048 0 4294967295 0 0
1703854370.6112 0 4294967295 0 0
1703854370.6178 0 4294967295 0 0
1703854370.6250 0 4294967295 0 0
1703854370.6328 0 4294967295 0 0
1703854370.6398 0 4294967295 0 0
1703854370.6462 0 4294967295 0 0
1703854370.6532 0 4294967295 0 0
1703854370.6606 0 4294967295 0 0
1703854370.6673 0 4294967295 0 0
1703854370.6753 0 4294967295 0 0
1703854370.6821 0 4294967295 0 0
1703854370.6893 0 4294967295 0 0
1703854370.6955 0 4294967295 0 0
1703854370.7027 0 4294967295 0 0
1703854370.7103 0 4294967295 0 0
1703854370.7165 0 4294967295 0 0
1703854370.7234 0 4294967295 0 0
1703854370.7313 0 4294967295 0 0
1703854370.7374 0 4294967295 0 0
1703854370.7446 0 4294967295 0 0
1703854370.7514 0 4294967295 0 0
1703854370.7584 0 4294967295 0 0
1703854370.7659 0 4294967295 0 0
1703854370.7729 0 4294967295 0 0
1703854370.7794 0 4294967295 0 0
1703854370.7870 0 4294967295 0 0
1703854370.7939 0 4294967295 0 0
1703854370.8006 0 4294967295 0 0
1703854370.8076 0 4294967295 0 0
1703854370.8151 0 4294967295 0 0
1703854370.8223 0 4294967295 0 0
1703854370.8296 0 4294967295 0 0
1703854370.8360 0 4294967295 0 0
1703854370.8433 0 4294967295 0 0
1703854370.8499 0 4294967295 0 0
1703854370.8574 0 4294967295 0 0
1703854370.8639 0 4294967295 0 0
1703854370.8713 0 4294967295 0 0
1703854370.8782 0 4294967295 0 0
1703854370.8846 0 4294967295 0 0
1703854370.8917 0 4294967295 0 0
1703854370.8991 0 4294967295 0 0
1703854370.9063 0 4294967295 0 0
1703854370.9125 0 4294967295 0 0
