% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1703854370.9199 0 4294967295 0 0
1703854370.9268 0 4294967295 0 0
1703854370.9337 0 4294967295 0 0
1703854370.9417 0 4294967295 0 0
1703854370.9480 0 4294967295 0 0
1703854370.9557 0 4294967295 0 0
1703854370.9615 0 4294967295 0 0
1703854370.9690 0 4294967295 0 0
1703854370.9762 0 4294967295 0 0
1703854370.9830 0 4294967295 0 0
1703854370.9901 0 4294967295 0 0
1703854370.9970 0 4294967295 0 0
1703854371.0044 0 4294967295 0 0
1703854371.0112 0 4294967295 0 0
1703854371.0175 0 4294967295 0 0
1703854371.0251 0 4294967295 0 0
1703854371.0314 0 4294967295 0 0
1703854371.0387 0 4294967295 0 0
1703854371.0465 0 4294967295 0 0
1703854371.0525 0 4294967295 0 0
1703854371.0604 0 4294967295 0 0
1703854371.0669 0 4294967295 0 0
1703854371.0740 0 4294967295 0 0
1703854371.0804 0 4294967295 0 0
1703854371.0878 0 4294967295 0 0
1703854371.0947 0 4294967295 0 0
1703854371.1020 0 4294967295 0 0
1703854371.1088 0 4294967295 0 0
1703854371.1163 0 4294967295 0 0
1703854371.1227 0 4294967295 0 0
1703854371.1299 0 4294967295 0 0
1703854371.1374 0 4294967295 0 0
1703854371.1442 0 4294967295 0 0
1703854371.1506 0 4294967295 0 0
1703854371.1581 0 4294967295 0 0
1703854371.1650 0 4294967295 0 0
1703854371.1715 0 4294967295 0 0
1703854371.1788 0 4294967295 0 0
1703854371.1863 0 4294967295 0 0
1703854371.1936 0 4294967295 0 0
1703854371.1998 0 4294967295 0 0
1703854371.2077 0 4294967295 0 0
1703854371.2147 0 4294967295 0 0
1703854371.2209 0 4294967295 0 0
1703854371.2279 0 4294967295 0 0
1703854371.2347 0 4294967295 0 0
1703854371.2419 0 4294967295 0 0
1703854371.2485 0 4294967295 0 0
1703854371.2562 0 4294967295 0 0
1703854371.2631 0 4294967295 0 0
1703854371.2696 0 4294967295 0 0
1703854371.2776 0 4294967295 0 0
1703854371.2839 0 4294967295 0 0
1703854371.2907 0 4294967295 0 0
1703854371.2975 0 4294967295 0 0
1703854371.3049 0 4294967295 0 0
1703854371.3118 0 4294967295 0 0
1703854371.3192 0 4294967295 0 0
1703854371.3264 0 4294967295 0 0
1703854371.3326 0 4294967295 0 0
1703854371.3403 0 4294967295 0 0
1703854371.3472 0 4294967295 0 0
1703854371.3535 0 4294967295 0 0
1703854371.3607 0 4294967295 0 0
1703854371.3678 0 4294967295 0 0
1703854371.3754 0 4294967295 0 0
1703854371.3820 0 4294967295 0 0
1703854371.3893 0 4294967295 0 0
1703854371.3963 0 4294967295 0 0
1703854371.4028 0 4294967295 0 0
1703854371.4100 0 4294967295 0 0
1703854371.4173 0 4294967295 0 0
1703854371.4238 0 4294967295 0 0
1703854371.4304 0 4294967295 0 0
1703854371.4380 0 4294967295 0 0
1703854371.4449 0 4294967295 0 0
1703854371.4523 0 4294967295 0 0
1703854371.4592 0 4294967295 0 0
1703854371.4661 0 4294967295 0 0
1703854371.4728 0 4294967295 0 0
1703854371.4800 0 4294967295 0 0
1703854371.4874 0 4294967295 0 0
1703854371.4946 0 4294967295 0 0
1703854371.5004 0 4294967295 0 0
1703854371.5078 0 4294967295 0 0
1703854371.5147 0 4294967295 0 0
1703854371.5215 0 4294967295 0 0
1703854371.5289 0 4294967295 0 0
1703854371.5361 0 4294967295 0 0
1703854371.5435 0 4294967295 0 0
1703854371.5504 0 4294967295 0 0
1703854371.5565 0 4294967295 0 0
1703854371.5637 0 4294967295 0 0
1703854371.5712 0 4294967295 0 0
1703854371.5783 0 4294967295 0 0
1703854371.5847 0 4294967295 0 0
1703854371.5921 0 4294967295 0 0
1703854371.5990 0 4294967295 0 0
1703854371.6067 0 4294967295 0 0
1703854371.6136 0 4294967295 0 0
1703854371.6196 0 4294967295 0 0
1703854371.6271 0 4294967295 0 0
1703854371.6342 0 4294967295 0 0
1703854371.6406 0 4294967295 0 0
1703854371.6475 0 4294967295 0 0
1703854371.6553 0 4294967295 0 0
1703854371.6625 0 4294967295 0 0
1703854371.6685 0 4294967295 0 0
1703854371.6762 0 4294967295 0 0
1703854371.6835 0 4294967295 0 0
1703854371.6901 0 4294967295 0 0
1703854371.6967 0 4294967295 0 0
1703854371.7041 0 4294967295 0 0
1703854371.7118 0 4294967295 0 0
1703854371.7177 0 4294967295 0 0
1703854371.7251 0 4294967295 0 0
1703854371.7324 0 4294967295 0 0
1703854371.7391 0 4294967295 0 0
1703854371.7457 0 4294967295 0 0
1703854371.7530 0 4294967295 0 0
1703854371.7596 0 4294967295 0 0
1703854371.7666 0 4294967295 0 0
1703854371.7741 0 4294967295 0 0
1703854371.7813 0 4294967295 0 0
1703854371.7878 0 4294967295 0 0
1703854371.7952 0 4294967295 0 0
1703854371.8021 0 4294967295 0 0
1703854371.8084 0 4294967295 0 0
1703854371.8165 0 4294967295 0 0
1703854371.8229 0 4294967295 0 0
1703854371.8303 0 4294967295 0 0
1703854371.8375 0 4294967295 0 0
1703854371.8438 0 4294967295 0 0
1703854371.8506 0 4294967295 0 0
1703854371.8580 0 4294967295 0 0
1703854371.8651 0 4294967295 0 0
1703854371.8722 0 4294967295 0 0
1703854371.8795 0 4294967295 0 0
1703854371.8864 0 4294967295 0 0
1703854371.8927 0 4294967295 0 0
1703854371.8997 0 4294967295 0 0
1703854371.9074 0 4294967295 0 0
1703854371.9136 0 4294967295 0 0
1703854371.9213 0 4294967295 0 0
1703854371.9279 0 4294967295 0 0
1703854371.9352 0 4294967295 0 0
1703854371.9419 0 4294967295 0 0
1703854371.9489 0 4294967295 0 0
1703854371.9556 0 4294967295 0 0
1703854371.9632 0 4294967295 0 0
1703854371.9696 0 4294967295 0 0
1703854371.9770 0 4294967295 0 0
1703854371.9842 0 4294967295 0 0
1703854371.9905 0 4294967295 0 0
1703854371.9987 0 4294967295 0 0
1703854372.0045 0 4294967295 0 0
1703854372.0122 0 4294967295 0 0
1703854372.0191 0 4294967295 0 0
1703854372.0265 0 4294967295 0 0
1703854372.0327 0 4294967295 0 0
1703854372.0399 0 4294967295 0 0
1703854372.0472 0 4294967295 0 0
1703854372.0541 0 4294967295 0 0
1703854372.0605 0 4294967295 0 0
1703854372.0684 0 4294967295 0 0
1703854372.0747 0 4294967295 0 0
1703854372.0823 0 4294967295 0 0
1703854372.0885 0 4294967295 0 0
1703854372.0960 0 4294967295 0 0
1703854372.1033 0 4294967295 0 0
1703854372.1098 0 4294967295 0 0
1703854372.1167 0 4294967295 0 0
1703854372.1240 0 4294967295 0 0
1703854372.1308 0 4294967295 0 0
1703854372.1377 0 4294967295 0 0
1703854372.1452 0 4294967295 0 0
1703854372.1515 0 4294967295 0 0
1703854372.1590 0 4294967295 0 0
1703854372.1664 0 4294967295 0 0
1703854372.1734 0 4294967295 0 0
1703854372.1801 0 4294967295 0 0
1703854372.1871 0 4294967295 0 0
1703854372.1940 0 4294967295 0 0
1703854372.2012 0 4294967295 0 0
1703854372.2075 0 4294967295 0 0
1703854372.2150 0 4294967295 0 0
1703854372.2220 0 4294967295 0 0
1703854372.2295 0 4294967295 0 0
1703854372.2358 0 4294967295 0 0
1703854372.2434 0 4294967295 0 0
1703854372.2495 0 4294967295 0 0
1703854372.2568 0 4294967295 0 0
1703854372.2643 0 4294967295 0 0
1703854372.2713 0 4294967295 0 0
1703854372.2778 0 4294967295 0 0
1703854372.2855 0 4294967295 0 0
1703854372.2917 0 4294967295 0 0
1703854372.2993 0 4294967295 0 0
1703854372.3062 0 4294967295 0 0
1703854372.3127 0 4294967295 0 0
1703854372.3197 0 4294967295 0 0
1703854372.3265 0 4294967295 0 0
1703854372.3341 0 4294967295 0 0
1703854372.3411 0 4294967295 0 0
1703854372.3475 0 4294967295 0 0
1703854372.3545 0 4294967295 0 0
1703854372.3620 0 4294967295 0 0
1703854372.3693 0 4294967295 0 0
1703854372.3758 0 4294967295 0 0
1703854372.3835 0 4294967295 0 0
1703854372.3903 0 4294967295 0 0
1703854372.3975 0 4294967295 0 0
1703854372.4043 0 4294967295 0 0
1703854372.4106 0 4294967295 0 0
1703854372.4181 0 4294967295 0 0
1703854372.4254 0 4294967295 0 0
1703854372.4320 0 4294967295 0 0
1703854372.4388 0 4294967295 0 0
1703854372.4462 0 4294967295 0 0
1703854372.4531 0 4294967295 0 0
1703854372.4595 0 4294967295 0 0
1703854372.4672 0 4294967295 0 0
1703854372.4741 0 4294967295 0 0
1703854372.4808 0 4294967295 0 0
1703854372.4878 0 4294967295 0 0
