% Edge sensor logfile normalized 'log_20231228_100553.231/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1703754354.3056 445 507 509 494 502 567 733 943  0.0231
1703754354.3135 442 514 492 476 510 537 733 974  0.0225
1703754354.3216 432 492 486 470 495 542 760 994  0.0246
1703754354.3296 465 503 490 487 510 579 815 1000  0.0287
1703754354.3374 442 498 488 467 502 601 837 1000  0.0305
1703754354.3454 425 501 473 476 514 633 860 1000  0.0329
1703754354.3534 471 521 494 494 544 657 912 1000  0.0353
1703754354.3613 462 496 494 512 564 716 947 1000  0.0406
1703754354.3694 481 512 488 505 566 745 977 1000  0.0434
1703754354.3773 445 505 501 496 584 806 1000 1000  0.0478
1703754354.3853 478 507 518 536 630 872 1000 1000  0.0523
1703754354.3933 429 498 503 538 648 902 1000 1000  0.0539
1703754354.4013 445 496 513 534 674 936 1000 1000  0.0559
1703754354.4092 468 505 511 600 767 995 1000 1000  0.0656
1703754354.4173 471 512 533 629 801 1000 1000 1000  0.0692
1703754354.4252 422 507 541 636 833 1000 1000 1000  0.0709
1703754354.4330 481 521 548 691 921 1000 1000 1000  0.0764
1703754354.4413 485 544 586 742 965 1000 1000 1000  0.0823
1703754354.4491 475 548 593 767 987 1000 1000 974  0.0846
1703754354.4570 452 560 631 802 1000 1000 1000 963  0.0886
1703754354.4651 501 594 708 893 1000 1000 1000 966  0.0978
1703754354.4730 485 637 758 920 1000 1000 985 887  0.1057
1703754354.4808 475 658 835 973 1000 1000 947 819  0.1111
1703754354.4890 514 717 905 1000 1000 1000 912 805  0.1173
1703754354.4969 564 779 950 1000 1000 1000 872 711  0.1228
1703754354.5049 574 822 980 1000 1000 973 805 652  0.1192
1703754354.5129 617 856 1000 1000 1000 968 798 638  0.1208
1703754354.5209 702 906 1000 1000 1000 931 738 615  0.1217
1703754354.5287 775 945 1000 1000 987 889 695 548  0.1152
1703754354.5369 834 995 1000 1000 949 841 623 514  0.1089
1703754354.5448 943 1000 1000 1000 939 789 613 525  0.1062
1703754354.5527 973 1000 1000 982 875 704 546 519  0.0969
1703754354.5608 1000 1000 1000 968 843 640 528 525  0.0907
1703754354.5687 1000 1000 1000 962 805 621 531 528  0.0881
1703754354.5768 1000 1000 1000 949 763 569 531 545  0.0834
1703754354.5848 1000 1000 1000 900 704 542 498 505  0.0776
1703754354.5927 1000 1000 1000 873 668 537 506 542  0.0741
1703754354.6016 1000 1000 995 811 606 506 493 514  0.0683
1703754354.6097 1000 1000 942 762 576 506 493 528  0.0643
1703754354.6166 1000 1000 890 725 568 493 488 516  0.0609
1703754354.6247 1000 981 862 696 564 493 511 542  0.0574
1703754354.6327 1000 974 809 616 538 476 476 508  0.0495
1703754354.6416 1000 933 760 574 534 488 486 525  0.0448
1703754354.6494 1000 917 719 563 542 486 491 519  0.0409
1703754354.6574 1000 899 676 547 524 493 476 519  0.0365
1703754354.6657 1000 840 625 518 518 486 461 508  0.0318
1703754354.6735 990 829 582 487 510 474 458 528  0.0294
1703754354.6815 1000 820 573 498 518 496 478 533  0.0287
1703754354.6894 983 797 533 485 504 486 461 516  0.0264
1703754354.6972 966 774 531 478 502 459 451 514  0.0252
1703754354.7052 957 756 539 472 508 493 498 570  0.0243
1703754354.7132 986 763 524 478 502 469 478 519  0.0244
1703754354.7213 927 717 490 452 475 459 466 480  0.0207
1703754354.7293 920 697 496 456 475 469 491 516  0.0190
1703754354.7373 924 683 494 461 477 481 491 519  0.0179
1703754354.7451 897 681 481 441 457 454 461 491  0.0176
1703754354.7531 920 665 473 441 441 437 463 505  0.0166
1703754354.7612 917 669 483 472 475 474 483 508  0.0169
1703754354.7692 891 660 460 430 451 444 451 500  0.0159
1703754354.7773 867 646 449 430 445 427 441 468  0.0146
1703754354.7851 887 662 466 439 453 442 466 488  0.0160
1703754354.7932 910 656 464 430 455 420 451 488  0.0159
1703754354.8013 943 662 466 425 437 410 436 451  0.0167
1703754354.8092 914 658 449 434 451 427 446 477  0.0161
1703754354.8172 930 692 473 450 455 442 451 446  0.0186
1703754354.8252 914 653 447 416 439 408 446 485  0.0158
1703754354.8331 953 667 453 421 447 403 431 466  0.0171
1703754354.8410 950 692 445 427 449 405 448 494  0.0187
1703754354.8492 986 694 447 430 443 405 438 477  0.0189
1703754354.8571 930 685 438 399 415 400 423 454  0.0181
1703754354.8651 973 712 449 421 447 430 438 477  0.0202
1703754354.8731 973 715 447 412 431 405 421 463  0.0204
1703754354.8810 990 728 453 416 429 403 448 443  0.0212
1703754354.8889 973 724 460 405 423 403 428 440  0.0210
1703754354.8971 1000 781 483 432 455 425 446 474  0.0245
1703754354.9049 1000 767 473 399 425 376 418 443  0.0237
1703754354.9128 996 742 475 410 417 400 428 457  0.0223
1703754354.9209 1000 794 492 410 423 393 428 460  0.0253
1703754354.9287 1000 817 509 419 441 413 421 454  0.0266
1703754354.9368 1000 813 505 394 411 374 401 437  0.0264
1703754354.9449 1000 849 546 430 433 386 433 443  0.0288
1703754354.9527 1000 886 586 425 447 398 416 460  0.0312
1703754354.9606 1000 883 595 416 429 383 401 449  0.0315
1703754354.9688 973 897 597 399 417 369 379 423  0.0320
1703754354.9766 973 954 665 447 457 430 428 471  0.0362
1703754354.9847 960 968 678 445 443 371 401 432  0.0371
1703754354.9927 894 952 695 430 417 378 386 426  0.0382
1703754355.0017 887 1000 730 445 443 366 396 423  0.0406
1703754355.0096 861 997 770 472 443 398 403 443  0.0431
1703754355.0166 801 986 762 458 427 347 386 418  0.0425
1703754355.0247 752 997 805 498 433 393 391 437  0.0452
1703754355.0336 722 1000 856 541 467 410 403 446  0.0481
1703754355.0416 656 949 865 554 455 386 399 420  0.0459
1703754355.0495 617 938 886 596 457 388 376 418  0.0460
1703754355.0574 597 917 929 623 475 396 394 440  0.0468
1703754355.0656 537 902 967 647 467 396 386 423  0.0461
1703754355.0736 485 856 957 671 459 386 366 398  0.0447
1703754355.0814 491 863 1000 733 485 405 391 429  0.0496
1703754355.0894 478 831 1000 767 495 403 403 429  0.0505
1703754355.0973 452 810 1000 800 528 410 376 392  0.0516
1703754355.1051 462 772 1000 858 558 415 396 420  0.0532
1703754355.1133 462 731 991 906 606 430 408 440  0.0540
1703754355.1215 405 676 925 902 626 432 389 389  0.0508
1703754355.1293 412 624 886 933 640 408 401 409  0.0483
1703754355.1373 425 605 871 980 700 449 408 412  0.0510
1703754355.1452 412 567 837 991 730 459 416 412  0.0505
1703754355.1530 405 528 792 1000 783 496 413 403  0.0509
1703754355.1612 425 530 775 1000 853 550 423 446  0.0542
1703754355.1693 442 537 732 997 883 581 433 457  0.0534
1703754355.1772 438 503 691 984 931 613 431 449  0.0520
1703754355.1852 399 496 657 949 955 667 466 463  0.0528
1703754355.1930 462 530 648 951 1000 728 493 505  0.0568
1703754355.2009 409 507 593 864 993 748 473 466  0.0536
1703754355.2090 396 487 539 842 1000 792 508 460  0.0539
1703754355.2170 435 523 524 800 1000 836 526 474  0.0540
1703754355.2250 432 521 518 764 1000 916 596 497  0.0566
1703754355.2330 405 498 492 685 945 953 618 491  0.0520
1703754355.2409 396 503 486 643 925 1000 685 525  0.0530
1703754355.2487 425 521 516 611 907 1000 750 553  0.0570
1703754355.2569 396 517 501 549 847 1000 788 579  0.0562
1703754355.2649 389 503 492 523 793 1000 840 587  0.0559
1703754355.2728 409 510 518 534 761 1000 920 689  0.0621
1703754355.2809 399 517 513 509 696 970 920 672  0.0554
1703754355.2888 389 494 501 481 640 929 935 771  0.0539
1703754355.2970 386 501 509 501 626 907 987 805  0.0528
1703754355.3050 412 507 516 507 614 899 1000 858  0.0520
1703754355.3129 379 480 501 498 580 860 1000 892  0.0496
1703754355.3209 379 478 496 476 578 858 1000 923  0.0495
1703754355.3289 389 489 509 516 568 841 1000 966  0.0485
1703754355.3369 382 480 509 518 548 831 1000 994  0.0475
1703754355.3449 396 471 505 505 532 797 1000 968  0.0456
1703754355.3530 405 498 516 512 546 833 1000 1000  0.0475
1703754355.3608 419 492 520 527 536 799 1000 1000  0.0458
1703754355.3689 396 476 496 505 544 797 1000 1000  0.0460
1703754355.3769 432 476 507 509 544 809 1000 1000  0.0465
1703754355.3849 415 482 518 543 556 819 1000 1000  0.0473
1703754355.3929 399 482 503 523 542 782 1000 1000  0.0452
1703754355.4009 419 478 488 509 546 789 1000 1000  0.0456
1703754355.4087 442 480 490 529 558 804 1000 1000  0.0467
1703754355.4167 419 471 488 518 544 794 1000 1000  0.0458
1703754355.4247 402 462 471 514 558 821 1000 1000  0.0474
1703754355.4327 438 482 505 545 570 831 1000 991  0.0483
1703754355.4416 422 487 494 523 576 843 1000 988  0.0489
1703754355.4498 438 476 481 509 572 823 1000 971  0.0480
1703754355.4576 396 476 486 514 570 858 1000 943  0.0492
1703754355.4656 438 489 492 536 578 855 1000 932  0.0494
1703754355.4736 386 476 496 527 576 848 1000 875  0.0491
1703754355.4807 382 448 466 494 574 845 1000 853  0.0489
1703754355.4896 392 464 481 509 590 887 1000 833  0.0507
1703754355.4976 425 489 492 521 590 875 1000 805  0.0504
1703754355.5055 379 455 471 490 578 877 962 737  0.0500
1703754355.5134 382 471 483 512 618 933 982 734  0.0528
1703754355.5207 382 478 498 523 638 951 967 706  0.0540
1703754355.5296 366 453 483 505 630 943 937 686  0.0525
1703754355.5375 336 462 477 483 628 936 895 663  0.0503
1703754355.5456 372 480 505 521 672 987 922 666  0.0536
1703754355.5536 339 460 494 501 662 968 872 612  0.0489
1703754355.5616 346 457 473 485 672 951 842 593  0.0476
1703754355.5688 359 473 498 492 688 1000 847 587  0.0487
1703754355.5777 366 476 494 501 712 1000 850 559  0.0496
1703754355.5855 336 460 475 476 706 1000 790 545  0.0462
1703754355.5935 346 480 488 509 748 1000 830 548  0.0513
1703754355.6013 330 462 488 512 742 1000 810 525  0.0495
1703754355.6092 356 473 496 507 757 1000 785 516  0.0491
1703754355.6177 323 492 501 481 748 1000 775 502  0.0473
1703754355.6256 349 505 531 558 787 1000 790 516  0.0522
1703754355.6334 320 482 498 509 779 1000 768 488  0.0489
1703754355.6415 349 492 507 516 789 1000 753 494  0.0488
1703754355.6495 366 503 492 514 791 1000 768 519  0.0502
1703754355.6576 369 498 518 543 805 1000 750 474  0.0498
1703754355.6648 313 476 481 501 799 1000 750 466  0.0484
1703754355.6728 356 485 498 523 823 1000 760 508  0.0511
1703754355.6817 346 496 503 532 815 1000 743 483  0.0496
1703754355.6897 336 487 496 514 797 1000 755 480  0.0490
1703754355.6975 333 482 498 505 813 1000 738 494  0.0487
1703754355.7055 369 503 522 543 829 1000 770 494  0.0522
1703754355.7135 356 505 507 525 809 1000 763 474  0.0502
1703754355.7215 346 473 483 523 799 1000 763 494  0.0500
1703754355.7295 372 489 513 538 819 1000 775 502  0.0520
1703754355.7375 422 485 513 538 821 1000 790 494  0.0527
1703754355.7456 372 478 501 532 793 1000 780 502  0.0510
1703754355.7534 389 482 496 516 791 1000 780 511  0.0507
1703754355.7614 402 498 505 532 807 1000 798 542  0.0535
1703754355.7694 369 487 490 518 785 1000 783 491  0.0502
1703754355.7772 366 487 486 485 767 1000 788 480  0.0487
1703754355.7853 372 501 501 523 789 1000 810 536  0.0528
1703754355.7935 392 494 518 523 797 1000 805 531  0.0528
1703754355.8014 366 466 479 503 769 1000 790 491  0.0494
1703754355.8094 346 471 494 514 767 1000 827 545  0.0524
1703754355.8174 399 494 516 525 773 1000 835 553  0.0535
1703754355.8252 379 480 483 501 769 1000 822 542  0.0519
1703754355.8332 369 473 483 512 773 1000 815 528  0.0517
1703754355.8414 372 501 501 507 777 1000 857 564  0.0544
1703754355.8493 389 489 486 498 759 1000 820 542  0.0513
1703754355.8573 333 464 471 481 738 1000 820 533  0.0495
1703754355.8653 366 496 503 509 751 1000 837 556  0.0520
1703754355.8732 369 478 492 514 740 1000 842 564  0.0518
1703754355.8814 366 489 513 509 732 1000 835 550  0.0505
1703754355.8892 353 469 486 498 740 1000 857 584  0.0529
1703754355.8972 376 494 524 534 748 1000 865 612  0.0555
1703754355.9052 336 478 494 507 726 1000 850 567  0.0511
1703754355.9130 382 469 492 514 740 1000 840 579  0.0523
1703754355.9210 349 485 492 527 740 1000 850 576  0.0528
1703754355.9292 372 494 494 518 730 1000 855 576  0.0520
1703754355.9370 330 464 475 487 712 1000 832 556  0.0488
1703754355.9449 359 494 492 532 738 1000 880 593  0.0542
1703754355.9530 372 482 471 490 710 1000 837 573  0.0495
1703754355.9608 349 466 481 505 720 1000 865 553  0.0506
1703754355.9688 353 471 486 494 716 1000 850 570  0.0503
1703754355.9770 369 485 505 516 732 1000 900 615  0.0550
1703754355.9849 336 480 494 481 706 1000 860 587  0.0504
1703754355.9927 330 462 464 498 706 1000 875 567  0.0501
1703754356.0007 366 482 486 503 714 1000 870 601  0.0520
1703754356.0098 372 482 488 509 724 1000 870 610  0.0533
1703754356.0169 330 466 477 476 694 992 847 567  0.0483
1703754356.0250 349 482 486 490 694 1000 885 607  0.0510
1703754356.0339 376 507 503 483 698 1000 875 610  0.0512
1703754356.0417 323 471 473 472 682 1000 865 593  0.0492
1703754356.0497 326 469 475 463 672 980 870 590  0.0485
1703754356.0576 330 489 513 478 676 1000 905 612  0.0506
1703754356.0648 353 476 479 474 678 1000 862 598  0.0491
1703754356.0728 320 460 462 458 658 960 840 570  0.0459
1703754356.0818 343 478 494 478 698 1000 887 584  0.0503
1703754356.0896 339 498 488 476 698 1000 870 610  0.0511
1703754356.0976 333 469 466 461 670 1000 855 587  0.0480
1703754356.1057 330 462 475 476 692 1000 877 579  0.0495
1703754356.1136 389 498 509 487 720 1000 892 615  0.0536
1703754356.1218 326 485 479 470 694 1000 877 604  0.0507
1703754356.1297 349 478 473 470 692 1000 880 576  0.0495
1703754356.1375 353 478 492 490 708 1000 877 587  0.0511
1703754356.1455 379 512 494 470 700 1000 867 581  0.0498
1703754356.1536 353 464 468 450 712 1000 840 564  0.0492
1703754356.1614 349 485 505 498 734 1000 867 559  0.0518
1703754356.1696 379 510 498 490 748 1000 885 584  0.0540
1703754356.1776 363 501 494 505 757 1000 840 550  0.0522
1703754356.1854 382 507 498 498 765 1000 830 562  0.0526
1703754356.1934 359 503 513 509 779 1000 847 590  0.0552
1703754356.2014 369 492 488 503 773 1000 805 548  0.0517
1703754356.2093 349 494 498 490 767 1000 807 519  0.0504
1703754356.2174 363 498 503 505 777 1000 817 525  0.0518
1703754356.2253 372 498 494 512 803 1000 793 522  0.0520
1703754356.2333 363 492 481 509 787 1000 780 508  0.0503
1703754356.2415 376 496 492 509 805 1000 812 542  0.0534
1703754356.2494 399 510 518 529 803 1000 802 559  0.0539
1703754356.2572 386 503 511 532 831 1000 798 516  0.0537
1703754356.2654 389 487 483 521 827 1000 795 528  0.0534
1703754356.2732 412 519 509 556 851 1000 795 545  0.0558
1703754356.2811 402 501 498 536 851 1000 773 511  0.0532
1703754356.2894 376 498 477 538 843 1000 760 488  0.0519
1703754356.2974 422 523 496 543 863 1000 770 508  0.0535
1703754356.3053 392 526 513 576 877 1000 758 514  0.0545
1703754356.3133 412 510 503 560 867 1000 743 483  0.0523
1703754356.3212 396 505 498 552 869 1000 753 505  0.0530
1703754356.3291 429 542 541 583 893 1000 745 508  0.0542
1703754356.3373 429 530 490 556 887 1000 730 514  0.0521
1703754356.3453 405 519 496 554 881 1000 710 500  0.0502
1703754356.3532 429 521 509 596 899 1000 720 522  0.0532
1703754356.3611 432 512 501 605 891 1000 700 494  0.0515
1703754356.3691 432 519 496 587 903 1000 685 468  0.0500
1703754356.3772 409 503 490 596 905 1000 705 494  0.0518
1703754356.3852 435 542 511 611 925 1000 700 508  0.0524
1703754356.3930 445 533 509 598 909 1000 685 485  0.0506
1703754356.4010 425 528 494 583 909 1000 685 485  0.0500
1703754356.4090 432 533 509 611 909 1000 688 477  0.0514
1703754356.4170 425 528 492 598 907 1000 678 483  0.0502
1703754356.4250 405 498 488 589 889 1000 683 468  0.0497
1703754356.4330 429 533 509 589 895 1000 710 500  0.0518
1703754356.4409 455 523 509 605 905 1000 685 468  0.0508
1703754356.4487 415 519 509 594 885 1000 708 477  0.0515
1703754356.4569 462 551 524 592 903 1000 690 485  0.0505
1703754356.4650 468 562 539 605 913 1000 705 488  0.0524
1703754356.4729 399 523 503 574 891 1000 713 497  0.0514
1703754356.4809 396 523 498 547 877 1000 700 463  0.0489
1703754356.4898 422 530 516 578 883 1000 725 505  0.0523
1703754356.4977 399 505 507 556 867 1000 708 483  0.0496
1703754356.5057 379 485 492 545 861 1000 710 483  0.0492
1703754356.5138 392 539 533 587 887 1000 730 505  0.0532
1703754356.5208 409 521 539 587 883 1000 740 483  0.0535
1703754356.5288 399 517 526 576 871 1000 733 514  0.0527
1703754356.5377 402 512 496 565 865 1000 763 514  0.0541
1703754356.5456 415 551 535 580 881 1000 750 500  0.0540
1703754356.5536 389 510 501 560 853 1000 758 500  0.0530
1703754356.5616 363 512 516 554 843 1000 730 485  0.0505
1703754356.5697 386 510 520 560 859 1000 778 502  0.0543
1703754356.5777 399 523 524 558 847 1000 760 505  0.0529
1703754356.5856 353 487 503 525 813 1000 753 488  0.0500
1703754356.5934 389 517 518 547 839 1000 778 522  0.0536
1703754356.6016 429 523 522 558 853 1000 793 508  0.0549
1703754356.6095 402 514 503 532 815 1000 780 511  0.0521
1703754356.6175 389 505 501 521 793 1000 760 497  0.0496
1703754356.6256 422 519 533 547 833 1000 802 528  0.0547
1703754356.6334 382 507 509 525 809 1000 778 505  0.0515
1703754356.6413 392 514 516 529 801 1000 765 519  0.0508
1703754356.6495 409 517 522 543 797 1000 788 548  0.0530
1703754356.6573 415 533 520 532 819 1000 793 531  0.0534
1703754356.6653 409 512 507 503 781 1000 788 502  0.0501
1703754356.6733 412 507 496 523 815 1000 800 567  0.0544
1703754356.6813 412 510 520 525 807 1000 812 550  0.0541
1703754356.6892 376 496 513 523 803 1000 827 562  0.0549
1703754356.6974 386 503 503 525 789 1000 817 545  0.0534
1703754356.7053 425 507 522 552 821 1000 842 598  0.0585
1703754356.7131 405 507 505 529 815 1000 850 570  0.0567
1703754356.7213 425 519 505 516 819 1000 847 607  0.0580
1703754356.7292 419 505 520 536 831 1000 855 593  0.0585
1703754356.7373 396 519 528 558 847 1000 880 632  0.0624
1703754356.7453 405 501 509 541 817 1000 827 598  0.0574
1703754356.7532 366 487 496 543 839 1000 832 596  0.0584
1703754356.7610 389 487 496 549 831 1000 805 573  0.0563
1703754356.7692 382 489 490 527 813 1000 795 593  0.0553
1703754356.7770 353 471 492 563 817 1000 775 542  0.0537
1703754356.7850 389 503 516 580 835 1000 765 562  0.0550
1703754356.7933 412 514 516 565 833 1000 748 531  0.0524
1703754356.8012 382 480 494 565 823 980 738 525  0.0512
1703754356.8090 382 498 507 572 837 985 725 528  0.0510
1703754356.8172 419 523 522 592 865 1000 705 528  0.0508
1703754356.8252 415 505 516 600 851 968 698 514  0.0500
1703754356.8331 389 507 498 594 867 982 718 522  0.0521
1703754356.8411 409 526 526 607 883 1000 725 536  0.0539
1703754356.8491 396 519 507 589 869 970 680 500  0.0489
1703754356.8569 389 501 505 592 853 951 673 508  0.0480
1703754356.8650 419 526 509 620 889 975 698 528  0.0520
1703754356.8731 429 528 526 634 897 995 683 516  0.0520
1703754356.8809 419 521 503 609 871 955 665 505  0.0488
1703754356.8889 409 526 522 629 899 968 668 525  0.0507
1703754356.8978 435 528 520 649 905 965 665 516  0.0518
1703754356.9058 396 512 494 625 889 946 645 494  0.0489
1703754356.9128 396 507 513 636 893 931 618 480  0.0480
1703754356.9209 405 526 537 649 905 958 658 514  0.0513
1703754356.9288 419 528 518 638 899 929 638 500  0.0492
1703754356.9368 389 507 494 640 889 926 615 483  0.0479
1703754356.9457 419 530 520 647 909 929 620 491  0.0490
1703754356.9535 425 533 518 654 897 914 628 500  0.0494
1703754356.9608 409 514 501 640 907 909 600 466  0.0473
1703754356.9689 396 514 505 651 903 914 608 488  0.0483
1703754356.9767 438 539 537 665 917 916 608 494  0.0494
1703754356.9847 412 521 503 647 911 897 598 480  0.0474
1703754356.9937 429 539 513 651 895 882 600 480  0.0471
1703754357.0015 415 523 503 662 919 894 586 497  0.0479
1703754357.0097 438 530 520 658 921 902 588 477  0.0479
1703754357.0178 422 528 516 656 907 877 556 457  0.0458
1703754357.0256 485 555 539 682 925 894 586 485  0.0493
1703754357.0336 478 558 539 662 917 885 571 477  0.0471
