% Edge sensor logfile normalized 'log_20231228_101122.585/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1703754684.0505 412 498 475 496 783 1000 812 570  0.0531
1703754684.0586 432 496 496 527 819 1000 817 584  0.0561
1703754684.0666 409 460 473 512 795 1000 807 564  0.0535
1703754684.0748 372 471 453 501 773 1000 798 562  0.0518
1703754684.0828 425 487 462 505 791 1000 822 579  0.0544
1703754684.0907 419 514 486 505 801 1000 807 576  0.0541
1703754684.0985 392 464 458 485 761 1000 807 548  0.0508
1703754684.1065 409 489 464 490 805 1000 815 576  0.0543
1703754684.1146 429 487 473 536 805 1000 832 593  0.0568
1703754684.1227 402 473 445 490 781 1000 800 567  0.0522
1703754684.1308 402 473 449 490 783 1000 788 548  0.0511
1703754684.1387 432 487 460 514 823 1000 820 570  0.0555
1703754684.1467 392 460 438 487 783 1000 785 562  0.0513
1703754684.1548 412 457 460 498 793 1000 783 567  0.0521
1703754684.1627 392 487 453 507 797 1000 790 584  0.0534
1703754684.1707 429 492 458 514 795 1000 807 590  0.0546
1703754684.1787 386 457 445 485 773 1000 783 528  0.0497
1703754684.1867 415 471 441 498 805 1000 802 581  0.0541
1703754684.1946 412 473 441 490 787 1000 810 570  0.0531
1703754684.2029 392 476 449 478 797 1000 800 564  0.0526
1703754684.2107 382 464 460 496 777 1000 790 556  0.0513
1703754684.2188 435 492 466 514 815 1000 825 593  0.0563
1703754684.2268 402 480 458 492 783 1000 790 553  0.0514
1703754684.2347 405 482 458 498 771 1000 790 567  0.0514
1703754684.2427 419 485 462 505 797 1000 790 573  0.0530
1703754684.2510 438 485 458 501 795 1000 788 590  0.0534
1703754684.2589 419 476 451 494 775 1000 775 531  0.0496
1703754684.2668 382 464 458 509 803 1000 798 567  0.0535
1703754684.2749 425 487 453 514 799 1000 793 559  0.0529
1703754684.2828 386 487 445 485 799 1000 775 556  0.0513
1703754684.2909 382 471 458 485 789 1000 780 536  0.0505
1703754684.2990 405 482 466 509 803 1000 842 584  0.0559
1703754684.3069 389 469 453 501 813 1000 783 548  0.0524
1703754684.3148 369 462 451 461 771 1000 785 542  0.0497
1703754684.3230 386 476 466 509 797 1000 822 559  0.0540
1703754684.3309 399 485 462 514 807 1000 812 590  0.0553
1703754684.3390 379 460 445 494 779 1000 790 531  0.0506
1703754684.3470 359 455 436 481 797 1000 790 550  0.0517
1703754684.3550 402 482 460 518 797 1000 832 604  0.0564
1703754684.3629 386 464 443 496 777 1000 795 539  0.0510
1703754684.3710 363 460 443 478 771 1000 775 516  0.0488
1703754684.3790 399 464 445 496 809 1000 822 567  0.0545
1703754684.3871 402 485 466 494 801 1000 805 564  0.0533
1703754684.3951 366 457 447 474 771 1000 785 522  0.0494
1703754684.4030 392 466 449 481 797 1000 817 556  0.0531
1703754684.4110 419 487 471 505 801 1000 805 545  0.0529
1703754684.4191 399 462 458 487 791 1000 812 564  0.0531
1703754684.4273 379 462 445 485 795 1000 793 536  0.0515
1703754684.4351 412 485 458 492 807 1000 812 559  0.0537
1703754684.4431 382 469 447 474 773 1000 793 528  0.0500
1703754684.4510 356 448 430 472 779 1000 785 522  0.0498
1703754684.4589 399 476 449 476 795 1000 790 545  0.0514
1703754684.4670 412 469 447 487 791 1000 800 531  0.0515
1703754684.4752 386 469 449 476 775 1000 770 519  0.0488
1703754684.4831 363 453 445 472 791 1000 788 556  0.0514
1703754684.4911 409 480 462 496 805 1000 800 548  0.0528
1703754684.4990 402 460 441 476 779 1000 773 559  0.0502
1703754684.5069 399 480 464 487 795 1000 788 559  0.0519
1703754684.5151 399 476 464 501 809 1000 795 550  0.0529
1703754684.5233 392 469 453 492 811 1000 775 536  0.0513
1703754684.5311 382 437 441 474 783 1000 768 511  0.0489
1703754684.5391 412 469 447 498 825 1000 793 545  0.0532
1703754684.5470 396 469 449 490 809 1000 778 511  0.0508
1703754684.5549 405 480 445 490 811 1000 785 542  0.0520
1703754684.5631 379 473 447 474 817 1000 778 553  0.0518
1703754684.5712 435 494 473 529 845 1000 778 556  0.0542
1703754684.5791 389 471 447 496 831 1000 785 522  0.0523
1703754684.5871 356 451 443 476 813 1000 768 531  0.0506
1703754684.5950 415 464 447 503 833 1000 798 562  0.0544
1703754684.6029 382 476 468 514 837 1000 768 533  0.0523
1703754684.6111 366 457 441 478 809 1000 748 508  0.0488
1703754684.6191 399 476 458 507 833 1000 770 542  0.0524
1703754684.6270 409 487 460 521 835 1000 790 550  0.0541
1703754684.6342 379 480 451 514 845 1000 763 545  0.0526
1703754684.6431 382 473 438 498 829 1000 745 531  0.0501
1703754684.6503 422 496 468 545 857 1000 780 556  0.0552
1703754684.6583 396 476 456 525 843 1000 755 522  0.0518
1703754684.6672 346 460 447 503 837 1000 743 528  0.0503
1703754684.6742 386 476 464 527 855 1000 745 519  0.0515
1703754684.6822 396 485 466 532 871 1000 748 536  0.0527
1703754684.6913 409 471 464 527 853 1000 730 500  0.0501
1703754684.6983 386 492 466 541 867 1000 738 533  0.0520
1703754684.7063 409 487 496 558 861 1000 750 522  0.0530
1703754684.7152 369 480 462 545 857 1000 730 528  0.0511
1703754684.7222 369 466 458 541 861 1000 723 502  0.0503
1703754684.7302 379 476 488 554 873 1000 733 531  0.0522
1703754684.7391 372 476 479 532 859 1000 728 525  0.0506
1703754684.7462 349 469 449 536 861 1000 718 525  0.0499
1703754684.7542 392 485 483 549 883 1000 728 536  0.0520
1703754684.7633 402 498 486 554 881 1000 738 567  0.0535
1703754684.7703 376 492 481 541 855 1000 735 542  0.0516
1703754684.7783 402 485 475 560 887 1000 710 522  0.0506
1703754684.7864 412 492 501 576 897 1000 725 533  0.0529
1703754684.7943 363 471 458 525 863 1000 715 531  0.0494
1703754684.8024 359 476 453 541 861 1000 718 514  0.0500
1703754684.8113 363 492 473 560 883 1000 725 531  0.0520
1703754684.8184 356 489 473 543 875 1000 710 505  0.0497
1703754684.8264 366 464 456 543 877 1000 698 508  0.0487
1703754684.8345 372 480 466 552 879 1000 730 528  0.0520
1703754684.8424 379 485 479 565 885 1000 735 536  0.0531
1703754684.8504 366 476 477 565 887 1000 735 531  0.0531
1703754684.8584 369 464 462 558 877 1000 710 536  0.0504
1703754684.8663 369 494 505 578 903 1000 733 550  0.0541
1703754684.8746 376 489 475 560 875 1000 718 505  0.0509
1703754684.8825 343 492 477 563 883 1000 708 514  0.0504
1703754684.8904 382 494 481 592 889 1000 738 531  0.0544
1703754684.8985 392 512 518 603 907 1000 735 550  0.0554
1703754684.9063 359 492 505 589 881 1000 710 502  0.0515
1703754684.9143 376 494 496 589 897 1000 728 550  0.0539
1703754684.9226 415 512 520 616 911 1000 758 567  0.0582
1703754684.9305 386 498 501 585 903 1000 730 511  0.0535
1703754684.9384 402 480 488 578 887 1000 715 536  0.0519
1703754684.9465 412 514 513 616 907 1000 743 559  0.0568
1703754684.9544 412 498 496 578 887 1000 723 519  0.0524
1703754684.9623 402 498 483 574 887 1000 708 514  0.0509
1703754684.9708 389 507 505 580 899 1000 713 533  0.0520
1703754684.9787 405 505 496 583 903 1000 740 548  0.0548
1703754684.9865 392 503 498 565 889 1000 710 494  0.0507
1703754684.9945 396 494 486 569 893 1000 730 553  0.0533
1703754685.0024 429 501 490 578 897 1000 733 531  0.0536
1703754685.0105 412 503 498 592 895 1000 725 516  0.0533
1703754685.0186 382 492 475 576 885 1000 738 531  0.0537
1703754685.0266 389 510 501 574 891 1000 758 562  0.0559
1703754685.0345 402 505 494 572 877 1000 740 514  0.0532
1703754685.0425 399 494 483 558 879 1000 733 531  0.0525
1703754685.0504 415 498 494 556 879 1000 745 539  0.0535
1703754685.0584 412 501 498 565 891 1000 735 556  0.0536
1703754685.0664 405 494 483 558 881 1000 730 505  0.0520
1703754685.0744 392 492 471 527 863 1000 733 542  0.0513
1703754685.0825 402 496 490 547 867 1000 750 536  0.0531
1703754685.0906 399 492 483 549 877 1000 735 519  0.0521
1703754685.0986 366 480 492 558 867 1000 748 522  0.0531
1703754685.1067 392 510 498 569 883 1000 783 562  0.0571
1703754685.1147 392 512 509 565 879 1000 753 550  0.0546
1703754685.1228 376 503 488 547 855 1000 760 559  0.0540
1703754685.1307 382 498 507 572 877 1000 765 553  0.0557
1703754685.1389 405 514 505 572 867 1000 765 562  0.0557
1703754685.1471 372 498 498 547 869 1000 755 556  0.0540
1703754685.1550 356 478 490 558 853 1000 748 539  0.0530
1703754685.1631 379 519 498 572 885 1000 770 587  0.0573
1703754685.1711 396 512 490 549 869 1000 755 533  0.0535
1703754685.1790 353 482 488 521 857 1000 765 542  0.0532
1703754685.1871 386 494 509 556 867 1000 770 542  0.0548
1703754685.1957 389 517 516 567 871 1000 778 548  0.0560
1703754685.2027 382 503 507 536 837 1000 753 508  0.0515
1703754685.2109 356 487 494 552 841 1000 753 528  0.0525
1703754685.2189 396 514 522 567 863 1000 778 539  0.0555
1703754685.2268 356 501 511 541 849 1000 745 519  0.0517
1703754685.2350 349 485 511 549 837 1000 738 468  0.0505
1703754685.2428 359 503 503 567 847 1000 753 525  0.0532
1703754685.2509 366 496 516 543 847 1000 748 483  0.0514
1703754685.2589 343 505 501 525 835 1000 720 468  0.0485
1703754685.2667 359 496 520 545 859 1000 763 488  0.0528
1703754685.2747 330 489 501 547 849 1000 760 505  0.0526
1703754685.2829 349 507 513 541 851 1000 755 471  0.0517
1703754685.2907 356 487 511 521 821 1000 753 494  0.0503
1703754685.2987 363 519 537 554 861 1000 775 491  0.0538
1703754685.3068 353 482 490 518 821 1000 758 477  0.0503
1703754685.3147 356 501 520 549 843 1000 758 477  0.0519
1703754685.3228 363 501 513 538 825 1000 765 508  0.0518
1703754685.3311 366 507 513 549 847 1000 773 497  0.0532
1703754685.3390 339 487 503 536 825 1000 743 491  0.0502
1703754685.3468 386 505 509 541 843 1000 770 480  0.0524
1703754685.3549 363 494 511 527 823 1000 768 494  0.0514
1703754685.3629 353 507 501 523 821 1000 755 505  0.0506
1703754685.3712 363 487 501 523 813 1000 753 483  0.0499
1703754685.3782 415 517 533 565 835 1000 793 516  0.0547
1703754685.3871 396 498 490 532 805 1000 758 477  0.0500
1703754685.3949 349 478 481 521 831 1000 760 508  0.0513
1703754685.4029 392 507 513 532 823 1000 773 483  0.0516
1703754685.4108 402 494 513 532 811 1000 798 494  0.0525
1703754685.4191 372 480 477 518 797 1000 760 485  0.0495
1703754685.4272 363 480 505 536 811 1000 788 485  0.0520
1703754685.4351 422 507 531 554 829 1000 793 500  0.0537
1703754685.4429 366 482 492 521 811 1000 770 488  0.0507
1703754685.4509 372 473 477 518 805 1000 780 494  0.0510
1703754685.4588 389 498 501 547 833 1000 788 525  0.0540
1703754685.4669 392 482 496 532 819 1000 773 494  0.0516
1703754685.4752 346 473 483 507 787 1000 765 468  0.0488
1703754685.4830 376 489 494 525 813 1000 790 516  0.0525
1703754685.4909 376 492 494 523 813 1000 780 525  0.0521
1703754685.4989 372 485 481 516 821 1000 770 494  0.0511
1703754685.5069 366 469 479 521 817 1000 760 497  0.0506
1703754685.5148 372 496 511 549 843 1000 798 514  0.0546
1703754685.5230 369 487 486 516 825 1000 758 491  0.0506
1703754685.5310 366 469 477 518 823 1000 750 488  0.0500
1703754685.5389 379 501 481 518 831 1000 768 508  0.0517
1703754685.5469 386 496 490 525 839 1000 758 497  0.0514
1703754685.5549 356 485 477 516 833 1000 740 483  0.0497
1703754685.5628 369 487 496 549 853 1000 768 522  0.0536
1703754685.5709 369 510 501 549 855 1000 765 505  0.0532
1703754685.5789 356 487 503 536 855 1000 745 477  0.0512
1703754685.5870 366 498 503 549 847 1000 740 491  0.0512
1703754685.5952 386 505 516 580 857 1000 765 508  0.0544
1703754685.6030 372 487 505 556 861 1000 730 491  0.0512
1703754685.6109 346 469 498 549 837 1000 743 488  0.0510
1703754685.6191 366 492 509 552 857 1000 758 502  0.0529
1703754685.6269 359 480 496 547 857 1000 730 471  0.0506
1703754685.6349 349 478 494 558 851 1000 735 471  0.0511
1703754685.6432 366 480 494 580 869 1000 750 491  0.0536
1703754685.6512 372 494 509 560 873 1000 760 497  0.0536
1703754685.6591 346 478 492 560 867 1000 740 483  0.0521
1703754685.6671 369 489 479 556 869 1000 730 488  0.0514
1703754685.6751 353 498 509 554 871 1000 755 508  0.0533
1703754685.6829 356 492 483 547 859 1000 715 460  0.0495
1703754685.6911 330 487 481 529 853 1000 720 454  0.0491
1703754685.6991 405 507 494 541 865 1000 748 485  0.0519
1703754685.7071 376 503 492 543 875 1000 750 494  0.0525
1703754685.7151 349 492 492 541 843 1000 725 463  0.0495
1703754685.7231 363 503 494 536 851 1000 735 491  0.0506
1703754685.7311 386 505 496 545 865 1000 753 488  0.0524
1703754685.7391 369 492 483 527 849 1000 740 471  0.0504
1703754685.7470 326 485 464 527 835 1000 718 480  0.0485
1703754685.7550 372 510 503 541 845 1000 748 485  0.0513
1703754685.7630 363 498 494 541 839 1000 730 454  0.0497
1703754685.7710 346 480 471 512 821 1000 708 460  0.0467
1703754685.7791 346 498 486 536 855 1000 715 463  0.0491
1703754685.7871 372 510 496 538 849 1000 720 485  0.0495
1703754685.7950 372 505 477 538 855 1000 730 463  0.0502
1703754685.8028 363 489 492 538 843 1000 740 468  0.0504
1703754685.8109 376 489 490 547 869 1000 745 483  0.0520
1703754685.8189 366 494 483 538 871 1000 735 485  0.0512
1703754685.8270 359 478 471 518 853 1000 718 477  0.0488
1703754685.8351 392 494 477 545 883 1000 745 477  0.0523
1703754685.8429 386 496 516 560 859 1000 730 491  0.0512
1703754685.8508 386 494 479 541 863 1000 725 474  0.0503
1703754685.8588 389 501 479 534 863 1000 735 474  0.0507
1703754685.8670 422 519 503 567 887 1000 740 477  0.0528
1703754685.8750 353 496 479 538 869 1000 743 494  0.0517
1703754685.8831 363 501 479 545 859 1000 723 466  0.0501
1703754685.8909 402 501 492 549 877 1000 738 480  0.0518
1703754685.8988 389 507 473 541 857 1000 728 497  0.0505
1703754685.9068 382 482 477 543 865 1000 730 488  0.0508
1703754685.9148 405 526 505 565 889 1000 740 497  0.0530
1703754685.9231 412 514 492 547 879 1000 760 471  0.0530
1703754685.9311 405 512 492 569 891 1000 735 491  0.0528
1703754685.9390 392 510 503 556 875 1000 750 514  0.0532
1703754685.9469 438 539 511 574 887 1000 755 494  0.0542
1703754685.9551 402 512 483 558 885 1000 735 491  0.0522
1703754685.9630 386 503 490 554 871 1000 720 505  0.0508
1703754685.9709 405 519 511 565 889 1000 730 497  0.0523
1703754685.9791 429 528 498 567 887 1000 740 485  0.0529
1703754685.9869 389 501 486 556 877 1000 713 474  0.0503
1703754685.9948 425 521 503 572 905 1000 735 508  0.0534
1703754686.0031 422 535 507 565 891 1000 738 508  0.0531
1703754686.0110 435 514 496 554 875 1000 725 494  0.0512
1703754686.0190 402 519 486 552 871 1000 715 500  0.0503
1703754686.0270 429 539 520 592 895 1000 753 508  0.0552
1703754686.0350 402 510 488 556 883 1000 723 502  0.0514
1703754686.0429 429 519 479 565 877 1000 708 477  0.0502
1703754686.0511 405 517 494 569 891 1000 735 508  0.0530
1703754686.0590 448 519 505 578 877 1000 738 502  0.0531
1703754686.0669 402 521 486 545 871 1000 693 457  0.0482
1703754686.0751 425 523 496 569 893 1000 735 502  0.0530
1703754686.0830 419 528 496 587 893 1000 738 516  0.0540
1703754686.0912 425 523 498 569 881 1000 718 494  0.0513
1703754686.0992 399 517 492 560 867 1000 708 474  0.0497
1703754686.1070 422 535 518 585 895 1000 730 474  0.0530
1703754686.1149 412 519 503 556 871 1000 698 454  0.0489
1703754686.1231 422 533 503 580 879 1000 718 474  0.0515
1703754686.1309 419 533 503 554 877 1000 730 485  0.0515
1703754686.1390 432 539 535 589 881 1000 728 497  0.0529
1703754686.1462 415 517 501 554 867 1000 710 466  0.0497
1703754686.1552 396 514 511 554 881 1000 733 505  0.0520
1703754686.1630 412 521 516 554 859 1000 720 497  0.0504
1703754686.1712 382 510 503 563 875 1000 718 485  0.0509
1703754686.1791 386 501 494 538 847 1000 708 474  0.0484
1703754686.1872 399 537 522 560 875 1000 738 525  0.0527
1703754686.1942 412 523 509 547 839 1000 718 471  0.0492
1703754686.2033 389 523 518 556 847 1000 743 494  0.0516
1703754686.2111 402 521 522 574 869 1000 748 497  0.0533
1703754686.2183 409 535 528 569 865 1000 758 491  0.0535
1703754686.2263 409 528 513 547 839 1000 738 471  0.0505
1703754686.2342 366 512 509 549 853 1000 740 477  0.0512
1703754686.2422 399 521 524 580 871 1000 775 505  0.0553
1703754686.2511 382 510 520 547 851 1000 728 480  0.0503
1703754686.2582 405 505 503 532 837 1000 735 508  0.0502
1703754686.2663 399 514 520 558 857 1000 765 533  0.0541
1703754686.2745 409 501 516 565 843 1000 763 500  0.0531
1703754686.2824 389 510 492 529 825 1000 728 477  0.0489
1703754686.2904 419 512 526 560 853 1000 758 494  0.0529
1703754686.2993 429 514 518 554 851 1000 775 516  0.0540
1703754686.3072 382 512 533 558 835 1000 750 505  0.0519
1703754686.3145 389 514 505 516 809 1000 753 522  0.0502
1703754686.3226 409 517 535 565 847 1000 802 505  0.0552
1703754686.3304 389 496 513 532 815 1000 758 519  0.0511
1703754686.3385 382 487 518 541 811 1000 775 522  0.0522
1703754686.3463 419 517 528 525 831 1000 798 536  0.0540
1703754686.3542 409 526 518 545 835 1000 790 533  0.0543
1703754686.3625 392 505 496 512 823 1000 775 511  0.0517
1703754686.3706 382 498 520 527 825 1000 790 539  0.0536
