% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1703854752.9926 0 0 0 0
1703854752.9989 0 0 0 0
1703854753.0064 4294967295 4294967295 -1 -1
1703854753.0125 4294967295 4294967295 0 0
1703854753.0200 4294967295 4294967294 0 -1
1703854753.0269 4294967295 4294967294 0 0
1703854753.0343 4294967295 4294967293 0 -1
1703854753.0411 4294967295 4294967293 0 0
1703854753.0479 4294967295 4294967292 0 -1
1703854753.0555 4294967295 4294967292 0 0
1703854753.0624 4294967295 4294967292 0 0
1703854753.0688 4294967295 4294967292 0 0
1703854753.0756 4294967295 4294967292 0 0
1703854753.0831 4294967295 4294967292 0 0
1703854753.0902 4294967295 4294967292 0 0
1703854753.0967 4294967295 4294967292 0 0
1703854753.1045 4294967295 4294967292 0 0
1703854753.1114 4294967295 4294967292 0 0
1703854753.1175 4294967295 4294967292 0 0
1703854753.1254 4294967295 4294967292 0 0
1703854753.1318 4294967295 4294967292 0 0
1703854753.1393 4294967295 4294967292 0 0
1703854753.1464 4294967295 4294967292 0 0
1703854753.1530 4294967295 4294967292 0 0
1703854753.1599 4294967295 4294967292 0 0
1703854753.1674 4294967295 4294967292 0 0
1703854753.1744 4294967295 4294967292 0 0
1703854753.1808 4294967295 4294967292 0 0
1703854753.1882 4294967295 4294967292 0 0
1703854753.1950 4294967295 4294967292 0 0
1703854753.2017 4294967295 4294967292 0 0
1703854753.2085 4294967295 4294967292 0 0
1703854753.2160 4294967295 4294967292 0 0
1703854753.2231 4294967295 4294967292 0 0
1703854753.2305 4294967295 4294967292 0 0
1703854753.2369 4294967295 4294967292 0 0
1703854753.2438 4294967295 4294967292 0 0
1703854753.2515 4294967295 4294967292 0 0
1703854753.2575 4294967295 4294967292 0 0
1703854753.2646 4294967295 4294967292 0 0
1703854753.2724 4294967295 4294967292 0 0
1703854753.2792 4294967295 4294967292 0 0
1703854753.2865 4294967295 4294967292 0 0
1703854753.2933 4294967295 4294967292 0 0
1703854753.3000 4294967295 4294967292 0 0
1703854753.3071 4294967295 4294967292 0 0
1703854753.3142 4294967295 4294967292 0 0
1703854753.3210 4294967295 4294967292 0 0
1703854753.3279 4294967295 4294967292 0 0
1703854753.3352 4294967295 4294967292 0 0
1703854753.3423 4294967295 4294967292 0 0
1703854753.3494 4294967295 4294967292 0 0
1703854753.3561 4294967295 4294967292 0 0
1703854753.3633 4294967295 4294967292 0 0
1703854753.3697 4294967295 4294967292 0 0
1703854753.3767 4294967295 4294967292 0 0
1703854753.3841 4294967295 4294967292 0 0
1703854753.3912 4294967295 4294967292 0 0
1703854753.3981 4294967295 4294967292 0 0
1703854753.4048 4294967295 4294967292 0 0
1703854753.4120 4294967295 4294967292 0 0
1703854753.4195 4294967295 4294967292 0 0
1703854753.4255 4294967295 4294967292 0 0
1703854753.4327 4294967295 4294967292 0 0
1703854753.4401 4294967295 4294967292 0 0
1703854753.4471 4294967295 4294967292 0 0
1703854753.4539 4294967295 4294967292 0 0
1703854753.4608 4294967295 4294967292 0 0
1703854753.4682 4294967295 4294967292 0 0
1703854753.4753 4294967295 4294967292 0 0
1703854753.4818 4294967295 4294967292 0 0
1703854753.4892 4294967295 4294967292 0 0
1703854753.4964 4294967295 4294967292 0 0
1703854753.5031 4294967295 4294967292 0 0
1703854753.5100 4294967295 4294967292 0 0
1703854753.5172 4294967295 4294967292 0 0
1703854753.5236 4294967295 4294967292 0 0
1703854753.5315 4294967295 4294967292 0 0
1703854753.5379 4294967295 4294967292 0 0
1703854753.5451 4294967295 4294967292 0 0
1703854753.5517 4294967295 4294967292 0 0
1703854753.5589 4294967295 4294967292 0 0
1703854753.5658 4294967295 4294967292 0 0
1703854753.5733 4294967295 4294967292 0 0
1703854753.5801 4294967295 4294967292 0 0
1703854753.5869 4294967295 4294967292 0 0
1703854753.5941 4294967295 4294967292 0 0
1703854753.6015 4294967295 4294967292 0 0
1703854753.6078 4294967295 4294967292 0 0
1703854753.6147 4294967295 4294967292 0 0
1703854753.6220 4294967295 4294967292 0 0
1703854753.6289 4294967295 4294967292 0 0
1703854753.6356 4294967295 4294967292 0 0
1703854753.6428 4294967295 4294967292 0 0
1703854753.6502 4294967295 4294967292 0 0
1703854753.6566 4294967295 4294967292 0 0
1703854753.6645 4294967295 4294967292 0 0
1703854753.6711 4294967295 4294967292 0 0
1703854753.6786 4294967295 4294967292 0 0
1703854753.6849 4294967295 4294967292 0 0
1703854753.6925 4294967295 4294967292 0 0
1703854753.6994 4294967295 4294967292 0 0
1703854753.7062 4294967295 4294967292 0 0
1703854753.7131 4294967295 4294967292 0 0
1703854753.7198 4294967295 4294967292 0 0
1703854753.7274 4294967295 4294967292 0 0
1703854753.7343 4294967295 4294967292 0 0
1703854753.7406 4294967295 4294967292 0 0
1703854753.7485 4294967295 4294967292 0 0
1703854753.7551 4294967295 4294967292 0 0
1703854753.7622 4294967295 4294967292 0 0
1703854753.7686 4294967295 4294967292 0 0
1703854753.7761 4294967295 4294967292 0 0
1703854753.7829 4294967295 4294967292 0 0
1703854753.7901 4294967295 4294967292 0 0
1703854753.7969 4294967295 4294967292 0 0
1703854753.8035 4294967295 4294967292 0 0
