% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1703854753.8110 4294967295 4294967292 0 0
1703854753.8181 4294967295 4294967292 0 0
1703854753.8254 4294967295 4294967292 0 0
1703854753.8322 4294967295 4294967292 0 0
1703854753.8385 4294967295 4294967292 0 0
1703854753.8465 4294967295 4294967292 0 0
1703854753.8530 4294967295 4294967292 0 0
1703854753.8597 4294967295 4294967292 0 0
1703854753.8665 4294967295 4294967292 0 0
1703854753.8738 4294967295 4294967292 0 0
1703854753.8807 4294967295 4294967292 0 0
1703854753.8881 4294967295 4294967292 0 0
1703854753.8953 4294967295 4294967292 0 0
1703854753.9018 4294967295 4294967292 0 0
1703854753.9091 4294967295 4294967292 0 0
1703854753.9160 4294967295 4294967292 0 0
1703854753.9234 4294967295 4294967292 0 0
1703854753.9305 4294967295 4294967292 0 0
1703854753.9365 4294967295 4294967292 0 0
1703854753.9439 4294967295 4294967292 0 0
1703854753.9514 4294967295 4294967292 0 0
1703854753.9576 4294967295 4294967292 0 0
1703854753.9655 4294967295 4294967292 0 0
1703854753.9718 4294967295 4294967292 0 0
1703854753.9792 4294967295 4294967292 0 0
1703854753.9864 4294967295 4294967292 0 0
1703854753.9930 4294967295 4294967292 0 0
1703854754.0001 4294967295 4294967292 0 0
1703854754.0075 4294967295 4294967292 0 0
1703854754.0145 4294967295 4294967292 0 0
1703854754.0205 4294967295 4294967292 0 0
1703854754.0279 4294967295 4294967292 0 0
1703854754.0349 4294967295 4294967292 0 0
1703854754.0416 4294967295 4294967292 0 0
1703854754.0495 4294967295 4294967292 0 0
1703854754.0562 4294967295 4294967292 0 0
1703854754.0633 4294967295 4294967292 0 0
1703854754.0703 4294967295 4294967292 0 0
1703854754.0766 4294967295 4294967292 0 0
1703854754.0838 4294967295 4294967292 0 0
1703854754.0912 4294967295 4294967292 0 0
1703854754.0982 4294967295 4294967292 0 0
1703854754.1047 4294967295 4294967293 0 1
1703854754.1122 4294967295 4294967293 0 0
1703854754.1191 4294967295 4294967293 0 0
1703854754.1267 4294967295 4294967292 0 -1
1703854754.1325 4294967295 4294967292 0 0
1703854754.1399 4294967295 4294967293 0 1
1703854754.1470 4294967295 4294967293 0 0
1703854754.1543 4294967295 4294967293 0 0
1703854754.1606 4294967295 4294967293 0 0
1703854754.1685 4294967295 4294967293 0 0
1703854754.1750 4294967295 4294967293 0 0
1703854754.1819 4294967295 4294967293 0 0
1703854754.1891 4294967295 4294967293 0 0
1703854754.1965 4294967295 4294967293 0 0
1703854754.2026 4294967295 4294967293 0 0
1703854754.2100 4294967295 4294967293 0 0
1703854754.2173 4294967295 4294967293 0 0
1703854754.2236 4294967295 4294967293 0 0
1703854754.2311 4294967295 4294967293 0 0
1703854754.2380 4294967295 4294967293 0 0
1703854754.2452 4294967295 4294967293 0 0
1703854754.2523 4294967295 4294967293 0 0
1703854754.2586 4294967295 4294967293 0 0
1703854754.2658 4294967295 4294967293 0 0
1703854754.2727 4294967295 4294967293 0 0
1703854754.2798 4294967295 4294967293 0 0
1703854754.2865 4294967295 4294967293 0 0
1703854754.2935 4294967295 4294967293 0 0
1703854754.3005 4294967295 4294967293 0 0
1703854754.3079 4294967295 4294967293 0 0
1703854754.3148 4294967295 4294967293 0 0
1703854754.3217 4294967295 4294967293 0 0
1703854754.3290 4294967295 4294967293 0 0
1703854754.3358 4294967295 4294967293 0 0
1703854754.3432 4294967295 4294967293 0 0
1703854754.3505 4294967295 4294967293 0 0
1703854754.3569 4294967295 4294967293 0 0
1703854754.3641 4294967295 4294967293 0 0
1703854754.3710 4294967295 4294967293 0 0
1703854754.3784 4294967295 4294967293 0 0
1703854754.3852 4294967295 4294967293 0 0
1703854754.3916 4294967295 4294967293 0 0
1703854754.3991 4294967295 4294967293 0 0
1703854754.4063 4294967295 4294967293 0 0
1703854754.4126 4294967295 4294967293 0 0
1703854754.4205 4294967295 4294967293 0 0
1703854754.4267 4294967295 4294967293 0 0
1703854754.4338 4294967295 4294967293 0 0
1703854754.4412 4294967295 4294967293 0 0
1703854754.4476 4294967295 4294967293 0 0
1703854754.4548 4294967295 4294967293 0 0
1703854754.4619 4294967295 4294967293 0 0
1703854754.4688 4294967295 4294967293 0 0
1703854754.4765 4294967295 4294967293 0 0
1703854754.4826 4294967295 4294967293 0 0
1703854754.4901 4294967295 4294967293 0 0
1703854754.4974 4294967295 4294967293 0 0
1703854754.5035 4294967295 4294967293 0 0
1703854754.5109 4294967295 4294967293 0 0
1703854754.5178 4294967295 4294967293 0 0
1703854754.5250 4294967295 4294967293 0 0
1703854754.5316 4294967295 4294967293 0 0
1703854754.5395 4294967295 4294967293 0 0
1703854754.5459 4294967295 4294967293 0 0
1703854754.5529 4294967295 4294967293 0 0
1703854754.5603 4294967295 4294967293 0 0
1703854754.5674 4294967295 4294967293 0 0
1703854754.5743 4294967295 4294967293 0 0
1703854754.5810 4294967295 4294967293 0 0
1703854754.5878 4294967295 4294967293 0 0
1703854754.5945 4294967295 4294967293 0 0
1703854754.6020 4294967295 4294967293 0 0
1703854754.6091 4294967295 4294967293 0 0
1703854754.6165 4294967295 4294967293 0 0
1703854754.6226 4294967295 4294967293 0 0
1703854754.6298 4294967295 4294967293 0 0
1703854754.6366 4294967295 4294967293 0 0
1703854754.6439 4294967295 4294967293 0 0
1703854754.6514 4294967295 4294967293 0 0
1703854754.6585 4294967295 4294967293 0 0
1703854754.6648 4294967295 4294967293 0 0
1703854754.6721 4294967295 4294967293 0 0
1703854754.6795 4294967295 4294967293 0 0
1703854754.6864 4294967295 4294967293 0 0
1703854754.6925 4294967295 4294967293 0 0
1703854754.7002 4294967295 4294967293 0 0
1703854754.7071 4294967295 4294967293 0 0
1703854754.7137 4294967295 4294967293 0 0
1703854754.7206 4294967295 4294967293 0 0
1703854754.7281 4294967295 4294967293 0 0
1703854754.7352 4294967295 4294967293 0 0
1703854754.7422 4294967295 4294967293 0 0
1703854754.7485 4294967295 4294967293 0 0
1703854754.7561 4294967295 4294967293 0 0
1703854754.7635 4294967295 4294967293 0 0
1703854754.7695 4294967295 4294967293 0 0
1703854754.7767 4294967295 4294967293 0 0
1703854754.7842 4294967295 4294967293 0 0
1703854754.7911 4294967295 4294967293 0 0
1703854754.7983 4294967295 4294967293 0 0
1703854754.8047 4294967295 4294967293 0 0
1703854754.8122 4294967295 4294967293 0 0
1703854754.8193 4294967295 4294967293 0 0
1703854754.8265 4294967295 4294967293 0 0
1703854754.8328 4294967295 4294967293 0 0
1703854754.8396 4294967295 4294967293 0 0
1703854754.8474 4294967295 4294967293 0 0
1703854754.8536 4294967295 4294967293 0 0
1703854754.8608 4294967295 4294967293 0 0
1703854754.8682 4294967295 4294967293 0 0
1703854754.8750 4294967295 4294967293 0 0
1703854754.8824 4294967295 4294967293 0 0
1703854754.8893 4294967295 4294967293 0 0
1703854754.8959 4294967295 4294967293 0 0
1703854754.9034 4294967295 4294967293 0 0
1703854754.9102 4294967295 4294967293 0 0
1703854754.9166 4294967295 4294967293 0 0
1703854754.9245 4294967295 4294967293 0 0
1703854754.9309 4294967295 4294967293 0 0
1703854754.9384 4294967295 4294967293 0 0
1703854754.9445 4294967295 4294967293 0 0
1703854754.9522 4294967295 4294967293 0 0
1703854754.9590 4294967295 4294967293 0 0
1703854754.9662 4294967295 4294967293 0 0
1703854754.9730 4294967295 4294967293 0 0
1703854754.9797 4294967295 4294967293 0 0
1703854754.9872 4294967295 4294967293 0 0
1703854754.9944 4294967295 4294967293 0 0
1703854755.0010 4294967295 4294967293 0 0
1703854755.0079 4294967295 4294967293 0 0
