% Encoder logfile
% 1 	Time (sec)
% 2,3 	enc left, right
% 4,5 	encoder change left, right
1706887076.7115 0 202 0 0
1706887076.7197 0 202 0 0
1706887076.7269 0 202 0 0
1706887076.7355 0 202 0 0
1706887076.7429 0 202 0 0
1706887076.7517 0 202 0 0
1706887076.7600 0 202 0 0
1706887076.7674 0 202 0 0
1706887076.7752 0 202 0 0
1706887076.7838 0 202 0 0
1706887076.7913 0 202 0 0
1706887076.7989 0 202 0 0
1706887076.8074 0 202 0 0
1706887076.8148 0 202 0 0
1706887076.8231 0 202 0 0
1706887076.8316 0 202 0 0
1706887076.8390 0 202 0 0
1706887076.8474 0 202 0 0
1706887076.8560 0 202 0 0
1706887076.8633 0 202 0 0
1706887076.8709 0 202 0 0
1706887076.8803 0 202 0 0
1706887076.8876 0 202 0 0
1706887076.8950 0 202 0 0
1706887076.9036 0 202 0 0
1706887076.9109 0 202 0 0
1706887076.9196 0 202 0 0
1706887076.9280 0 202 0 0
1706887076.9355 0 202 0 0
1706887076.9428 0 202 0 0
1706887076.9515 0 202 0 0
1706887076.9590 0 202 0 0
1706887076.9676 0 202 0 0
1706887076.9759 0 202 0 0
1706887076.9830 0 202 0 0
1706887076.9916 0 202 0 0
1706887077.0001 0 202 0 0
1706887077.0075 0 202 0 0
1706887077.0149 0 202 0 0
1706887077.0244 0 202 0 0
1706887077.0317 0 202 0 0
1706887077.0392 0 202 0 0
1706887077.0478 0 202 0 0
1706887077.0551 0 202 0 0
1706887077.0637 0 202 0 0
1706887077.0724 0 202 0 0
1706887077.0793 0 202 0 0
1706887077.0869 0 202 0 0
1706887077.0956 0 202 0 0
1706887077.1029 0 202 0 0
1706887077.1115 0 202 0 0
1706887077.1200 0 202 0 0
1706887077.1270 0 202 0 0
1706887077.1357 0 202 0 0
1706887077.1444 0 202 0 0
1706887077.1517 0 202 0 0
1706887077.1593 0 202 0 0
1706887077.1679 0 202 0 0
1706887077.1748 0 202 0 0
1706887077.1834 0 202 0 0
1706887077.1920 0 202 0 0
1706887077.1994 0 202 0 0
1706887077.2079 0 202 0 0
1706887077.2154 0 202 0 0
1706887077.2235 0 202 0 0
1706887077.2310 0 202 0 0
1706887077.2397 0 202 0 0
1706887077.2470 0 202 0 0
1706887077.2555 0 202 0 0
1706887077.2638 0 202 0 0
1706887077.2712 0 202 0 0
1706887077.2798 0 202 0 0
1706887077.2875 0 202 0 0
1706887077.2949 0 202 0 0
1706887077.3034 0 202 0 0
1706887077.3121 0 202 0 0
1706887077.3195 0 202 0 0
1706887077.3268 0 202 0 0
1706887077.3355 0 202 0 0
1706887077.3438 0 202 0 0
1706887077.3513 0 202 0 0
1706887077.3599 0 202 0 0
1706887077.3672 0 202 0 0
1706887077.3754 0 202 0 0
1706887077.3840 0 202 0 0
1706887077.3911 0 202 0 0
1706887077.3997 0 202 0 0
1706887077.4083 0 202 0 0
1706887077.4156 0 202 0 0
1706887077.4229 0 202 0 0
1706887077.4325 0 202 0 0
1706887077.4397 0 202 0 0
1706887077.4473 0 202 0 0
1706887077.4559 0 202 0 0
1706887077.4632 0 202 0 0
1706887077.4717 0 202 0 0
1706887077.4799 0 202 0 0
1706887077.4873 0 202 0 0
1706887077.4949 0 202 0 0
1706887077.5036 0 202 0 0
1706887077.5110 0 202 0 0
1706887077.5197 0 202 0 0
1706887077.5279 0 202 0 0
1706887077.5353 0 202 0 0
1706887077.5438 0 202 0 0
1706887077.5524 0 202 0 0
1706887077.5597 0 202 0 0
1706887077.5671 0 202 0 0
1706887077.5764 0 202 0 0
1706887077.5838 0 202 0 0
1706887077.5913 0 202 0 0
1706887077.5999 0 202 0 0
1706887077.6073 0 202 0 0
1706887077.6158 0 202 0 0
1706887077.6241 0 202 0 0
1706887077.6316 0 202 0 0
1706887077.6393 0 202 0 0
1706887077.6481 0 202 0 0
1706887077.6555 0 202 0 0
1706887077.6628 0 202 0 0
1706887077.6725 0 202 0 0
1706887077.6795 0 202 0 0
1706887077.6870 0 202 0 0
1706887077.6957 0 202 0 0
1706887077.7029 0 202 0 0
1706887077.7115 0 202 0 0
1706887077.7201 0 202 0 0
1706887077.7271 0 202 0 0
1706887077.7357 0 202 0 0
1706887077.7443 0 202 0 0
1706887077.7515 0 202 0 0
1706887077.7597 0 202 0 0
1706887077.7684 0 202 0 0
1706887077.7754 0 202 0 0
1706887077.7829 0 202 0 0
1706887077.7925 0 202 0 0
1706887077.7998 0 202 0 0
1706887077.8073 0 202 0 0
1706887077.8159 0 202 0 0
1706887077.8229 0 202 0 0
1706887077.8316 0 202 0 0
1706887077.8402 0 202 0 0
1706887077.8476 0 202 0 0
1706887077.8551 0 202 0 0
1706887077.8637 0 202 0 0
1706887077.8710 0 202 0 0
1706887077.8793 0 202 0 0
1706887077.8877 0 202 0 0
1706887077.8951 0 202 0 0
1706887077.9037 0 202 0 0
1706887077.9123 0 202 0 0
1706887077.9197 0 202 0 0
1706887077.9277 0 202 0 0
1706887077.9362 0 202 0 0
1706887077.9435 0 202 0 0
1706887077.9511 0 202 0 0
1706887077.9597 0 202 0 0
1706887077.9672 0 202 0 0
1706887077.9754 0 202 0 0
1706887077.9841 0 202 0 0
1706887077.9915 0 202 0 0
1706887077.9992 0 202 0 0
1706887078.0078 0 202 0 0
1706887078.0152 0 202 0 0
1706887078.0233 0 202 0 0
1706887078.0319 0 202 0 0
1706887078.0393 0 202 0 0
1706887078.0478 0 202 0 0
1706887078.0564 0 202 0 0
1706887078.0636 0 202 0 0
1706887078.0712 0 202 0 0
1706887078.0805 0 202 0 0
1706887078.0879 0 202 0 0
1706887078.0954 0 202 0 0
