% Edge sensor logfile log_20240202_161804.588/log_edge.txt
% 	Calib white 1000 1000 1000 1000 1000 1000 1000 1000
% 	Calib black 0 0 0 0 0 0 0 0
% 	White threshold (of 1000) 700 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1706887085.3615 0 0.000 0.000 0.0000
1706887085.3701 0 0.000 0.000 0.0000
1706887085.3766 0 0.000 0.000 0.0000
1706887085.3847 0 0.000 0.000 0.0000
1706887085.3925 0 0.000 0.000 0.0000
1706887085.4006 0 0.000 0.000 0.0000
1706887085.4088 0 0.000 0.000 0.0000
1706887085.4169 0 0.000 0.000 0.0000
1706887085.4251 0 0.000 0.000 0.0000
1706887085.4333 0 0.000 0.000 0.0000
1706887085.4404 0 0.000 0.000 0.0000
1706887085.4488 0 0.000 0.000 0.0000
1706887085.4573 0 0.000 0.000 0.0000
1706887085.4648 0 0.000 0.000 0.0000
1706887085.4730 0 0.000 0.000 0.0000
1706887085.4810 0 0.000 0.000 0.0000
1706887085.4888 0 0.000 0.000 0.0000
1706887085.4970 0 0.000 0.000 0.0000
1706887085.5052 0 0.000 0.000 0.0000
1706887085.5133 0 0.000 0.000 0.0000
1706887085.5204 0 0.000 0.000 0.0000
1706887085.5285 0 0.000 0.000 0.0000
1706887085.5363 0 0.000 0.000 0.0000
1706887085.5444 0 0.000 0.000 0.0000
1706887085.5524 0 0.000 0.000 0.0000
1706887085.5601 0 0.000 0.000 0.0000
1706887085.5690 0 0.000 0.000 0.0000
1706887085.5772 0 0.000 0.000 0.0000
1706887085.5848 0 0.000 0.000 0.0000
1706887085.5930 0 0.000 0.000 0.0000
1706887085.6010 0 0.000 0.000 0.0000
1706887085.6087 0 0.000 0.000 0.0000
1706887085.6165 0 0.000 0.000 0.0000
1706887085.6246 0 0.000 0.000 0.0000
1706887085.6324 0 0.000 0.000 0.0000
1706887085.6405 0 0.000 0.000 0.0000
1706887085.6484 0 0.000 0.000 0.0000
1706887085.6562 0 0.000 0.000 0.0000
1706887085.6650 0 0.000 0.000 0.0000
1706887085.6732 0 0.000 0.000 0.0000
1706887085.6809 0 0.000 0.000 0.0000
1706887085.6889 0 0.000 0.000 0.0000
1706887085.6971 0 0.000 0.000 0.0000
1706887085.7048 0 0.000 0.000 0.0000
1706887085.7126 0 0.000 0.000 0.0000
1706887085.7208 0 0.000 0.000 0.0000
1706887085.7284 0 0.000 0.000 0.0000
1706887085.7364 0 0.000 0.000 0.0000
1706887085.7446 0 0.000 0.000 0.0000
1706887085.7524 0 0.000 0.000 0.0000
1706887085.7605 0 0.000 0.000 0.0000
1706887085.7683 0 0.000 0.000 0.0000
1706887085.7769 0 0.000 0.000 0.0000
1706887085.7850 0 0.000 0.000 0.0000
