% Edge sensor logfile normalized 'log_20240202_161804.588/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1706887086.1047 203 242 256 272 252 261 251 197  0.0000
1706887086.1131 199 238 252 274 254 267 257 193  0.0000
1706887086.1202 200 237 257 274 256 260 249 205  0.0000
1706887086.1284 194 242 262 278 255 259 249 198  0.0000
1706887086.1370 203 239 255 264 242 249 239 194  0.0000
1706887086.1452 200 240 258 281 255 260 248 201  0.0000
1706887086.1524 201 241 254 279 246 256 249 198  0.0000
1706887086.1601 197 236 249 259 245 257 244 199  0.0000
1706887086.1690 194 229 250 263 248 263 259 208  0.0000
1706887086.1761 195 230 253 263 253 264 250 200  0.0000
1706887086.1847 192 228 254 269 252 263 248 205  0.0000
1706887086.1929 194 229 250 269 257 264 249 199  0.0000
1706887086.2011 192 232 252 272 256 265 252 196  0.0000
1706887086.2089 190 234 253 272 250 259 247 190  0.0000
1706887086.2166 204 239 253 265 250 254 252 196  0.0000
1706887086.2248 200 230 244 257 246 258 256 204  0.0000
1706887086.2324 195 232 251 268 252 262 248 180  0.0000
1706887086.2405 198 236 247 270 249 245 229 190  0.0000
1706887086.2488 196 234 230 249 223 243 240 192  0.0000
1706887086.2565 184 214 228 252 235 244 233 183  0.0000
1706887086.2643 205 233 251 265 251 263 252 195  0.0000
1706887086.2723 179 207 213 245 236 254 245 194  0.0000
1706887086.2811 178 212 231 260 245 246 237 188  0.0000
1706887086.2882 185 229 241 265 249 252 236 200  0.0000
1706887086.2964 198 231 244 262 240 261 264 217  0.0000
1706887086.3041 199 228 238 256 246 261 260 212  0.0000
1706887086.3130 190 228 236 246 249 273 276 220  0.0000
1706887086.3211 197 228 241 267 261 276 262 205  0.0000
1706887086.3288 195 238 261 270 256 267 259 199  0.0000
1706887086.3370 217 239 250 264 248 263 255 203  0.0000
1706887086.3452 199 237 248 267 243 251 244 187  0.0000
1706887086.3526 222 241 251 254 241 253 252 198  0.0000
1706887086.3608 204 235 241 256 245 259 248 196  0.0000
1706887086.3684 208 240 248 255 240 256 248 201  0.0000
1706887086.3772 198 237 245 252 235 252 243 198  0.0000
1706887086.3843 203 230 249 252 245 267 255 204  0.0000
1706887086.3925 200 230 245 257 248 259 253 198  0.0000
1706887086.4003 205 238 254 267 250 261 249 203  0.0000
1706887086.4083 204 233 248 256 246 257 248 206  0.0000
1706887086.4171 194 235 253 268 251 247 245 191  0.0000
1706887086.4248 200 233 253 265 242 252 245 198  0.0000
1706887086.4330 210 242 251 263 241 261 252 203  0.0000
1706887086.4402 203 234 245 255 241 249 244 197  0.0000
1706887086.4490 213 251 254 268 248 253 249 201  0.0000
1706887086.4570 205 248 255 262 245 258 250 204  0.0000
1706887086.4648 203 234 252 262 234 255 245 194  0.0000
1706887086.4725 203 243 250 262 246 259 248 199  0.0000
1706887086.4808 211 248 262 266 243 255 243 200  0.0000
1706887086.4890 207 245 259 265 239 242 239 198  0.0000
1706887086.4965 204 245 261 262 243 245 243 202  0.0000
1706887086.5047 198 243 256 267 250 242 243 192  0.0000
1706887086.5136 212 248 258 262 238 247 244 210  0.0000
1706887086.5202 213 254 256 265 250 269 270 213  0.0000
1706887086.5284 209 244 267 280 274 270 255 201  0.0000
1706887086.5366 212 264 281 282 258 266 251 197  0.0000
1706887086.5442 210 246 262 273 261 266 250 198  0.0000
1706887086.5524 215 265 285 283 269 265 254 202  0.0000
1706887086.5606 225 258 277 281 259 259 251 201  0.0000
1706887086.5689 227 262 270 276 255 259 254 198  0.0000
1706887086.5771 209 250 260 271 250 248 232 186  0.0000
1706887086.5842 216 247 264 275 255 256 244 188  0.0000
1706887086.5927 218 252 272 284 256 252 230 179  0.0000
1706887086.6010 210 250 258 256 231 245 246 199  0.0000
1706887086.6092 208 231 242 257 246 254 247 190  0.0000
1706887086.6164 198 242 259 273 255 257 250 193  0.0000
1706887086.6246 203 241 261 272 250 260 244 191  0.0000
1706887086.6326 185 227 253 269 250 254 247 195  0.0000
1706887086.6404 208 242 258 270 255 255 247 192  0.0000
1706887086.6485 214 248 258 268 250 252 246 193  0.0000
1706887086.6567 213 241 249 261 247 255 252 201  0.0000
1706887086.6651 219 250 261 267 248 256 247 198  0.0000
1706887086.6722 211 248 258 268 255 256 248 188  0.0000
1706887086.6803 207 242 251 266 247 257 250 201  0.0000
1706887086.6891 208 250 256 261 248 257 243 192  0.0000
1706887086.6962 201 243 251 274 252 259 241 192  0.0000
1706887086.7045 210 251 259 272 250 254 241 200  0.0000
1706887086.7129 212 247 253 272 248 255 243 190  0.0000
1706887086.7210 211 248 260 267 243 244 240 197  0.0000
1706887086.7290 216 248 257 268 248 255 243 198  0.0000
1706887086.7366 210 245 262 265 252 263 243 195  0.0000
1706887086.7449 199 238 252 266 248 259 246 194  0.0000
1706887086.7530 208 245 258 264 252 258 247 191  0.0000
1706887086.7608 204 238 254 270 249 254 246 195  0.0000
1706887086.7683 203 238 258 269 252 257 247 184  0.0000
1706887086.7765 205 249 263 269 253 257 240 180  0.0000
1706887086.7842 213 248 256 266 249 256 245 197  0.0000
1706887086.7924 211 245 255 266 250 252 247 190  0.0000
1706887086.8007 211 251 258 272 252 244 224 167  0.0000
1706887086.8084 210 246 250 254 222 237 230 181  0.0000
1706887086.8170 199 222 228 255 235 255 235 194  0.0000
1706887086.8242 205 236 246 269 249 250 249 190  0.0000
1706887086.8329 198 229 222 255 236 257 236 182  0.0000
1706887086.8411 172 218 237 259 248 251 234 189  0.0000
1706887086.8482 187 227 251 263 251 252 241 192  0.0000
1706887086.8565 202 242 250 264 242 254 248 208  0.0000
1706887086.8642 204 238 246 264 246 253 243 192  0.0000
1706887086.8724 193 233 248 260 244 258 261 215  0.0000
1706887086.8812 193 228 247 267 259 260 250 191  0.0000
1706887086.8883 198 240 265 278 254 264 246 195  0.0000
1706887086.8965 216 261 264 267 256 258 243 195  0.0000
1706887086.9051 204 245 256 266 249 251 240 185  0.0000
1706887086.9129 226 254 261 269 250 258 243 190  0.0000
1706887086.9212 226 253 262 266 252 255 246 193  0.0000
1706887086.9289 200 240 254 263 247 252 244 195  0.0000
1706887086.9371 204 239 250 264 251 252 240 190  0.0000
1706887086.9442 205 240 254 264 246 256 246 195  0.0000
1706887086.9528 202 237 250 261 246 253 244 195  0.0000
1706887086.9610 201 235 258 264 250 263 246 195  0.0000
1706887086.9688 203 241 261 268 250 247 246 199  0.0000
1706887086.9765 200 242 257 267 244 255 239 185  0.0000
1706887086.9847 198 241 258 270 252 252 239 187  0.0000
1706887086.9927 208 247 259 263 244 256 241 189  0.0000
1706887087.0006 205 242 252 265 245 251 239 188  0.0000
1706887087.0088 204 241 252 261 251 258 245 188  0.0000
1706887087.0166 207 239 256 263 248 255 243 189  0.0000
1706887087.0243 202 236 245 255 242 262 240 182  0.0000
1706887087.0326 203 247 249 259 257 258 245 194  0.0000
1706887087.0408 206 239 257 269 250 257 239 185  0.0000
1706887087.0485 200 247 256 266 245 251 237 181  0.0000
1706887087.0567 205 240 251 265 244 252 240 202  0.0000
1706887087.0647 203 241 250 257 238 249 241 202  0.0000
1706887087.0725 202 236 255 258 244 245 241 214  0.0000
1706887087.0808 204 235 252 271 257 272 260 207  0.0000
1706887087.0888 199 241 268 278 263 265 255 205  0.0000
1706887087.0965 206 250 267 274 254 257 241 183  0.0000
1706887087.1047 200 248 261 264 247 255 240 192  0.0000
1706887087.1136 220 265 276 285 259 265 255 197  0.0000
1706887087.1203 204 247 259 263 255 263 240 192  0.0000
1706887087.1283 208 249 260 265 251 251 236 177  0.0000
1706887087.1365 202 239 249 257 239 236 229 177  0.0000
1706887087.1442 197 237 251 260 245 251 230 182  0.0000
1706887087.1524 202 239 257 262 243 239 225 177  0.0000
1706887087.1606 205 232 234 243 226 245 238 193  0.0000
1706887087.1690 182 210 230 253 237 252 238 185  0.0000
1706887087.1769 194 234 256 261 248 257 241 188  0.0000
1706887087.1852 192 243 254 258 234 243 233 180  0.0000
1706887087.1930 189 230 254 266 251 248 240 188  0.0000
1706887087.2012 193 233 252 264 241 249 240 184  0.0000
1706887087.2083 200 241 252 255 239 243 229 183  0.0000
1706887087.2165 197 233 241 249 241 249 234 196  0.0000
1706887087.2247 202 238 247 257 241 248 238 195  0.0000
1706887087.2329 192 234 251 261 245 259 238 185  0.0000
1706887087.2407 190 229 248 256 245 253 239 187  0.0000
1706887087.2489 196 233 244 256 245 260 241 189  0.0000
1706887087.2572 199 234 247 262 243 253 234 182  0.0000
1706887087.2642 203 241 259 260 241 246 236 187  0.0000
1706887087.2725 201 245 251 261 242 255 239 193  0.0000
1706887087.2807 197 232 248 253 238 247 233 195  0.0000
1706887087.2885 198 236 248 256 239 245 234 189  0.0000
1706887087.2966 201 241 247 258 243 250 238 194  0.0000
1706887087.3048 193 226 238 252 242 249 242 194  0.0000
1706887087.3130 193 226 254 263 240 253 236 191  0.0000
1706887087.3212 190 239 247 259 236 250 233 181  0.0000
1706887087.3284 188 230 244 255 241 250 233 167  0.0000
1706887087.3372 195 234 252 261 240 241 216 167  0.0000
1706887087.3443 200 234 251 263 243 246 228 175  0.0000
1706887087.3530 195 230 244 259 224 227 210 165  0.0000
1706887087.3608 202 238 235 241 214 231 225 178  0.0000
1706887087.3686 185 210 224 244 223 244 228 186  0.0000
1706887087.3768 182 222 232 251 238 245 233 188  0.0000
1706887087.3846 188 228 238 249 243 253 239 185  0.0000
1706887087.3927 172 224 243 252 229 248 231 174  0.0000
1706887087.4008 182 224 248 250 236 243 237 196  0.0000
1706887087.4086 187 232 238 246 236 257 252 201  0.0000
1706887087.4164 200 238 253 269 251 257 243 194  0.0000
1706887087.4246 194 234 251 261 246 248 238 189  0.0000
1706887087.4323 190 237 255 273 258 263 240 184  0.0000
1706887087.4405 193 242 254 261 243 260 239 193  0.0000
1706887087.4485 213 240 255 257 244 251 239 188  0.0000
1706887087.4563 197 231 243 257 243 253 241 188  0.0000
1706887087.4651 194 230 244 262 245 252 240 189  0.0000
1706887087.4723 198 231 247 265 243 256 238 186  0.0000
1706887087.4811 203 241 252 259 245 253 239 188  0.0000
1706887087.4891 196 240 244 251 239 247 238 194  0.0000
1706887087.4963 199 235 247 256 239 251 240 185  0.0000
1706887087.5051 196 233 247 254 242 255 237 194  0.0000
1706887087.5129 195 238 247 248 239 246 235 194  0.0000
1706887087.5212 193 226 242 249 238 254 241 198  0.0000
1706887087.5289 193 237 250 261 243 255 241 189  0.0000
1706887087.5369 191 234 252 265 241 252 232 186  0.0000
1706887087.5451 192 231 242 267 238 247 234 187  0.0000
1706887087.5529 191 238 251 264 248 255 237 190  0.0000
1706887087.5610 203 241 247 257 235 244 237 184  0.0000
1706887087.5688 193 232 243 249 238 249 240 194  0.0000
1706887087.5764 193 239 251 258 246 259 241 180  0.0000
1706887087.5846 192 228 249 255 243 251 243 181  0.0000
1706887087.5930 191 229 242 254 238 254 244 191  0.0000
1706887087.6008 202 235 245 256 248 257 246 201  0.0000
1706887087.6089 189 233 243 255 252 264 255 202  0.0000
1706887087.6167 194 235 255 269 253 255 240 194  0.0000
1706887087.6243 193 237 243 258 248 250 243 199  0.0000
1706887087.6325 195 234 259 274 259 259 242 199  0.0000
1706887087.6407 218 259 268 269 251 259 242 193  0.0000
1706887087.6485 209 247 251 258 242 251 246 191  0.0000
1706887087.6566 196 238 243 262 243 256 239 188  0.0000
1706887087.6645 203 236 259 255 243 256 239 191  0.0000
1706887087.6731 201 243 250 261 239 256 232 173  0.0000
1706887087.6802 197 240 245 254 236 239 220 169  0.0000
1706887087.6884 205 235 244 249 228 242 230 178  0.0000
1706887087.6972 194 224 240 255 234 244 233 192  0.0000
1706887087.7043 198 227 235 248 235 243 238 191  0.0000
1706887087.7130 181 219 233 244 231 248 238 191  0.0000
1706887087.7208 184 227 240 254 241 248 241 187  0.0000
1706887087.7290 194 232 240 240 236 254 245 188  0.0000
1706887087.7362 194 233 245 257 240 255 240 192  0.0000
1706887087.7450 197 236 244 258 243 241 234 185  0.0000
1706887087.7532 197 240 251 256 244 248 239 189  0.0000
1706887087.7612 193 233 243 255 239 250 236 182  0.0000
1706887087.7685 196 232 248 256 233 247 232 181  0.0000
1706887087.7766 198 231 246 254 237 243 232 194  0.0000
1706887087.7849 202 236 243 254 242 252 238 186  0.0000
1706887087.7927 188 224 239 247 237 251 234 182  0.0000
1706887087.8009 201 235 252 253 240 249 238 187  0.0000
1706887087.8089 192 235 245 255 247 254 240 185  0.0000
1706887087.8162 193 226 242 256 240 250 233 184  0.0000
1706887087.8244 196 240 252 255 241 248 238 185  0.0000
1706887087.8326 200 229 242 252 235 249 235 185  0.0000
1706887087.8404 197 233 241 248 236 243 236 191  0.0000
1706887087.8484 199 234 242 250 238 245 235 192  0.0000
1706887087.8572 201 231 244 249 242 246 244 191  0.0000
1706887087.8646 189 232 244 256 241 251 244 187  0.0000
1706887087.8728 192 229 244 264 244 253 238 185  0.0000
1706887087.8810 201 237 247 261 240 247 213 162  0.0000
1706887087.8887 201 234 243 238 204 224 222 179  0.0000
1706887087.8967 197 229 231 243 228 245 236 194  0.0000
1706887087.9049 196 236 239 235 219 238 226 185  0.0000
1706887087.9133 192 212 217 235 215 234 232 189  0.0000
1706887087.9205 170 211 228 248 236 246 234 187  0.0000
1706887087.9287 181 216 231 242 233 246 234 189  0.0000
1706887087.9362 189 226 237 247 230 246 243 201  0.0000
1706887087.9445 183 222 242 252 245 252 239 205  0.0000
1706887087.9527 183 232 239 247 230 241 245 206  0.0000
1706887087.9604 191 228 239 260 249 261 243 190  0.0000
1706887087.9682 198 247 267 270 249 253 242 196  0.0000
1706887087.9765 206 235 244 255 237 247 234 195  0.0000
1706887087.9851 209 240 247 249 225 242 236 194  0.0000
1706887087.9933 220 250 257 259 249 247 237 187  0.0000
1706887088.0004 195 233 242 255 238 249 246 187  0.0000
1706887088.0082 194 225 235 251 237 253 232 184  0.0000
1706887088.0170 193 232 250 256 243 252 235 182  0.0000
1706887088.0242 193 231 247 261 243 251 238 189  0.0000
1706887088.0328 188 233 246 256 242 244 231 190  0.0000
1706887088.0410 195 234 247 254 241 256 242 189  0.0000
1706887088.0482 194 232 239 246 231 247 237 192  0.0000
1706887088.0570 186 226 244 252 235 251 244 191  0.0000
1706887088.0648 203 240 244 254 238 248 234 191  0.0000
1706887088.0728 201 226 241 247 237 245 242 185  0.0000
1706887088.0806 190 232 245 254 245 255 239 190  0.0000
1706887088.0888 194 238 245 264 245 248 233 185  0.0000
1706887088.0970 194 232 245 257 232 243 230 189  0.0000
1706887088.1048 200 235 248 256 236 247 240 194  0.0000
1706887088.1136 196 236 248 263 243 249 235 189  0.0000
1706887088.1206 197 234 245 255 232 241 238 189  0.0000
1706887088.1283 196 233 249 256 236 254 243 212  0.0000
1706887088.1365 193 230 239 260 249 263 243 203  0.0000
1706887088.1448 191 229 242 257 236 252 237 197  0.0000
1706887088.1525 194 231 242 246 243 259 259 213  0.0000
1706887088.1607 194 238 255 270 258 268 250 201  0.0000
1706887088.1683 199 247 274 275 258 260 239 184  0.0000
1706887088.1772 207 239 244 249 235 255 237 196  0.0000
1706887088.1844 213 244 248 257 243 258 243 197  0.0000
1706887088.1926 214 251 258 264 250 256 244 190  0.0000
1706887088.2004 212 237 250 255 247 254 244 193  0.0000
1706887088.2084 202 234 244 260 243 246 227 179  0.0000
1706887088.2162 190 227 241 252 233 247 230 187  0.0000
1706887088.2251 194 239 250 268 246 239 231 185  0.0000
1706887088.2333 197 232 245 251 219 234 231 186  0.0000
1706887088.2404 189 219 224 246 235 251 232 188  0.0000
1706887088.2492 187 232 243 261 239 252 235 183  0.0000
1706887088.2572 194 231 237 252 238 247 237 191  0.0000
1706887088.2650 189 226 234 256 239 253 238 192  0.0000
1706887088.2727 188 230 240 260 243 250 232 187  0.0000
1706887088.2810 192 228 238 255 240 248 238 184  0.0000
1706887088.2882 187 230 239 259 249 255 235 186  0.0000
1706887088.2968 189 232 244 257 244 249 237 187  0.0000
1706887088.3050 185 234 240 259 243 246 235 186  0.0000
1706887088.3139 192 235 242 254 235 246 235 189  0.0000
1706887088.3206 191 231 239 253 241 252 235 195  0.0000
1706887088.3287 199 234 243 254 245 249 234 190  0.0000
1706887088.3370 196 233 236 245 241 247 242 195  0.0000
1706887088.3445 198 230 239 256 241 253 236 185  0.0000
1706887088.3524 193 227 237 253 241 251 235 179  0.0000
1706887088.3606 192 237 249 254 241 249 235 188  0.0000
1706887088.3690 193 228 238 250 239 253 242 189  0.0000
1706887088.3772 189 230 243 255 245 246 233 178  0.0000
1706887088.3844 185 237 245 258 237 243 235 189  0.0000
1706887088.3930 197 235 241 258 234 248 237 188  0.0000
1706887088.4012 194 224 237 251 239 250 240 189  0.0000
1706887088.4084 197 228 240 255 246 249 222 164  0.0000
1706887088.4168 195 235 245 258 233 245 231 177  0.0000
1706887088.4250 193 228 237 251 237 240 219 171  0.0000
1706887088.4330 190 233 246 255 220 230 211 177  0.0000
1706887088.4407 196 221 223 232 221 237 225 176  0.0000
1706887088.4489 174 208 220 240 221 238 227 182  0.0000
1706887088.4571 187 230 240 257 233 250 235 186  0.0000
1706887088.4644 180 223 234 242 228 240 230 181  0.0000
1706887088.4726 177 222 231 244 232 249 236 192  0.0000
1706887088.4807 182 223 229 246 240 253 253 208  0.0000
1706887088.4884 180 224 234 256 253 267 247 193  0.0000
1706887088.4966 188 226 253 264 242 251 237 189  0.0000
1706887088.5049 189 229 241 259 251 257 244 185  0.0000
1706887088.5133 190 244 263 264 251 252 235 179  0.0000
1706887088.5204 214 246 252 254 233 247 235 185  0.0000
1706887088.5285 207 231 238 251 244 251 238 198  0.0000
1706887088.5362 191 221 235 240 237 250 235 185  0.0000
1706887088.5444 201 237 244 257 243 253 234 185  0.0000
1706887088.5526 194 229 238 261 245 256 247 198  0.0000
1706887088.5603 196 227 231 256 238 256 244 187  0.0000
1706887088.5690 194 227 234 248 236 245 232 190  0.0000
1706887088.5772 194 232 243 255 243 251 239 187  0.0000
1706887088.5849 199 235 242 250 242 250 234 192  0.0000
1706887088.5931 190 228 242 254 236 246 234 186  0.0000
1706887088.6003 196 236 244 252 245 255 238 191  0.0000
1706887088.6091 194 225 234 246 239 244 234 194  0.0000
1706887088.6167 190 224 232 246 240 252 246 188  0.0000
1706887088.6249 192 234 244 256 241 251 232 188  0.0000
1706887088.6327 193 234 238 251 241 250 236 190  0.0000
1706887088.6409 186 229 239 261 245 252 236 188  0.0000
1706887088.6491 190 233 241 255 245 253 233 187  0.0000
1706887088.6567 197 227 239 251 228 243 230 190  0.0000
1706887088.6645 196 227 237 252 232 244 239 195  0.0000
1706887088.6727 192 229 239 253 242 250 237 192  0.0000
1706887088.6805 193 233 237 245 232 251 248 205  0.0000
1706887088.6888 188 222 232 253 261 274 259 201  0.0000
1706887088.6970 191 229 246 255 245 256 246 196  0.0000
1706887088.7045 189 225 238 256 252 269 246 189  0.0000
1706887088.7134 196 237 263 272 251 253 243 202  0.0000
1706887088.7205 215 253 258 255 246 259 248 190  0.0000
1706887088.7282 204 238 249 261 244 255 239 183  0.0000
1706887088.7365 199 232 240 254 234 260 240 193  0.0000
1706887088.7447 198 233 244 251 241 256 240 186  0.0000
1706887088.7522 195 232 238 254 248 257 231 175  0.0000
1706887088.7605 200 231 244 249 228 240 228 184  0.0000
1706887088.7683 191 221 224 242 236 252 240 183  0.0000
1706887088.7771 185 221 230 248 235 250 239 189  0.0000
1706887088.7853 193 223 235 255 237 251 234 187  0.0000
1706887088.7922 180 217 231 243 230 246 236 190  0.0000
1706887088.8010 186 227 241 252 240 253 244 193  0.0000
1706887088.8093 195 229 241 251 240 251 240 188  0.0000
1706887088.8170 189 231 233 246 234 245 231 191  0.0000
1706887088.8248 196 226 231 243 231 250 239 193  0.0000
1706887088.8330 187 222 240 253 247 259 244 189  0.0000
1706887088.8411 189 223 236 253 237 245 235 182  0.0000
1706887088.8489 196 231 238 250 238 251 240 185  0.0000
1706887088.8567 190 228 244 256 243 254 235 179  0.0000
1706887088.8645 190 235 241 253 239 247 233 184  0.0000
1706887088.8723 197 235 240 248 232 246 234 183  0.0000
1706887088.8805 196 228 235 257 242 252 242 194  0.0000
1706887088.8902 191 221 235 244 239 250 236 185  0.0000
1706887088.8969 192 229 234 246 234 250 245 191  0.0000
1706887088.9051 191 224 234 256 244 257 241 186  0.0000
1706887088.9129 182 219 235 246 239 250 237 194  0.0000
1706887088.9207 186 228 247 256 240 247 238 190  0.0000
1706887088.9287 195 229 243 249 236 244 235 194  0.0000
1706887088.9369 191 230 242 253 236 248 231 184  0.0000
1706887088.9447 194 232 239 249 238 251 236 182  0.0000
1706887088.9529 190 233 239 246 231 249 233 178  0.0000
1706887088.9611 188 221 233 239 221 229 219 178  0.0000
1706887088.9684 187 219 219 235 222 236 229 178  0.0000
1706887088.9765 184 220 230 252 237 248 231 181  0.0000
1706887088.9847 186 209 214 232 220 242 234 190  0.0000
1706887088.9924 174 201 225 237 226 234 231 186  0.0000
1706887089.0006 175 215 231 244 230 247 236 178  0.0000
1706887089.0088 179 216 225 246 231 247 240 202  0.0000
1706887089.0171 191 230 236 252 244 259 248 186  0.0000
1706887089.0253 185 221 235 245 234 249 253 215  0.0000
1706887089.0324 180 222 228 243 238 265 252 197  0.0000
1706887089.0412 187 223 252 259 251 260 251 194  0.0000
1706887089.0483 200 237 252 261 247 253 242 189  0.0000
1706887089.0566 188 228 241 249 234 245 233 180  0.0000
1706887089.0648 207 233 243 252 240 248 244 200  0.0000
1706887089.0730 201 233 245 253 242 253 238 196  0.0000
1706887089.0813 189 230 243 252 238 249 239 191  0.0000
1706887089.0891 197 230 240 250 240 253 243 196  0.0000
1706887089.0963 185 228 236 248 235 253 248 192  0.0000
1706887089.1045 187 224 238 250 244 255 244 190  0.0000
1706887089.1138 193 230 239 250 236 254 242 194  0.0000
1706887089.1210 186 222 235 256 241 254 245 193  0.0000
1706887089.1283 186 230 243 259 240 252 238 185  0.0000
1706887089.1372 191 231 247 259 240 254 239 188  0.0000
1706887089.1445 191 228 241 258 237 245 239 192  0.0000
1706887089.1527 197 231 241 254 239 249 242 192  0.0000
1706887089.1606 192 236 247 258 238 251 243 188  0.0000
