% Edge sensor logfile normalized 'log_20231228_100544.712/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1703754347.1332 600 519 453 441 453 442 471 494  0.0000
1703754347.1410 594 523 464 423 459 435 458 497  0.0000
1703754347.1490 577 512 447 425 455 427 453 474  0.0000
1703754347.1568 603 523 449 425 453 437 461 477  0.0000
1703754347.1647 607 526 456 452 475 457 468 505  0.0000
1703754347.1731 610 519 436 416 441 444 448 457  0.0000
1703754347.1809 577 505 434 432 441 427 458 480  0.0000
1703754347.1888 600 528 449 421 453 432 458 491  0.0000
1703754347.1968 580 503 443 423 441 442 461 474  0.0000
1703754347.2047 584 517 451 407 441 427 433 471  0.0000
1703754347.2135 587 505 438 421 443 432 446 477  0.0000
1703754347.2208 617 521 471 436 473 449 456 505  0.0000
1703754347.2288 600 517 438 430 449 408 456 477  0.0000
1703754347.2367 577 517 451 432 451 442 451 505  0.0000
1703754347.2447 594 519 458 445 467 469 478 500  0.0000
1703754347.2536 587 519 460 432 455 442 443 485  0.0000
1703754347.2616 574 494 430 425 441 415 446 477  0.0000
1703754347.2687 590 523 453 443 453 432 458 460  0.0000
1703754347.2767 613 514 451 441 461 430 451 488  0.0000
1703754347.2847 594 517 441 421 451 432 441 474  0.0000
1703754347.2926 577 512 421 414 447 442 443 480  0.0000
1703754347.3016 620 535 462 454 467 464 451 477  0.0000
1703754347.3086 603 507 436 414 447 427 446 485  0.0000
1703754347.3166 537 487 451 419 449 437 446 471  0.0000
1703754347.3246 594 510 449 425 459 442 453 508  0.0000
1703754347.3335 623 523 466 441 453 440 463 488  0.0000
1703754347.3416 577 501 453 419 449 410 436 460  0.0000
