% Edge sensor logfile normalized 'log_20231228_103218.821/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1703755939.4157 478 637 903 951 638 386 408 449  0.0495
1703755939.4238 495 642 897 1000 676 418 416 471  0.0520
1703755939.4318 514 617 862 1000 728 396 403 460  0.0530
1703755939.4396 468 594 822 1000 761 408 396 435  0.0522
1703755939.4475 478 564 805 1000 809 454 403 440  0.0529
1703755939.4557 491 580 785 1000 883 535 423 466  0.0567
1703755939.4637 455 535 728 1000 917 562 406 440  0.0532
1703755939.4717 455 530 700 975 929 596 401 426  0.0518
1703755939.4797 468 553 674 960 991 652 421 443  0.0534
1703755939.4875 455 537 623 922 995 684 423 420  0.0519
1703755939.4954 438 519 561 871 1000 728 436 463  0.0511
1703755939.5034 485 553 571 853 1000 806 473 460  0.0552
1703755939.5116 442 546 539 782 1000 858 513 460  0.0539
1703755939.5195 402 526 520 733 981 919 583 463  0.0541
1703755939.5276 392 535 522 687 943 970 628 468  0.0528
1703755939.5355 392 523 531 640 923 1000 693 480  0.0533
1703755939.5433 372 521 509 583 857 1000 730 522  0.0524
1703755939.5513 346 492 511 558 813 1000 783 536  0.0536
1703755939.5595 346 492 505 536 767 997 862 598  0.0560
1703755939.5675 356 476 503 536 728 965 902 661  0.0575
1703755939.5755 333 466 479 501 662 921 932 725  0.0550
1703755939.5835 349 466 498 518 640 924 1000 836  0.0538
1703755939.5913 376 469 492 514 620 880 1000 929  0.0519
1703755939.5995 339 462 483 501 568 841 1000 957  0.0485
1703755939.6075 320 446 456 494 558 814 1000 977  0.0472
1703755939.6153 366 448 479 525 566 801 1000 1000  0.0469
1703755939.6233 359 441 447 503 532 738 992 1000  0.0421
1703755939.6322 330 423 447 461 516 691 990 1000  0.0380
1703755939.6401 330 428 451 498 532 701 957 1000  0.0387
1703755939.6473 359 453 475 514 528 684 960 1000  0.0375
1703755939.6563 356 423 445 505 534 647 920 1000  0.0348
1703755939.6642 359 439 451 498 522 613 915 1000  0.0330
1703755939.6722 369 455 473 514 530 638 920 1000  0.0343
1703755939.6801 369 455 458 496 518 603 870 1000  0.0316
1703755939.6881 356 439 460 490 514 601 862 1000  0.0313
1703755939.6963 376 457 473 514 540 625 902 1000  0.0333
1703755939.7042 382 466 460 496 524 579 862 1000  0.0303
1703755939.7122 369 446 462 503 532 603 862 1000  0.0313
1703755939.7202 363 455 451 496 540 606 877 1000  0.0319
1703755939.7281 392 455 471 503 516 591 897 1000  0.0317
1703755939.7362 382 455 466 487 528 577 862 1000  0.0302
1703755939.7442 379 444 456 490 518 589 877 1000  0.0311
1703755939.7522 379 453 479 494 528 591 882 1000  0.0313
1703755939.7602 376 466 477 494 526 599 877 1000  0.0316
1703755939.7682 366 460 462 467 514 596 890 1000  0.0317
1703755939.7761 422 487 479 492 530 625 915 1000  0.0336
1703755939.7841 465 501 481 509 534 611 902 1000  0.0327
1703755939.7921 448 496 451 485 518 616 905 1000  0.0330
1703755939.8000 438 492 456 490 528 638 917 1000  0.0343
1703755939.8081 458 487 468 503 532 647 945 1000  0.0351
1703755939.8161 442 482 460 487 522 643 902 1000  0.0343
1703755939.8242 438 464 447 483 518 662 950 1000  0.0360
1703755939.8321 429 496 468 503 526 689 990 1000  0.0379
1703755939.8401 429 487 456 494 518 689 980 1000  0.0378
1703755939.8479 409 469 430 458 502 704 977 1000  0.0390
1703755939.8560 409 494 449 476 512 731 1000 1000  0.0413
1703755939.8641 412 487 456 490 514 740 1000 974  0.0420
1703755939.8721 409 460 447 476 508 748 992 940  0.0424
1703755939.8800 389 448 438 470 512 757 1000 932  0.0431
1703755939.8883 438 487 453 503 528 799 1000 912  0.0456
1703755939.8961 392 446 447 467 516 809 1000 827  0.0457
1703755939.9040 399 466 441 443 532 823 1000 782  0.0467
1703755939.9121 422 478 471 487 568 870 1000 757  0.0494
1703755939.9203 396 476 473 481 574 875 972 720  0.0498
1703755939.9282 359 451 456 443 564 887 942 675  0.0479
1703755939.9362 386 469 449 454 604 919 927 661  0.0492
1703755939.9440 376 473 481 467 626 963 915 663  0.0508
1703755939.9519 363 466 460 465 634 955 872 601  0.0468
1703755939.9603 359 451 458 465 648 970 842 573  0.0456
1703755939.9682 419 480 479 481 674 1000 867 612  0.0497
1703755939.9762 389 478 462 454 674 980 817 570  0.0461
1703755939.9842 376 478 456 452 690 995 793 536  0.0449
1703755939.9920 376 489 475 470 704 1000 805 531  0.0463
1703755939.9998 409 496 475 483 736 1000 788 519  0.0476
1703755940.0082 369 485 460 445 724 1000 748 502  0.0440
1703755940.0161 386 498 466 472 755 1000 765 502  0.0471
1703755940.0240 386 473 466 505 783 1000 740 483  0.0473
1703755940.0321 369 485 458 476 783 1000 738 474  0.0466
1703755940.0400 369 464 462 494 769 1000 738 451  0.0460
1703755940.0480 409 494 481 512 803 1000 735 497  0.0482
1703755940.0562 379 498 468 494 779 1000 710 466  0.0447
1703755940.0641 372 503 477 516 803 1000 738 480  0.0483
1703755940.0720 396 492 466 516 823 1000 720 483  0.0479
1703755940.0800 399 512 483 521 831 1000 733 505  0.0495
1703755940.0880 372 478 468 494 807 1000 725 477  0.0471
1703755940.0960 396 478 462 516 823 1000 760 514  0.0510
1703755940.1041 399 507 488 518 835 1000 763 519  0.0518
1703755940.1121 363 473 460 507 825 1000 768 508  0.0512
1703755940.1199 356 462 456 525 809 1000 773 531  0.0518
1703755940.1280 389 485 471 527 833 1000 802 573  0.0555
1703755940.1358 399 494 486 523 819 1000 763 533  0.0516
1703755940.1440 399 487 460 505 809 1000 763 508  0.0503
1703755940.1520 419 498 466 516 823 1000 800 556  0.0542
1703755940.1600 429 473 466 518 813 1000 793 576  0.0542
1703755940.1678 419 478 466 512 813 1000 783 545  0.0525
1703755940.1758 405 460 436 483 795 1000 785 553  0.0515
1703755940.1839 415 492 494 523 825 1000 817 567  0.0556
1703755940.1917 412 469 443 494 815 1000 780 531  0.0517
1703755940.1999 376 446 441 496 793 1000 778 511  0.0502
1703755940.2080 415 492 456 483 799 1000 817 564  0.0535
1703755940.2158 412 464 451 512 801 1000 798 556  0.0531
1703755940.2238 405 476 434 496 791 1000 785 539  0.0512
1703755940.2319 432 476 447 503 797 1000 807 573  0.0538
1703755940.2398 425 464 458 505 797 1000 800 587  0.0540
1703755940.2478 392 453 443 501 789 1000 810 564  0.0532
1703755940.2560 399 489 456 492 773 1000 807 550  0.0516
1703755940.2638 405 473 466 507 809 1000 825 573  0.0551
1703755940.2719 386 469 451 487 789 1000 807 573  0.0531
1703755940.2800 379 439 434 472 763 1000 805 553  0.0508
1703755940.2878 402 473 445 501 799 1000 812 581  0.0543
1703755940.2958 379 462 441 487 775 1000 805 559  0.0518
1703755940.3037 419 469 436 492 777 1000 785 562  0.0511
1703755940.3118 405 455 432 485 773 1000 795 576  0.0518
1703755940.3200 429 480 468 521 787 1000 822 590  0.0550
1703755940.3279 376 446 434 483 767 1000 790 573  0.0511
1703755940.3358 396 469 434 485 779 1000 805 576  0.0526
1703755940.3438 389 462 436 476 773 1000 817 596  0.0535
1703755940.3516 415 480 445 483 765 1000 810 573  0.0520
1703755940.3596 369 441 415 470 746 1000 790 570  0.0497
1703755940.3679 392 466 449 485 765 1000 820 559  0.0519
1703755940.3758 396 457 451 490 779 1000 812 559  0.0524
1703755940.3839 376 444 428 474 767 1000 802 570  0.0515
1703755940.3919 386 451 426 452 742 1000 815 570  0.0504
1703755940.3998 402 478 451 507 785 1000 830 590  0.0549
1703755940.4080 409 471 436 458 740 1000 812 556  0.0497
1703755940.4160 376 455 421 450 761 1000 800 542  0.0498
1703755940.4240 405 480 458 474 765 1000 815 598  0.0531
1703755940.4318 396 489 449 458 771 1000 827 587  0.0532
1703755940.4398 376 466 434 458 736 1000 802 556  0.0491
1703755940.4477 382 471 438 445 763 1000 820 559  0.0513
1703755940.4560 402 485 462 470 738 1000 837 596  0.0523
1703755940.4640 372 462 436 454 748 1000 812 579  0.0510
1703755940.4718 386 451 411 441 736 1000 800 559  0.0489
1703755940.4798 392 473 445 458 757 1000 827 570  0.0518
1703755940.4879 386 466 434 458 748 1000 817 564  0.0507
1703755940.4957 333 455 430 432 748 1000 785 539  0.0482
1703755940.5038 405 480 443 441 757 1000 820 570  0.0513
1703755940.5120 392 478 473 478 763 1000 830 576  0.0527
1703755940.5198 372 464 451 450 757 1000 815 593  0.0521
1703755940.5277 379 462 426 447 748 1000 817 562  0.0505
1703755940.5358 409 489 462 487 781 1000 835 596  0.0548
1703755940.5439 376 464 453 458 748 1000 793 536  0.0487
1703755940.5518 389 473 458 474 751 1000 802 548  0.0499
1703755940.5600 405 476 453 474 783 1000 798 553  0.0515
1703755940.5678 396 460 434 470 793 1000 795 531  0.0511
1703755940.5757 356 455 441 445 757 1000 788 516  0.0483
1703755940.5837 379 464 453 494 799 1000 795 562  0.0527
1703755940.5919 402 482 460 494 809 1000 805 553  0.0533
1703755940.5998 382 476 456 487 815 1000 793 542  0.0525
1703755940.6080 396 473 458 498 809 1000 795 570  0.0535
1703755940.6160 432 494 477 521 823 1000 802 553  0.0543
1703755940.6238 389 464 449 474 799 1000 780 516  0.0503
1703755940.6318 372 453 441 487 809 1000 758 514  0.0497
1703755940.6399 399 464 458 505 815 1000 775 539  0.0519
1703755940.6480 392 464 464 514 843 1000 765 531  0.0523
1703755940.6561 396 471 451 494 839 1000 740 497  0.0495
1703755940.6640 392 471 458 509 843 1000 753 531  0.0514
1703755940.6718 425 494 473 538 873 1000 770 548  0.0546
1703755940.6801 389 471 456 523 843 1000 755 519  0.0517
1703755940.6879 376 478 445 507 851 1000 733 497  0.0497
1703755940.6958 366 462 462 547 865 1000 748 539  0.0530
1703755940.7040 389 476 471 532 871 1000 733 505  0.0511
1703755940.7120 359 455 449 527 843 1000 720 483  0.0489
1703755940.7198 369 473 462 547 875 1000 735 519  0.0520
1703755940.7280 409 492 471 580 903 1000 730 539  0.0537
1703755940.7359 399 464 453 576 887 1000 720 533  0.0522
1703755940.7438 409 478 436 572 885 1000 728 536  0.0528
1703755940.7518 392 489 462 587 903 1000 738 584  0.0557
1703755940.7600 405 476 453 569 895 1000 715 548  0.0518
1703755940.7680 376 460 456 565 875 1000 723 562  0.0522
1703755940.7760 372 466 456 589 905 1000 743 590  0.0565
1703755940.7838 399 485 471 594 915 1000 750 584  0.0573
1703755940.7917 386 482 473 605 915 1000 778 632  0.0623
1703755940.7997 389 476 466 592 911 1000 827 700  0.0706
1703755940.8077 442 510 481 616 931 1000 877 793  0.0720
1703755940.8159 382 480 462 600 923 1000 922 838  0.0712
1703755940.8240 392 478 447 580 925 1000 987 935  0.0704
1703755940.8318 389 492 464 614 947 1000 1000 1000  0.0722
1703755940.8397 392 478 458 594 935 1000 1000 1000  0.0711
1703755940.8477 369 462 449 583 923 1000 1000 1000  0.0705
1703755940.8557 386 496 479 634 949 1000 1000 1000  0.0731
1703755940.8637 386 503 460 580 933 1000 1000 1000  0.0706
1703755940.8719 379 485 471 618 927 1000 1000 1000  0.0720
1703755940.8798 386 478 468 596 939 1000 1000 1000  0.0713
1703755940.8878 415 498 488 618 945 1000 1000 1000  0.0723
1703755940.8959 379 496 464 587 935 1000 1000 1000  0.0709
1703755940.9040 363 478 473 596 927 1000 1000 1000  0.0711
1703755940.9121 372 480 477 600 925 1000 1000 1000  0.0712
1703755940.9201 412 517 490 596 925 1000 1000 1000  0.0710
1703755940.9281 359 489 490 580 891 1000 1000 1000  0.0697
1703755940.9360 386 498 490 600 925 1000 1000 1000  0.0712
1703755940.9441 422 523 516 611 927 1000 1000 977  0.0717
1703755940.9521 386 505 501 605 903 1000 965 918  0.0710
1703755940.9602 376 503 492 569 885 1000 920 844  0.0691
1703755940.9682 415 510 501 596 909 1000 872 748  0.0707
1703755940.9761 369 496 483 574 887 1000 788 641  0.0616
1703755940.9841 382 478 479 556 873 1000 740 559  0.0534
1703755940.9921 376 498 492 578 895 1000 748 559  0.0553
1703755941.0002 415 507 503 587 891 1000 730 531  0.0536
1703755941.0082 386 492 477 545 869 1000 703 514  0.0489
1703755941.0162 379 505 505 574 875 1000 735 528  0.0530
1703755941.0241 379 498 488 556 881 1000 750 553  0.0542
1703755941.0320 379 494 492 560 867 1000 728 522  0.0517
1703755941.0403 369 494 492 536 867 1000 750 525  0.0526
1703755941.0482 405 501 513 560 877 1000 773 573  0.0564
1703755941.0562 389 482 481 541 861 1000 745 505  0.0519
1703755941.0642 389 482 483 532 857 1000 758 519  0.0526
1703755941.0722 382 494 494 543 867 1000 765 533  0.0539
1703755941.0800 382 492 507 558 861 1000 763 539  0.0542
1703755941.0882 396 505 483 523 839 1000 748 539  0.0515
1703755941.0962 389 487 488 543 851 1000 770 553  0.0542
1703755941.1041 382 489 498 541 849 1000 760 542  0.0532
1703755941.1123 386 482 471 516 827 1000 768 559  0.0527
1703755941.1202 343 476 477 521 849 1000 775 548  0.0537
1703755941.1283 369 494 498 534 851 1000 805 548  0.0556
1703755941.1363 396 498 492 534 845 1000 778 548  0.0541
1703755941.1442 382 492 483 525 831 1000 790 581  0.0551
1703755941.1522 386 492 501 558 845 1000 810 573  0.0573
1703755941.1593 402 503 505 545 837 1000 800 581  0.0564
1703755941.1682 389 482 481 521 833 1000 768 550  0.0528
1703755941.1753 376 492 458 514 837 1000 783 559  0.0539
1703755941.1833 412 519 501 549 863 1000 810 579  0.0578
1703755941.1923 386 492 492 545 841 1000 773 570  0.0547
1703755941.2001 353 464 475 509 831 1000 783 567  0.0538
1703755941.2074 379 489 498 532 857 1000 810 590  0.0575
1703755941.2163 409 526 520 549 855 1000 780 542  0.0548
1703755941.2233 382 482 479 514 809 1000 778 548  0.0522
1703755941.2313 379 485 488 545 845 1000 785 584  0.0560
1703755941.2402 422 514 509 556 845 1000 795 570  0.0564
1703755941.2481 359 494 483 527 851 1000 775 531  0.0535
1703755941.2562 376 473 471 536 845 1000 740 548  0.0516
1703755941.2634 363 512 498 560 867 1000 763 528  0.0542
1703755941.2723 376 501 488 543 837 1000 740 491  0.0507
1703755941.2803 339 480 481 523 825 1000 728 474  0.0487
1703755941.2882 382 494 513 552 857 1000 750 491  0.0522
1703755941.2961 386 496 501 545 855 1000 755 522  0.0528
1703755941.3042 369 496 501 545 851 1000 715 471  0.0493
1703755941.3113 349 492 496 552 843 1000 748 500  0.0518
1703755941.3194 402 507 518 563 855 1000 768 502  0.0537
1703755941.3274 369 482 479 529 853 1000 725 485  0.0497
1703755941.3363 366 489 486 536 843 1000 743 480  0.0507
1703755941.3442 359 489 509 543 855 1000 753 500  0.0522
1703755941.3523 379 505 513 541 835 1000 745 474  0.0506
1703755941.3595 356 485 492 527 821 1000 720 485  0.0482
1703755941.3674 386 505 496 541 861 1000 750 483  0.0519
1703755941.3758 359 487 488 529 831 1000 758 491  0.0511
1703755941.3840 372 514 498 541 845 1000 750 474  0.0513
1703755941.3920 349 487 494 541 823 1000 743 474  0.0501
1703755941.4002 389 523 522 538 857 1000 763 491  0.0525
1703755941.4082 349 496 501 529 839 1000 753 471  0.0508
1703755941.4161 359 489 488 536 849 1000 760 485  0.0520
1703755941.4241 392 510 496 527 831 1000 775 502  0.0522
1703755941.4321 389 514 509 552 855 1000 758 477  0.0524
1703755941.4400 363 489 466 509 821 1000 748 451  0.0492
1703755941.4481 405 501 492 532 831 1000 763 494  0.0515
1703755941.4562 409 526 511 545 847 1000 765 497  0.0526
1703755941.4640 359 485 488 538 837 1000 770 485  0.0521
1703755941.4720 363 471 486 505 813 1000 763 468  0.0498
1703755941.4799 369 478 507 543 837 1000 778 514  0.0533
1703755941.4881 392 496 494 527 837 1000 738 477  0.0499
1703755941.4962 376 480 483 518 809 1000 750 463  0.0492
1703755941.5041 366 512 505 536 845 1000 763 497  0.0522
1703755941.5121 382 492 507 554 831 1000 763 494  0.0522
1703755941.5201 359 492 488 516 823 1000 755 474  0.0501
1703755941.5280 366 476 488 545 845 1000 748 480  0.0513
1703755941.5360 382 519 520 534 855 1000 773 483  0.0527
1703755941.5441 386 487 488 514 827 1000 750 468  0.0498
1703755941.5520 366 485 486 534 831 1000 755 463  0.0507
1703755941.5600 386 505 496 534 835 1000 773 497  0.0523
1703755941.5680 372 487 505 525 841 1000 760 474  0.0512
1703755941.5758 356 469 466 518 825 1000 745 468  0.0496
1703755941.5839 372 489 498 536 839 1000 770 494  0.0523
1703755941.5919 392 501 522 567 851 1000 775 500  0.0541
1703755941.5999 366 485 486 534 843 1000 760 491  0.0518
1703755941.6080 376 482 496 547 847 1000 748 477  0.0514
1703755941.6162 409 519 507 567 859 1000 783 505  0.0548
1703755941.6244 379 496 483 545 849 1000 748 468  0.0513
1703755941.6323 369 489 503 523 845 1000 735 483  0.0499
1703755941.6403 366 485 490 545 851 1000 755 485  0.0520
1703755941.6482 379 476 503 549 855 1000 748 497  0.0520
1703755941.6564 363 485 494 529 839 1000 730 474  0.0495
1703755941.6644 353 485 498 541 847 1000 758 491  0.0520
1703755941.6714 372 496 509 567 853 1000 773 500  0.0540
1703755941.6803 382 496 492 541 857 1000 748 491  0.0518
1703755941.6873 349 476 483 560 859 1000 755 508  0.0531
1703755941.6963 366 489 481 567 867 1000 773 516  0.0548
1703755941.7041 389 476 481 547 853 1000 750 500  0.0521
1703755941.7114 349 471 462 527 841 1000 733 497  0.0499
1703755941.7195 372 492 481 547 851 1000 753 494  0.0521
1703755941.7273 366 492 477 543 859 1000 755 491  0.0523
1703755941.7354 372 487 466 529 835 1000 740 463  0.0499
1703755941.7443 336 462 473 529 833 1000 743 494  0.0503
1703755941.7522 396 507 492 532 841 1000 765 497  0.0520
1703755941.7595 363 494 471 529 847 1000 740 497  0.0507
1703755941.7674 339 473 462 516 817 1000 743 471  0.0491
1703755941.7753 369 492 475 534 845 1000 763 514  0.0524
1703755941.7834 369 478 464 525 815 1000 745 500  0.0498
1703755941.7923 339 462 456 494 809 1000 713 466  0.0463
1703755941.8002 379 494 468 507 833 1000 768 483  0.0510
1703755941.8074 379 489 475 521 841 1000 758 488  0.0512
1703755941.8164 376 494 462 518 831 1000 730 471  0.0489
1703755941.8233 339 489 462 498 829 1000 740 485  0.0491
1703755941.8314 382 489 460 518 839 1000 763 483  0.0513
1703755941.8403 379 473 473 518 849 1000 738 491  0.0502
1703755941.8474 339 478 462 507 835 1000 735 468  0.0490
1703755941.8555 392 507 481 527 857 1000 760 500  0.0522
1703755941.8634 376 492 488 543 865 1000 743 505  0.0519
1703755941.8723 382 496 488 525 851 1000 755 474  0.0513
1703755941.8794 369 507 486 532 843 1000 755 500  0.0516
1703755941.8875 409 521 505 525 863 1000 778 516  0.0536
1703755941.8956 363 489 486 523 853 1000 753 485  0.0513
1703755941.9036 343 489 483 509 835 1000 763 505  0.0513
1703755941.9116 376 498 479 514 841 1000 765 516  0.0519
1703755941.9195 369 507 468 512 847 1000 755 505  0.0513
1703755941.9275 356 476 475 525 833 1000 753 491  0.0508
1703755941.9355 379 528 505 536 861 1000 755 511  0.0525
1703755941.9436 379 503 494 554 855 1000 785 516  0.0546
1703755941.9517 405 498 494 529 843 1000 763 497  0.0519
1703755941.9597 382 494 486 534 867 1000 765 505  0.0531
1703755941.9676 409 535 516 556 869 1000 753 500  0.0530
1703755941.9756 382 496 471 516 845 1000 758 522  0.0518
1703755941.9837 372 507 486 529 847 1000 745 497  0.0510
1703755941.9917 376 503 494 547 861 1000 768 528  0.0539
1703755941.9997 425 546 516 554 859 1000 758 519  0.0533
1703755942.0077 366 487 479 536 835 1000 748 477  0.0507
1703755942.0156 386 512 507 556 873 1000 770 505  0.0542
1703755942.0236 429 523 520 552 879 1000 758 502  0.0535
1703755942.0316 386 510 479 532 867 1000 753 500  0.0522
1703755942.0395 392 505 473 541 861 1000 743 485  0.0515
1703755942.0476 415 507 501 569 897 1000 763 531  0.0554
1703755942.0557 399 494 492 541 857 1000 740 488  0.0512
1703755942.0636 409 514 473 543 853 1000 728 505  0.0505
1703755942.0717 435 528 498 558 871 1000 750 494  0.0529
1703755942.0797 425 528 518 563 887 1000 773 508  0.0550
1703755942.0876 392 503 486 545 847 1000 720 483  0.0496
1703755942.0956 396 510 509 552 867 1000 735 505  0.0517
1703755942.1037 415 514 488 554 877 1000 753 505  0.0533
1703755942.1117 429 512 492 558 873 1000 738 480  0.0520
1703755942.1199 412 510 492 569 877 1000 733 471  0.0521
1703755942.1278 452 530 503 585 889 1000 758 528  0.0554
1703755942.1356 412 512 503 565 863 1000 723 468  0.0509
1703755942.1436 415 517 488 549 879 1000 740 474  0.0519
1703755942.1515 422 526 509 569 873 1000 723 494  0.0515
1703755942.1597 425 526 511 574 887 1000 725 511  0.0523
1703755942.1679 415 521 496 563 869 1000 708 454  0.0498
1703755942.1758 392 510 498 574 873 1000 730 485  0.0521
1703755942.1836 425 514 496 560 883 1000 718 477  0.0509
1703755942.1916 392 514 479 558 875 1000 708 500  0.0500
1703755942.1995 396 507 477 560 879 1000 708 497  0.0501
1703755942.2078 422 519 492 574 903 1000 730 514  0.0531
1703755942.2159 415 521 513 567 883 1000 728 497  0.0521
1703755942.2238 376 507 505 567 879 1000 713 500  0.0508
1703755942.2317 422 528 492 574 885 1000 728 508  0.0525
1703755942.2397 425 533 524 567 879 1000 723 480  0.0515
1703755942.2476 412 528 503 576 887 1000 720 474  0.0517
1703755942.2558 402 505 505 563 875 1000 710 474  0.0502
1703755942.2638 422 528 520 589 891 1000 745 511  0.0545
1703755942.2718 412 514 507 567 877 1000 705 466  0.0500
1703755942.2797 402 492 486 567 879 1000 703 468  0.0499
1703755942.2877 429 523 511 576 883 1000 713 491  0.0512
1703755942.2957 435 535 518 598 909 1000 733 485  0.0541
1703755942.3037 396 503 498 558 879 1000 688 480  0.0486
1703755942.3119 382 521 501 556 871 1000 720 480  0.0506
1703755942.3198 396 519 507 574 899 1000 730 485  0.0527
1703755942.3278 369 501 494 556 885 1000 698 480  0.0493
1703755942.3357 392 498 496 554 863 1000 710 457  0.0495
1703755942.3438 412 526 520 585 889 1000 745 488  0.0539
1703755942.3517 415 530 518 563 869 1000 730 488  0.0516
1703755942.3599 389 517 498 545 869 1000 720 471  0.0502
1703755942.3678 389 517 513 572 879 1000 733 531  0.0530
1703755942.3757 392 517 505 552 861 1000 748 514  0.0526
1703755942.3841 405 501 496 547 867 1000 728 497  0.0510
1703755942.3921 389 501 498 536 855 1000 740 494  0.0511
1703755942.4000 419 533 513 576 885 1000 768 508  0.0552
1703755942.4081 396 501 496 554 861 1000 730 511  0.0513
1703755942.4160 409 507 516 538 871 1000 743 536  0.0525
1703755942.4239 409 530 526 578 885 1000 753 528  0.0547
1703755942.4320 425 519 513 583 893 1000 755 528  0.0553
1703755942.4401 409 503 501 563 881 1000 740 502  0.0528
1703755942.4480 425 523 516 578 897 1000 790 550  0.0577
1703755942.4562 415 501 503 574 895 1000 768 553  0.0564
1703755942.4640 402 512 498 578 909 1000 790 556  0.0582
1703755942.4719 392 489 494 574 881 1000 790 570  0.0578
1703755942.4801 392 507 513 596 903 1000 798 576  0.0598
1703755942.4880 376 501 498 574 879 1000 758 556  0.0554
1703755942.4960 376 466 488 583 877 1000 765 570  0.0566
1703755942.5040 382 501 505 603 895 1000 755 550  0.0566
1703755942.5120 412 507 509 618 901 1000 758 556  0.0578
1703755942.5199 392 498 481 596 883 1000 710 511  0.0518
1703755942.5282 402 494 511 618 871 985 703 528  0.0519
1703755942.5361 425 523 528 618 897 990 708 525  0.0530
1703755942.5439 392 498 483 605 873 968 693 516  0.0505
1703755942.5521 379 496 507 611 871 960 665 488  0.0490
1703755942.5601 405 507 509 638 891 968 688 528  0.0523
1703755942.5682 409 514 518 631 891 943 663 511  0.0502
1703755942.5762 392 485 488 609 867 931 658 497  0.0481
1703755942.5840 425 533 507 636 899 963 688 528  0.0523
1703755942.5919 455 517 509 643 921 970 665 514  0.0517
