% Edge sensor logfile log_20240202_162221.774/log_edge.txt
% 	Calib white 1000 1000 1000 1000 1000 1000 1000 1000
% 	Calib black 0 0 0 0 0 0 0 0
% 	White threshold (of 1000) 700 
% 1 	Time (sec)
% 2 	Edge valid
% 3 	Left edge position(m)
% 4 	Right edge position (m)
% 5 	Line width (m)
1706887345.5595 0 0.000 0.000 0.0000
1706887345.5673 0 0.000 0.000 0.0000
1706887345.5763 0 0.000 0.000 0.0000
1706887345.5835 0 0.000 0.000 0.0000
1706887345.5914 0 0.000 0.000 0.0000
1706887345.6003 0 0.000 0.000 0.0000
1706887345.6078 0 0.000 0.000 0.0000
1706887345.6157 0 0.000 0.000 0.0000
1706887345.6236 0 0.000 0.000 0.0000
1706887345.6308 0 0.000 0.000 0.0000
1706887345.6397 0 0.000 0.000 0.0000
1706887345.6475 0 0.000 0.000 0.0000
1706887345.6549 0 0.000 0.000 0.0000
1706887345.6628 0 0.000 0.000 0.0000
1706887345.6716 0 0.000 0.000 0.0000
1706887345.6789 0 0.000 0.000 0.0000
1706887345.6868 0 0.000 0.000 0.0000
1706887345.6957 0 0.000 0.000 0.0000
1706887345.7032 0 0.000 0.000 0.0000
1706887345.7109 0 0.000 0.000 0.0000
1706887345.7198 0 0.000 0.000 0.0000
1706887345.7271 0 0.000 0.000 0.0000
1706887345.7349 0 0.000 0.000 0.0000
1706887345.7436 0 0.000 0.000 0.0000
1706887345.7513 0 0.000 0.000 0.0000
1706887345.7592 0 0.000 0.000 0.0000
1706887345.7682 0 0.000 0.000 0.0000
1706887345.7758 0 0.000 0.000 0.0000
1706887345.7833 0 0.000 0.000 0.0000
1706887345.7918 0 0.000 0.000 0.0000
1706887345.7995 0 0.000 0.000 0.0000
1706887345.8074 0 0.000 0.000 0.0000
1706887345.8163 0 0.000 0.000 0.0000
1706887345.8229 0 0.000 0.000 0.0000
1706887345.8312 0 0.000 0.000 0.0000
1706887345.8398 0 0.000 0.000 0.0000
1706887345.8474 0 0.000 0.000 0.0000
1706887345.8554 0 0.000 0.000 0.0000
1706887345.8644 0 0.000 0.000 0.0000
1706887345.8711 0 0.000 0.000 0.0000
1706887345.8794 0 0.000 0.000 0.0000
1706887345.8883 0 0.000 0.000 0.0000
1706887345.8949 0 0.000 0.000 0.0000
1706887345.9038 0 0.000 0.000 0.0000
1706887345.9116 0 0.000 0.000 0.0000
1706887345.9193 0 0.000 0.000 0.0000
1706887345.9276 0 0.000 0.000 0.0000
1706887345.9354 0 0.000 0.000 0.0000
1706887345.9433 0 0.000 0.000 0.0000
1706887345.9511 0 0.000 0.000 0.0000
1706887345.9600 0 0.000 0.000 0.0000
1706887345.9674 0 0.000 0.000 0.0000
1706887345.9754 0 0.000 0.000 0.0000
1706887345.9839 0 0.000 0.000 0.0000
1706887345.9916 0 0.000 0.000 0.0000
1706887345.9995 0 0.000 0.000 0.0000
1706887346.0074 0 0.000 0.000 0.0000
1706887346.0148 0 0.000 0.000 0.0000
1706887346.0228 0 0.000 0.000 0.0000
1706887346.0324 0 0.000 0.000 0.0000
1706887346.0389 0 0.000 0.000 0.0000
1706887346.0478 0 0.000 0.000 0.0000
1706887346.0556 0 0.000 0.000 0.0000
1706887346.0631 0 0.000 0.000 0.0000
1706887346.0709 0 0.000 0.000 0.0000
1706887346.0794 0 0.000 0.000 0.0000
1706887346.0871 0 0.000 0.000 0.0000
1706887346.0949 0 0.000 0.000 0.0000
1706887346.1036 0 0.000 0.000 0.0000
1706887346.1113 0 0.000 0.000 0.0000
1706887346.1191 0 0.000 0.000 0.0000
1706887346.1277 0 0.000 0.000 0.0000
1706887346.1354 0 0.000 0.000 0.0000
1706887346.1433 0 0.000 0.000 0.0000
1706887346.1519 0 0.000 0.000 0.0000
1706887346.1595 0 0.000 0.000 0.0000
1706887346.1674 0 0.000 0.000 0.0000
1706887346.1764 0 0.000 0.000 0.0000
1706887346.1836 0 0.000 0.000 0.0000
1706887346.1913 0 0.000 0.000 0.0000
1706887346.2002 0 0.000 0.000 0.0000
1706887346.2068 0 0.000 0.000 0.0000
1706887346.2157 0 0.000 0.000 0.0000
1706887346.2236 0 0.000 0.000 0.0000
1706887346.2309 0 0.000 0.000 0.0000
1706887346.2396 0 0.000 0.000 0.0000
1706887346.2493 0 0.000 0.000 0.0000
1706887346.2549 0 0.000 0.000 0.0000
1706887346.2628 0 0.000 0.000 0.0000
