% Edge sensor logfile normalized 'log_20240202_162221.774/log_edge_normalized.txt'
% 1 	Time (sec)
% 2..9 	Sensor value in 0..1000 scale for black to white
% 10 	Line width (m)
1706887342.6234 210 243 247 263 251 272 269 217  0.0000
1706887342.6317 211 253 260 270 265 291 292 223  0.0000
1706887342.6394 222 254 269 278 275 301 302 226  0.0000
1706887342.6473 228 279 280 278 277 320 325 238  0.0000
1706887342.6550 247 293 283 284 279 329 335 253  0.0000
1706887342.6629 260 311 299 291 300 355 356 272  0.0000
1706887342.6718 290 332 319 303 313 364 366 276  0.0000
1706887342.6790 308 348 319 312 325 377 376 278  0.0000
1706887342.6868 299 356 337 334 343 390 370 282  0.0000
1706887342.6957 312 373 359 359 357 399 376 281  0.0000
1706887342.7033 319 380 359 358 357 397 367 278  0.0000
1706887342.7111 321 379 363 362 358 396 376 301  0.0000
1706887342.7190 332 395 376 390 376 404 380 295  0.0000
1706887342.7273 330 392 378 374 363 388 363 282  0.0000
1706887342.7352 322 382 370 380 362 386 357 269  0.0000
1706887342.7431 339 398 378 371 359 379 354 273  0.0000
1706887342.7508 325 376 367 364 352 368 332 253  0.0000
1706887342.7597 297 359 355 359 337 337 290 210  0.0000
1706887342.7674 288 348 329 330 310 320 287 215  0.0000
1706887342.7749 268 323 318 319 298 304 269 204  0.0000
1706887342.7835 249 286 284 292 281 291 261 202  0.0000
1706887342.7913 227 268 272 285 277 281 247 196  0.0000
1706887342.7990 229 262 273 284 264 264 247 205  0.0000
1706887342.8069 217 256 261 266 250 264 249 200  0.0000
1706887342.8167 222 255 262 260 244 256 250 202  0.0000
1706887342.8232 222 252 252 255 238 259 248 201  0.0000
1706887342.8317 218 247 251 263 250 257 250 204  0.0000
1706887342.8392 213 247 260 268 255 252 249 191  0.0000
1706887342.8469 201 239 251 259 245 253 250 199  0.0000
1706887342.8548 210 246 256 268 255 263 252 199  0.0000
1706887342.8635 219 250 264 267 248 259 247 196  0.0000
1706887342.8711 210 252 251 259 245 250 249 202  0.0000
1706887342.8797 213 249 259 267 250 254 247 198  0.0000
1706887342.8874 217 247 259 262 246 256 249 201  0.0000
1706887342.8951 212 244 253 263 242 257 252 199  0.0000
1706887342.9029 210 253 259 276 255 261 256 199  0.0000
1706887342.9116 216 252 258 274 242 248 223 177  0.0000
1706887342.9193 211 245 254 253 230 238 240 185  0.0000
1706887342.9268 211 237 249 259 241 251 238 191  0.0000
1706887342.9356 211 240 250 255 239 241 234 198  0.0000
1706887342.9432 180 230 244 258 240 248 234 198  0.0000
1706887342.9509 194 239 256 269 247 255 243 202  0.0000
1706887342.9598 201 243 262 272 250 261 257 213  0.0000
1706887342.9674 218 249 266 284 260 263 251 202  0.0000
1706887342.9753 213 252 269 284 257 261 253 204  0.0000
1706887342.9838 223 258 275 280 248 258 242 193  0.0000
1706887342.9914 227 253 264 267 246 254 249 200  0.0000
1706887342.9991 213 249 259 275 252 256 248 195  0.0000
1706887343.0069 211 247 266 272 245 247 247 194  0.0000
1706887343.0157 215 247 264 272 252 254 245 189  0.0000
1706887343.0235 212 253 270 277 260 259 251 191  0.0000
1706887343.0310 217 246 261 271 246 261 243 199  0.0000
1706887343.0397 218 255 261 274 256 267 258 213  0.0000
1706887343.0473 215 254 271 277 260 260 247 184  0.0000
1706887343.0551 216 252 262 271 255 260 246 199  0.0000
1706887343.0628 214 251 261 270 257 262 245 196  0.0000
1706887343.0717 217 253 267 277 255 259 244 190  0.0000
1706887343.0791 215 251 262 270 256 259 246 193  0.0000
1706887343.0876 223 249 262 273 257 263 252 203  0.0000
1706887343.0954 212 247 259 271 254 260 247 197  0.0000
1706887343.1033 211 247 261 265 250 264 255 207  0.0000
1706887343.1110 207 250 271 286 276 279 263 208  0.0000
1706887343.1190 214 257 290 295 272 267 251 203  0.0000
1706887343.1275 221 256 262 268 251 250 247 190  0.0000
1706887343.1350 231 266 280 279 257 263 246 194  0.0000
1706887343.1428 234 266 283 287 258 261 250 198  0.0000
1706887343.1517 214 248 267 275 252 254 238 193  0.0000
1706887343.1593 220 260 269 270 240 245 246 191  0.0000
1706887343.1673 218 254 265 275 254 251 238 188  0.0000
1706887343.1763 213 240 244 258 243 255 250 202  0.0000
1706887343.1835 196 239 258 269 252 252 251 199  0.0000
1706887343.1915 205 260 263 276 255 255 240 197  0.0000
1706887343.1993 212 244 251 268 248 259 248 195  0.0000
1706887343.2070 212 247 264 268 254 257 247 194  0.0000
1706887343.2149 212 250 265 272 247 250 242 187  0.0000
1706887343.2236 214 253 263 271 251 256 245 197  0.0000
1706887343.2309 218 249 259 271 248 254 251 194  0.0000
1706887343.2387 216 251 257 260 242 253 244 191  0.0000
1706887343.2477 217 246 260 265 245 261 248 196  0.0000
1706887343.2553 210 244 260 269 252 263 240 192  0.0000
1706887343.2632 208 250 261 263 249 259 243 187  0.0000
1706887343.2718 207 249 261 272 249 257 240 186  0.0000
1706887343.2790 211 252 268 272 248 255 235 186  0.0000
1706887343.2870 209 247 259 266 250 257 233 182  0.0000
1706887343.2949 217 249 255 271 253 260 247 189  0.0000
1706887343.3036 208 239 257 269 251 251 226 169  0.0000
1706887343.3113 212 250 262 261 227 236 222 170  0.0000
1706887343.3192 206 237 238 248 235 244 234 182  0.0000
1706887343.3275 210 248 258 262 247 252 237 184  0.0000
1706887343.3350 199 249 254 261 244 254 241 182  0.0000
1706887343.3429 201 235 250 262 252 257 235 186  0.0000
1706887343.3516 201 246 260 270 245 253 254 207  0.0000
1706887343.3593 198 241 267 282 265 267 248 193  0.0000
1706887343.3672 216 257 269 275 256 261 247 191  0.0000
1706887343.3749 208 258 279 278 250 256 244 192  0.0000
1706887343.3834 226 268 278 274 250 261 247 199  0.0000
1706887343.3912 213 251 262 271 253 258 247 188  0.0000
1706887343.3989 208 246 260 275 258 256 247 189  0.0000
1706887343.4077 207 242 259 270 257 259 246 193  0.0000
1706887343.4154 214 251 268 274 254 259 250 193  0.0000
1706887343.4231 207 244 262 274 255 261 247 187  0.0000
1706887343.4316 213 256 264 271 249 259 249 200  0.0000
1706887343.4395 214 250 264 272 261 260 247 200  0.0000
1706887343.4469 210 252 267 271 254 259 254 194  0.0000
1706887343.4547 209 243 257 265 260 264 253 199  0.0000
1706887343.4635 215 253 268 269 253 267 251 188  0.0000
1706887343.4712 209 249 263 273 248 255 242 190  0.0000
1706887343.4797 217 255 268 275 250 252 246 202  0.0000
1706887343.4874 218 245 256 270 251 256 244 193  0.0000
1706887343.4949 213 250 263 269 252 259 245 203  0.0000
1706887343.5027 214 248 265 275 261 274 273 220  0.0000
1706887343.5115 208 254 281 296 279 277 252 199  0.0000
1706887343.5192 229 278 288 288 257 250 240 188  0.0000
1706887343.5268 217 257 273 274 252 262 245 192  0.0000
1706887343.5364 226 260 264 274 249 260 247 195  0.0000
1706887343.5430 213 255 277 280 260 260 242 183  0.0000
1706887343.5509 217 262 275 280 244 254 234 184  0.0000
1706887343.5597 207 245 254 256 247 248 240 187  0.0000
1706887343.5673 206 250 265 280 254 260 246 195  0.0000
1706887343.5752 201 236 250 263 248 250 246 186  0.0000
1706887343.5834 201 247 265 270 251 251 248 193  0.0000
1706887343.5910 215 249 262 265 241 250 240 200  0.0000
1706887343.5989 214 254 256 264 252 261 254 197  0.0000
1706887343.6078 200 240 261 272 256 258 244 187  0.0000
1706887343.6154 220 257 271 275 250 253 243 200  0.0000
1706887343.6232 215 250 267 271 246 262 249 194  0.0000
1706887343.6314 207 248 266 269 250 251 238 187  0.0000
1706887343.6391 209 249 261 272 244 253 243 185  0.0000
1706887343.6471 209 242 261 267 248 262 245 191  0.0000
1706887343.6550 198 241 255 270 248 255 238 191  0.0000
1706887343.6637 208 246 266 268 249 257 249 193  0.0000
1706887343.6713 198 248 267 274 253 257 245 191  0.0000
1706887343.6798 201 246 260 264 252 254 241 181  0.0000
1706887343.6875 212 250 262 264 251 254 239 191  0.0000
1706887343.6954 210 253 254 263 251 250 238 173  0.0000
1706887343.7032 202 240 256 261 237 242 219 183  0.0000
1706887343.7109 199 236 238 248 225 243 231 195  0.0000
1706887343.7197 175 214 242 261 243 244 237 183  0.0000
1706887343.7282 200 238 256 266 246 250 232 190  0.0000
1706887343.7348 202 243 255 265 244 244 242 189  0.0000
1706887343.7437 198 230 251 257 246 256 249 206  0.0000
1706887343.7515 198 239 253 265 249 267 254 199  0.0000
1706887343.7592 206 253 273 279 257 270 250 186  0.0000
1706887343.7668 206 244 261 269 249 252 243 190  0.0000
1706887343.7757 219 256 266 273 247 255 236 191  0.0000
1706887343.7829 225 249 258 261 246 257 240 193  0.0000
1706887343.7907 205 242 252 260 246 254 243 193  0.0000
1706887343.7995 204 244 253 261 240 251 237 193  0.0000
1706887343.8069 202 237 257 266 248 258 248 194  0.0000
1706887343.8147 197 237 250 260 246 257 236 187  0.0000
1706887343.8235 206 246 261 272 251 254 237 188  0.0000
1706887343.8308 209 252 263 271 249 253 247 197  0.0000
1706887343.8393 202 247 261 268 248 255 244 195  0.0000
1706887343.8472 204 246 256 258 253 250 242 193  0.0000
1706887343.8550 207 241 256 262 247 256 241 194  0.0000
1706887343.8628 200 240 253 267 246 251 242 186  0.0000
1706887343.8716 199 244 255 273 250 258 239 179  0.0000
1706887343.8788 198 241 260 263 248 252 239 195  0.0000
1706887343.8878 206 245 253 269 247 249 238 186  0.0000
1706887343.8955 211 251 262 269 246 254 245 213  0.0000
1706887343.9030 206 246 255 265 254 278 264 210  0.0000
1706887343.9108 201 247 277 287 269 274 246 189  0.0000
1706887343.9197 227 262 281 272 256 258 241 195  0.0000
1706887343.9270 200 247 262 268 245 253 244 187  0.0000
1706887343.9348 216 252 268 272 251 253 238 194  0.0000
1706887343.9434 218 253 266 278 249 252 246 184  0.0000
1706887343.9511 202 243 258 267 228 234 222 186  0.0000
1706887343.9589 202 229 234 243 233 242 240 192  0.0000
1706887343.9678 202 232 251 265 245 252 242 193  0.0000
1706887343.9755 199 229 244 258 240 250 238 193  0.0000
1706887343.9828 184 231 253 265 246 252 238 185  0.0000
1706887343.9914 204 247 259 263 247 253 239 193  0.0000
1706887343.9991 209 242 252 256 243 251 237 190  0.0000
1706887344.0069 201 240 252 274 248 260 244 189  0.0000
1706887344.0163 205 244 251 268 244 251 234 189  0.0000
1706887344.0228 195 233 245 258 242 249 238 180  0.0000
1706887344.0315 194 239 250 265 247 251 235 190  0.0000
1706887344.0395 196 242 253 264 243 247 230 187  0.0000
1706887344.0473 204 237 241 258 240 256 240 187  0.0000
1706887344.0553 203 240 253 266 249 251 237 183  0.0000
1706887344.0643 198 232 253 265 244 251 239 191  0.0000
1706887344.0708 196 228 243 257 244 251 238 189  0.0000
1706887344.0794 200 236 255 273 255 251 238 189  0.0000
1706887344.0885 202 242 253 267 246 251 233 188  0.0000
1706887344.0951 202 233 244 258 243 247 237 193  0.0000
1706887344.1030 199 237 250 259 245 249 233 178  0.0000
1706887344.1121 206 241 250 256 223 235 217 179  0.0000
1706887344.1188 195 218 221 236 216 236 229 180  0.0000
1706887344.1271 199 241 250 267 247 260 244 189  0.0000
1706887344.1351 187 218 235 244 225 238 228 184  0.0000
1706887344.1428 176 218 241 250 241 248 228 181  0.0000
1706887344.1517 197 240 250 254 241 241 236 195  0.0000
1706887344.1595 199 234 247 256 248 266 251 196  0.0000
1706887344.1671 199 235 251 268 245 253 239 185  0.0000
1706887344.1748 196 231 261 282 262 259 237 190  0.0000
1706887344.1833 202 250 265 267 250 245 235 188  0.0000
1706887344.1910 213 247 259 265 241 240 224 181  0.0000
1706887344.1989 201 242 259 263 246 250 238 188  0.0000
1706887344.2079 199 240 251 255 234 244 226 193  0.0000
1706887344.2154 200 233 250 260 246 249 236 181  0.0000
1706887344.2232 202 243 257 261 251 259 239 187  0.0000
1706887344.2318 199 246 253 267 247 251 241 186  0.0000
1706887344.2394 199 244 255 268 247 247 238 190  0.0000
1706887344.2474 208 251 257 261 236 246 235 183  0.0000
1706887344.2553 204 238 253 261 240 251 234 187  0.0000
1706887344.2627 201 240 254 257 247 259 242 192  0.0000
1706887344.2717 205 244 255 261 241 245 235 189  0.0000
1706887344.2791 198 240 251 265 247 248 237 183  0.0000
1706887344.2868 196 242 252 267 251 250 238 187  0.0000
1706887344.2958 200 253 259 264 242 245 238 183  0.0000
1706887344.3034 211 250 255 257 236 247 229 190  0.0000
1706887344.3111 206 243 252 258 252 269 263 212  0.0000
1706887344.3189 201 244 270 286 267 269 252 199  0.0000
1706887344.3274 196 236 245 257 239 251 239 184  0.0000
1706887344.3348 204 257 282 286 268 264 246 187  0.0000
1706887344.3437 226 259 269 278 250 254 239 186  0.0000
1706887344.3513 218 251 263 264 243 247 238 182  0.0000
1706887344.3590 212 243 256 266 236 233 215 174  0.0000
1706887344.3668 205 239 249 259 246 252 230 182  0.0000
1706887344.3756 200 241 249 255 223 236 231 181  0.0000
1706887344.3829 202 233 232 246 240 250 237 190  0.0000
1706887344.3916 192 236 256 267 245 249 229 188  0.0000
1706887344.3994 206 245 254 257 247 252 242 187  0.0000
1706887344.4071 200 240 253 262 238 239 240 184  0.0000
1706887344.4151 204 248 254 261 234 249 235 186  0.0000
1706887344.4230 202 240 246 255 235 246 239 186  0.0000
1706887344.4314 201 235 260 262 246 254 240 184  0.0000
1706887344.4391 197 244 255 261 239 246 228 184  0.0000
1706887344.4471 199 241 257 271 242 251 235 186  0.0000
1706887344.4558 208 241 254 260 245 248 237 187  0.0000
1706887344.4636 198 243 250 255 240 248 231 185  0.0000
1706887344.4714 200 243 251 261 240 245 237 192  0.0000
1706887344.4798 203 244 258 266 247 253 234 185  0.0000
1706887344.4875 198 235 257 268 245 252 234 185  0.0000
1706887344.4964 197 231 249 256 241 248 233 189  0.0000
1706887344.5030 200 246 259 258 247 250 232 184  0.0000
1706887344.5108 197 237 248 259 235 245 221 164  0.0000
1706887344.5196 199 242 249 247 220 229 224 184  0.0000
1706887344.5279 197 228 247 266 250 252 241 188  0.0000
1706887344.5358 201 233 225 238 213 229 225 182  0.0000
1706887344.5436 183 208 228 244 233 238 238 179  0.0000
1706887344.5513 177 227 246 263 242 245 224 182  0.0000
1706887344.5592 188 234 243 254 231 250 239 198  0.0000
1706887344.5682 208 243 254 257 243 253 240 189  0.0000
1706887344.5757 190 229 237 254 244 266 249 199  0.0000
1706887344.5832 191 239 256 277 248 254 239 186  0.0000
1706887344.5921 222 253 263 268 253 253 236 189  0.0000
1706887344.5998 201 237 250 268 250 245 237 183  0.0000
1706887344.6077 196 237 251 258 237 249 234 189  0.0000
1706887344.6156 205 244 246 263 246 250 242 196  0.0000
1706887344.6230 203 235 248 260 242 253 237 182  0.0000
1706887344.6317 195 231 244 256 240 246 242 193  0.0000
1706887344.6395 199 236 244 260 248 262 240 186  0.0000
1706887344.6472 197 236 247 257 243 241 231 180  0.0000
1706887344.6551 199 242 250 260 242 243 236 182  0.0000
1706887344.6639 201 240 253 262 244 250 237 193  0.0000
1706887344.6715 205 234 251 255 240 244 237 190  0.0000
1706887344.6790 207 239 251 261 241 246 236 186  0.0000
1706887344.6880 194 235 248 262 246 256 236 180  0.0000
1706887344.6956 194 235 249 261 240 254 236 186  0.0000
1706887344.7036 203 239 252 258 242 252 235 191  0.0000
1706887344.7124 199 238 251 257 240 252 244 202  0.0000
1706887344.7189 198 236 250 263 260 263 253 201  0.0000
1706887344.7273 203 236 251 260 246 261 249 196  0.0000
1706887344.7364 192 231 248 269 265 267 251 200  0.0000
1706887344.7431 204 251 279 279 257 264 238 190  0.0000
1706887344.7508 222 252 257 268 248 249 239 190  0.0000
1706887344.7597 206 249 255 259 249 254 234 173  0.0000
1706887344.7673 195 236 252 264 236 249 236 187  0.0000
1706887344.7753 207 244 255 268 247 243 224 171  0.0000
1706887344.7839 200 233 244 248 226 239 232 180  0.0000
1706887344.7915 194 230 238 249 244 243 238 186  0.0000
1706887344.7992 190 236 248 259 241 254 234 180  0.0000
1706887344.8082 193 229 250 256 251 249 232 179  0.0000
1706887344.8158 193 233 253 261 238 247 233 188  0.0000
1706887344.8237 204 231 245 255 244 252 240 192  0.0000
1706887344.8322 194 232 244 256 242 251 232 184  0.0000
1706887344.8394 196 232 248 260 244 253 233 191  0.0000
1706887344.8471 194 236 249 262 249 251 235 184  0.0000
1706887344.8561 190 229 249 256 248 244 226 176  0.0000
1706887344.8637 204 239 251 259 233 245 234 190  0.0000
1706887344.8716 195 235 238 255 240 249 232 190  0.0000
1706887344.8802 193 233 241 258 235 247 233 188  0.0000
1706887344.8877 193 231 250 261 238 250 234 182  0.0000
1706887344.8957 192 234 249 261 245 256 234 188  0.0000
1706887344.9035 196 231 241 256 239 248 235 186  0.0000
1706887344.9112 200 234 249 256 241 248 236 181  0.0000
1706887344.9190 204 238 245 245 233 234 217 167  0.0000
1706887344.9274 195 233 247 259 243 250 228 185  0.0000
1706887344.9350 203 240 247 251 228 228 211 168  0.0000
1706887344.9429 195 226 223 227 212 239 227 183  0.0000
1706887344.9517 167 207 224 247 231 243 231 176  0.0000
1706887344.9594 185 229 248 257 239 249 229 184  0.0000
1706887344.9673 197 232 245 254 233 240 228 183  0.0000
1706887344.9763 186 228 239 249 233 245 231 196  0.0000
1706887344.9833 194 231 244 255 246 259 249 200  0.0000
1706887344.9912 189 238 258 268 248 254 235 192  0.0000
1706887345.0002 212 245 250 261 245 253 235 184  0.0000
1706887345.0068 200 241 255 266 245 253 236 188  0.0000
1706887345.0157 215 240 247 250 236 250 231 188  0.0000
1706887345.0234 201 229 248 257 239 252 229 185  0.0000
1706887345.0318 203 240 247 260 240 255 240 186  0.0000
1706887345.0396 194 231 234 257 240 248 234 190  0.0000
1706887345.0474 194 231 239 262 248 256 237 185  0.0000
1706887345.0552 195 237 245 257 244 250 236 180  0.0000
1706887345.0629 191 227 241 254 247 254 238 183  0.0000
1706887345.0716 191 232 247 263 244 250 239 184  0.0000
1706887345.0789 207 243 245 261 241 253 236 192  0.0000
1706887345.0868 191 232 235 251 234 250 238 190  0.0000
1706887345.0956 205 236 252 264 248 255 238 195  0.0000
1706887345.1033 200 240 250 261 241 252 238 189  0.0000
1706887345.1110 197 228 243 254 238 248 237 189  0.0000
1706887345.1200 193 238 255 266 242 254 245 197  0.0000
1706887345.1272 202 236 246 252 234 243 245 201  0.0000
1706887345.1352 197 224 240 254 246 272 265 210  0.0000
1706887345.1441 200 242 263 272 257 269 245 193  0.0000
1706887345.1517 215 260 270 271 249 257 239 188  0.0000
1706887345.1594 201 236 249 259 244 254 243 191  0.0000
1706887345.1684 205 243 251 257 242 257 230 180  0.0000
1706887345.1749 198 244 251 260 246 250 236 178  0.0000
1706887345.1835 209 232 246 251 230 229 217 178  0.0000
1706887345.1925 206 232 228 239 227 245 241 193  0.0000
1706887345.1992 185 223 236 250 245 256 240 199  0.0000
1706887345.2069 186 229 243 252 244 247 237 190  0.0000
1706887345.2157 193 232 249 257 238 239 233 193  0.0000
1706887345.2235 204 238 242 249 235 244 235 184  0.0000
1706887345.2309 199 233 244 257 243 248 237 189  0.0000
1706887345.2397 207 233 252 256 236 244 240 195  0.0000
1706887345.2472 197 226 240 249 236 240 231 190  0.0000
1706887345.2551 198 233 239 256 240 251 241 188  0.0000
1706887345.2641 202 241 250 255 242 255 234 180  0.0000
1706887345.2718 204 233 243 245 236 242 225 184  0.0000
1706887345.2793 194 235 240 250 238 242 229 187  0.0000
1706887345.2884 199 240 247 252 238 244 231 193  0.0000
1706887345.2958 198 233 238 251 237 243 233 193  0.0000
1706887345.3038 192 229 240 255 244 249 243 191  0.0000
1706887345.3115 200 236 248 257 245 248 229 184  0.0000
1706887345.3192 202 236 246 254 237 249 232 178  0.0000
1706887345.3276 194 235 247 260 243 246 232 175  0.0000
1706887345.3364 201 230 248 258 227 233 210 167  0.0000
1706887345.3428 207 233 227 238 212 233 217 188  0.0000
1706887345.3517 179 204 218 243 233 247 230 184  0.0000
1706887345.3596 180 216 232 250 231 248 231 180  0.0000
1706887345.3672 189 230 244 253 240 244 228 177  0.0000
1706887345.3752 186 228 244 249 235 252 228 188  0.0000
1706887345.3835 196 231 239 246 236 263 253 202  0.0000
1706887345.3912 190 235 251 263 247 258 243 187  0.0000
1706887345.3990 211 248 252 259 243 253 242 185  0.0000
1706887345.4078 202 236 240 252 238 245 240 190  0.0000
1706887345.4155 208 236 242 252 234 245 235 191  0.0000
1706887345.4234 204 233 250 258 252 256 243 186  0.0000
1706887345.4317 198 239 245 255 240 245 232 180  0.0000
1706887345.4394 198 237 236 251 239 242 240 197  0.0000
1706887345.4473 196 232 239 256 238 250 235 184  0.0000
1706887345.4563 196 233 241 255 242 245 230 183  0.0000
1706887345.4628 191 227 243 248 244 250 247 199  0.0000
1706887345.4717 192 232 250 256 243 250 237 190  0.0000
1706887345.4802 196 236 247 250 229 240 231 177  0.0000
1706887345.4868 201 237 247 252 238 249 237 192  0.0000
1706887345.4957 200 232 244 260 239 251 239 189  0.0000
1706887345.5035 203 234 238 249 240 241 231 191  0.0000
1706887345.5112 203 239 248 257 244 251 246 190  0.0000
1706887345.5189 199 232 250 258 245 246 243 203  0.0000
1706887345.5285 198 239 243 253 236 245 232 193  0.0000
1706887345.5351 206 241 248 255 245 267 263 209  0.0000
1706887345.5430 205 251 259 268 263 266 253 201  0.0000
1706887345.5518 223 258 265 263 243 254 238 190  0.0000
1706887345.5595 204 240 244 258 247 258 241 195  0.0000
1706887345.5673 195 235 254 257 242 250 235 181  0.0000
1706887345.5763 205 243 252 258 241 248 235 175  0.0000
1706887345.5835 202 241 255 269 237 229 212 179  0.0000
1706887345.5914 207 238 237 239 225 242 227 178  0.0000
1706887345.6003 188 223 239 247 235 242 234 185  0.0000
1706887345.6078 193 228 235 251 236 251 236 189  0.0000
1706887345.6157 180 219 240 261 248 253 239 190  0.0000
1706887345.6236 190 235 242 256 246 251 236 181  0.0000
1706887345.6308 198 234 246 258 242 245 241 181  0.0000
1706887345.6397 190 233 241 261 239 245 229 182  0.0000
1706887345.6475 198 237 244 252 228 239 229 187  0.0000
1706887345.6549 203 236 239 253 236 246 236 178  0.0000
1706887345.6628 190 233 234 250 240 257 241 184  0.0000
1706887345.6716 189 231 235 252 238 248 229 188  0.0000
1706887345.6789 197 236 241 254 242 253 235 187  0.0000
1706887345.6868 190 233 244 256 235 242 227 182  0.0000
1706887345.6957 197 235 242 250 234 246 232 189  0.0000
1706887345.7032 198 232 243 257 234 247 235 190  0.0000
1706887345.7109 192 229 240 254 237 249 233 184  0.0000
1706887345.7198 192 226 234 252 234 251 231 179  0.0000
1706887345.7271 193 230 242 248 239 249 234 179  0.0000
1706887345.7349 186 228 246 248 230 230 206 161  0.0000
1706887345.7436 203 237 241 244 208 222 218 173  0.0000
1706887345.7513 174 202 217 236 222 234 229 177  0.0000
1706887345.7592 179 222 232 246 236 246 229 177  0.0000
1706887345.7682 192 231 240 251 234 247 237 180  0.0000
1706887345.7758 177 221 235 246 235 245 227 186  0.0000
1706887345.7833 189 220 237 245 237 253 246 192  0.0000
1706887345.7918 190 233 253 268 250 250 237 189  0.0000
1706887345.7995 209 247 252 251 235 244 236 188  0.0000
1706887345.8074 211 243 242 252 231 239 229 184  0.0000
1706887345.8163 213 243 250 262 242 249 238 185  0.0000
1706887345.8229 188 223 242 259 242 243 238 187  0.0000
1706887345.8312 197 231 248 254 241 244 233 185  0.0000
1706887345.8398 199 238 244 249 239 247 229 179  0.0000
1706887345.8474 202 243 247 253 235 245 238 185  0.0000
1706887345.8554 202 230 243 258 237 254 233 180  0.0000
1706887345.8644 200 234 242 250 243 253 240 188  0.0000
1706887345.8711 194 230 236 252 243 259 233 184  0.0000
1706887345.8794 194 236 250 255 241 256 237 185  0.0000
1706887345.8883 198 236 248 258 242 249 233 179  0.0000
1706887345.8949 199 232 243 257 243 246 235 184  0.0000
1706887345.9038 202 245 246 257 235 242 235 195  0.0000
1706887345.9116 207 234 249 252 238 254 237 193  0.0000
1706887345.9193 190 228 240 255 248 256 243 191  0.0000
1706887345.9276 196 234 248 264 240 251 239 203  0.0000
1706887345.9354 198 226 244 257 253 271 257 202  0.0000
1706887345.9433 198 238 266 276 260 265 248 194  0.0000
1706887345.9511 220 261 270 274 248 251 241 199  0.0000
1706887345.9600 203 235 247 255 238 249 236 190  0.0000
1706887345.9674 196 241 245 256 243 255 241 183  0.0000
1706887345.9754 204 236 249 252 246 261 241 181  0.0000
